Products,Markets,Months,value
626S,Spain,Dec-07,0
626S,Spain,Jan-08,0
626S,Spain,Feb-08,0
626S,Spain,Mar-08,0
626S,Spain,Apr-08,0
626S,Spain,May-08,0
626S,Spain,Jun-08,0
626S,Spain,Jul-08,0
626S,Spain,Aug-08,0
626S,Spain,Sep-08,0
626S,Spain,Oct-08,0
626S,Spain,Nov-08,0
626S,Spain,Dec-08,0
626S,Italy,Jan-07,10
626S,Italy,Feb-07,3
626S,Italy,Mar-07,0
626S,Italy,Apr-07,0
626S,Italy,May-07,0
626S,Italy,Jun-07,0
626S,Italy,Jul-07,0
626S,Italy,Aug-07,0
626S,Italy,Sep-07,0
626S,Italy,Oct-07,0
626S,Italy,Nov-07,0
626S,Italy,Dec-07,0
626S,Italy,Jan-08,0
626S,Italy,Feb-08,0
626S,Italy,Mar-08,0
626S,Italy,Apr-08,0
626S,Italy,May-08,0
626S,Italy,Jun-08,0
626S,Italy,Jul-08,0
626S,Italy,Aug-08,0
626S,Italy,Sep-08,0
626S,Italy,Oct-08,0
626S,Italy,Nov-08,0
626S,Italy,Dec-08,0
626S,China,Jan-07,32
626S,China,Feb-07,7
626S,China,Mar-07,2
626S,China,Apr-07,0
626S,China,May-07,0
626S,China,Jun-07,0
626S,China,Jul-07,0
626S,China,Aug-07,0
626S,China,Sep-07,0
626S,China,Oct-07,0
626S,China,Nov-07,0
626S,China,Dec-07,0
626S,China,Jan-08,0
626S,China,Feb-08,0
626S,China,Mar-08,0
626S,China,Apr-08,0
626S,China,May-08,0
626S,China,Jun-08,0
626S,China,Jul-08,0
626S,China,Aug-08,0
626S,China,Sep-08,0
626S,China,Oct-08,0
626S,China,Nov-08,0
626S,China,Dec-08,0
626S,Japan,Jan-07,33
626S,Japan,Feb-07,9
626S,Japan,Mar-07,2
626S,Japan,Apr-07,0
626S,Japan,May-07,0
626S,Japan,Jun-07,0
626S,Japan,Jul-07,0
626S,Japan,Aug-07,0
626S,Japan,Sep-07,0
626S,Japan,Oct-07,0
626S,Japan,Nov-07,0
626S,Japan,Dec-07,0
626S,Japan,Jan-08,0
626S,Japan,Feb-08,0
626S,Japan,Mar-08,0
626S,Japan,Apr-08,0
626S,Japan,May-08,0
626S,Japan,Jun-08,0
626S,Japan,Jul-08,0
626S,Japan,Aug-08,0
626S,Japan,Sep-08,0
626S,Japan,Oct-08,0
626S,Japan,Nov-08,0
626S,Japan,Dec-08,0
676S,US,Jan-07,19
676S,US,Feb-07,5
676S,US,Mar-07,1
676S,US,Apr-07,0
676S,US,May-07,0
676S,US,Jun-07,0
676S,US,Jul-07,0
676S,US,Aug-07,0
676S,US,Sep-07,0
676S,US,Oct-07,0
676S,US,Nov-07,0
676S,US,Dec-07,0
676S,US,Jan-08,0
676S,US,Feb-08,0
676S,US,Mar-08,0
676S,US,Apr-08,0
676S,US,May-08,0
676S,US,Jun-08,0
676S,US,Jul-08,0
676S,US,Aug-08,0
676S,US,Sep-08,0
676S,US,Oct-08,0
676S,US,Nov-08,0
676S,US,Dec-08,0
676S,Canada,Jan-07,8
676S,Canada,Feb-07,2
676S,Canada,Mar-07,1
676S,Canada,Apr-07,0
676S,Canada,May-07,0
676S,Canada,Jun-07,0
676S,Canada,Jul-07,0
676S,Canada,Aug-07,0
676S,Canada,Sep-07,0
676S,Canada,Oct-07,0
676S,Canada,Nov-07,0
676S,Canada,Dec-07,0
676S,Canada,Jan-08,0
676S,Canada,Feb-08,0
676S,Canada,Mar-08,0
676S,Canada,Apr-08,0
676S,Canada,May-08,0
676S,Canada,Jun-08,0
676S,Canada,Jul-08,0
676S,Canada,Aug-08,0
676S,Canada,Sep-08,0
676S,Canada,Oct-08,0
676S,Canada,Nov-08,0
676S,Canada,Dec-08,0
676S,Brazil,Jan-07,4
676S,Brazil,Feb-07,1
676S,Brazil,Mar-07,0
676S,Brazil,Apr-07,0
676S,Brazil,May-07,0
676S,Brazil,Jun-07,0
676S,Brazil,Jul-07,0
676S,Brazil,Aug-07,0
676S,Brazil,Sep-07,0
676S,Brazil,Oct-07,0
676S,Brazil,Nov-07,0
676S,Brazil,Dec-07,0
676S,Brazil,Jan-08,0
676S,Brazil,Feb-08,0
676S,Brazil,Mar-08,0
676S,Brazil,Apr-08,0
676S,Brazil,May-08,0
676S,Brazil,Jun-08,0
676S,Brazil,Jul-08,0
676S,Brazil,Aug-08,0
676S,Brazil,Sep-08,0
676S,Brazil,Oct-08,0
676S,Brazil,Nov-08,0
676S,Brazil,Dec-08,0
676S,Argentina,Jan-07,36
676S,Argentina,Feb-07,9
676S,Argentina,Mar-07,2
676S,Argentina,Apr-07,0
676S,Argentina,May-07,0
676S,Argentina,Jun-07,0
676S,Argentina,Jul-07,0
676S,Argentina,Aug-07,0
676S,Argentina,Sep-07,0
676S,Argentina,Oct-07,0
676S,Argentina,Nov-07,0
676S,Argentina,Dec-07,0
676S,Argentina,Jan-08,0
676S,Argentina,Feb-08,0
676S,Argentina,Mar-08,0
676S,Argentina,Apr-08,0
676S,Argentina,May-08,0
676S,Argentina,Jun-08,0
676S,Argentina,Jul-08,0
676S,Argentina,Aug-08,0
676S,Argentina,Sep-08,0
676S,Argentina,Oct-08,0
676S,Argentina,Nov-08,0
676S,Argentina,Dec-08,0
676S,UK,Jan-07,11
676S,UK,Feb-07,3
676S,UK,Mar-07,1
676S,UK,Apr-07,0
676S,UK,May-07,0
676S,UK,Jun-07,0
676S,UK,Jul-07,0
676S,UK,Aug-07,0
676S,UK,Sep-07,0
676S,UK,Oct-07,0
676S,UK,Nov-07,0
676S,UK,Dec-07,0
676S,UK,Jan-08,0
676S,UK,Feb-08,0
676S,UK,Mar-08,0
676S,UK,Apr-08,0
676S,UK,May-08,0
676S,UK,Jun-08,0
676S,UK,Jul-08,0
676S,UK,Aug-08,0
676S,UK,Sep-08,0
676S,UK,Oct-08,0
676S,UK,Nov-08,0
676S,UK,Dec-08,0
676S,France,Jan-07,33
676S,France,Feb-07,9
676S,France,Mar-07,2
676S,France,Apr-07,0
676S,France,May-07,0
676S,France,Jun-07,0
676S,France,Jul-07,0
676S,France,Aug-07,0
676S,France,Sep-07,0
676S,France,Oct-07,0
676S,France,Nov-07,0
676S,France,Dec-07,0
676S,France,Jan-08,0
676S,France,Feb-08,0
676S,France,Mar-08,0
676S,France,Apr-08,0
676S,France,May-08,0
676S,France,Jun-08,0
676S,France,Jul-08,0
676S,France,Aug-08,0
676S,France,Sep-08,0
676S,France,Oct-08,0
676S,France,Nov-08,0
676S,France,Dec-08,0
676S,Germany,Jan-07,44
676S,Germany,Feb-07,12
676S,Germany,Mar-07,3
676S,Germany,Apr-07,0
676S,Germany,May-07,0
676S,Germany,Jun-07,0
676S,Germany,Jul-07,0
676S,Germany,Aug-07,0
676S,Germany,Sep-07,0
676S,Germany,Oct-07,0
676S,Germany,Nov-07,0
676S,Germany,Dec-07,0
676S,Germany,Jan-08,0
676S,Germany,Feb-08,0
676S,Germany,Mar-08,0
676S,Germany,Apr-08,0
676S,Germany,May-08,0
676S,Germany,Jun-08,0
676S,Germany,Jul-08,0
676S,Germany,Aug-08,0
676S,Germany,Sep-08,0
676S,Germany,Oct-08,0
676S,Germany,Nov-08,0
676S,Germany,Dec-08,0
676S,Spain,Jan-07,18
676S,Spain,Feb-07,5
676S,Spain,Mar-07,1
676S,Spain,Apr-07,0
676S,Spain,May-07,0
676S,Spain,Jun-07,0
676S,Spain,Jul-07,0
676S,Spain,Aug-07,0
676S,Spain,Sep-07,0
676S,Spain,Oct-07,0
676S,Spain,Nov-07,0
676S,Spain,Dec-07,0
676S,Spain,Jan-08,0
676S,Spain,Feb-08,0
676S,Spain,Mar-08,0
676S,Spain,Apr-08,0
676S,Spain,May-08,0
676S,Spain,Jun-08,0
676S,Spain,Jul-08,0
676S,Spain,Aug-08,0
676S,Spain,Sep-08,0
676S,Spain,Oct-08,0
676S,Spain,Nov-08,0
676S,Spain,Dec-08,0
676S,Italy,Jan-07,42
676S,Italy,Feb-07,12
676S,Italy,Mar-07,2
676S,Italy,Apr-07,0
676S,Italy,May-07,0
676S,Italy,Jun-07,0
676S,Italy,Jul-07,0
676S,Italy,Aug-07,0
676S,Italy,Sep-07,0
676S,Italy,Oct-07,0
676S,Italy,Nov-07,0
676S,Italy,Dec-07,0
676S,Italy,Jan-08,0
676S,Italy,Feb-08,0
676S,Italy,Mar-08,0
676S,Italy,Apr-08,0
676S,Italy,May-08,0
676S,Italy,Jun-08,0
676S,Italy,Jul-08,0
676S,Italy,Aug-08,0
676S,Italy,Sep-08,0
676S,Italy,Oct-08,0
676S,Italy,Nov-08,0
676S,Italy,Dec-08,0
676S,China,Jan-07,23
676S,China,Feb-07,6
676S,China,Mar-07,1
676S,China,Apr-07,0
676S,China,May-07,0
676S,China,Jun-07,0
676S,China,Jul-07,0
676S,China,Aug-07,0
676S,China,Sep-07,0
676S,China,Oct-07,0
676S,China,Nov-07,0
676S,China,Dec-07,0
676S,China,Jan-08,0
676S,China,Feb-08,0
676S,China,Mar-08,0
676S,China,Apr-08,0
676S,China,May-08,0
676S,China,Jun-08,0
676S,China,Jul-08,0
676S,China,Aug-08,0
676S,China,Sep-08,0
676S,China,Oct-08,0
676S,China,Nov-08,0
676S,China,Dec-08,0
676S,Japan,Jan-07,19
676S,Japan,Feb-07,6
676S,Japan,Mar-07,1
676S,Japan,Apr-07,0
676S,Japan,May-07,0
676S,Japan,Jun-07,0
676S,Japan,Jul-07,0
676S,Japan,Aug-07,0
676S,Japan,Sep-07,0
676S,Japan,Oct-07,0
676S,Japan,Nov-07,0
676S,Japan,Dec-07,0
676S,Japan,Jan-08,0
676S,Japan,Feb-08,0
676S,Japan,Mar-08,0
676S,Japan,Apr-08,0
676S,Japan,May-08,0
676S,Japan,Jun-08,0
676S,Japan,Jul-08,0
676S,Japan,Aug-08,0
676S,Japan,Sep-08,0
676S,Japan,Oct-08,0
676S,Japan,Nov-08,0
676S,Japan,Dec-08,0
676RS,US,Jan-07,40
676RS,US,Feb-07,11
676RS,US,Mar-07,2
676RS,US,Apr-07,0
676RS,US,May-07,0
676RS,US,Jun-07,0
676RS,US,Jul-07,0
676RS,US,Aug-07,0
676RS,US,Sep-07,0
676RS,US,Oct-07,0
676RS,US,Nov-07,0
676RS,US,Dec-07,0
676RS,US,Jan-08,0
676RS,US,Feb-08,0
676RS,US,Mar-08,0
676RS,US,Apr-08,0
676RS,US,May-08,0
676RS,US,Jun-08,0
676RS,US,Jul-08,0
676RS,US,Aug-08,0
676RS,US,Sep-08,0
676RS,US,Oct-08,0
676RS,US,Nov-08,0
676RS,US,Dec-08,0
676RS,Canada,Jan-07,6
676RS,Canada,Feb-07,2
676RS,Canada,Mar-07,0
676RS,Canada,Apr-07,0
676RS,Canada,May-07,0
676RS,Canada,Jun-07,0
676RS,Canada,Jul-07,0
676RS,Canada,Aug-07,0
676RS,Canada,Sep-07,0
676RS,Canada,Oct-07,0
676RS,Canada,Nov-07,0
676RS,Canada,Dec-07,0
676RS,Canada,Jan-08,0
676RS,Canada,Feb-08,0
676RS,Canada,Mar-08,0
676RS,Canada,Apr-08,0
676RS,Canada,May-08,0
676RS,Canada,Jun-08,0
676RS,Canada,Jul-08,0
676RS,Canada,Aug-08,0
676RS,Canada,Sep-08,0
676RS,Canada,Oct-08,0
676RS,Canada,Nov-08,0
676RS,Canada,Dec-08,0
676RS,Brazil,Jan-07,23
676RS,Brazil,Feb-07,6
676RS,Brazil,Mar-07,1
676RS,Brazil,Apr-07,0
676RS,Brazil,May-07,0
676RS,Brazil,Jun-07,0
676RS,Brazil,Jul-07,0
676RS,Brazil,Aug-07,0
676RS,Brazil,Sep-07,0
676RS,Brazil,Oct-07,0
676RS,Brazil,Nov-07,0
676RS,Brazil,Dec-07,0
676RS,Brazil,Jan-08,0
676RS,Brazil,Feb-08,0
676RS,Brazil,Mar-08,0
676RS,Brazil,Apr-08,0
676RS,Brazil,May-08,0
676RS,Brazil,Jun-08,0
676RS,Brazil,Jul-08,0
676RS,Brazil,Aug-08,0
676RS,Brazil,Sep-08,0
676RS,Brazil,Oct-08,0
676RS,Brazil,Nov-08,0
676RS,Brazil,Dec-08,0
676RS,Argentina,Jan-07,34
676RS,Argentina,Feb-07,9
676RS,Argentina,Mar-07,2
676RS,Argentina,Apr-07,0
676RS,Argentina,May-07,0
676RS,Argentina,Jun-07,0
676RS,Argentina,Jul-07,0
676RS,Argentina,Aug-07,0
676RS,Argentina,Sep-07,0
676RS,Argentina,Oct-07,0
676RS,Argentina,Nov-07,0
676RS,Argentina,Dec-07,0
676RS,Argentina,Jan-08,0
676RS,Argentina,Feb-08,0
676RS,Argentina,Mar-08,0
676RS,Argentina,Apr-08,0
676RS,Argentina,May-08,0
676RS,Argentina,Jun-08,0
676RS,Argentina,Jul-08,0
676RS,Argentina,Aug-08,0
676RS,Argentina,Sep-08,0
676RS,Argentina,Oct-08,0
676RS,Argentina,Nov-08,0
676RS,Argentina,Dec-08,0
676RS,UK,Jan-07,10
676RS,UK,Feb-07,3
676RS,UK,Mar-07,1
676RS,UK,Apr-07,0
676RS,UK,May-07,0
676RS,UK,Jun-07,0
676RS,UK,Jul-07,0
676RS,UK,Aug-07,0
676RS,UK,Sep-07,0
676RS,UK,Oct-07,0
676RS,UK,Nov-07,0
676RS,UK,Dec-07,0
676RS,UK,Jan-08,0
676RS,UK,Feb-08,0
676RS,UK,Mar-08,0
676RS,UK,Apr-08,0
676RS,UK,May-08,0
676RS,UK,Jun-08,0
676RS,UK,Jul-08,0
676RS,UK,Aug-08,0
676RS,UK,Sep-08,0
676RS,UK,Oct-08,0
676RS,UK,Nov-08,0
676RS,UK,Dec-08,0
676RS,France,Jan-07,14
676RS,France,Feb-07,4
676RS,France,Mar-07,1
676RS,France,Apr-07,0
676RS,France,May-07,0
676RS,France,Jun-07,0
676RS,France,Jul-07,0
676RS,France,Aug-07,0
676RS,France,Sep-07,0
676RS,France,Oct-07,0
676RS,France,Nov-07,0
676RS,France,Dec-07,0
676RS,France,Jan-08,0
676RS,France,Feb-08,0
676RS,France,Mar-08,0
676RS,France,Apr-08,0
676RS,France,May-08,0
676RS,France,Jun-08,0
676RS,France,Jul-08,0
676RS,France,Aug-08,0
676RS,France,Sep-08,0
676RS,France,Oct-08,0
676RS,France,Nov-08,0
676RS,France,Dec-08,0
676RS,Germany,Jan-07,23
676RS,Germany,Feb-07,5
676RS,Germany,Mar-07,1
676RS,Germany,Apr-07,0
676RS,Germany,May-07,0
676RS,Germany,Jun-07,0
676RS,Germany,Jul-07,0
676RS,Germany,Aug-07,0
676RS,Germany,Sep-07,0
676RS,Germany,Oct-07,0
676RS,Germany,Nov-07,0
676RS,Germany,Dec-07,0
676RS,Germany,Jan-08,0
676RS,Germany,Feb-08,0
676RS,Germany,Mar-08,0
676RS,Germany,Apr-08,0
676RS,Germany,May-08,0
676RS,Germany,Jun-08,0
676RS,Germany,Jul-08,0
676RS,Germany,Aug-08,0
676RS,Germany,Sep-08,0
676RS,Germany,Oct-08,0
676RS,Germany,Nov-08,0
676RS,Germany,Dec-08,0
676RS,Spain,Jan-07,26
676RS,Spain,Feb-07,6
676RS,Spain,Mar-07,1
676RS,Spain,Apr-07,0
676RS,Spain,May-07,0
676RS,Spain,Jun-07,0
676RS,Spain,Jul-07,0
676RS,Spain,Aug-07,0
676RS,Spain,Sep-07,0
676RS,Spain,Oct-07,0
676RS,Spain,Nov-07,0
676RS,Spain,Dec-07,0
676RS,Spain,Jan-08,0
676RS,Spain,Feb-08,0
676RS,Spain,Mar-08,0
676RS,Spain,Apr-08,0
676RS,Spain,May-08,0
676RS,Spain,Jun-08,0
676RS,Spain,Jul-08,0
676RS,Spain,Aug-08,0
676RS,Spain,Sep-08,0
676RS,Spain,Oct-08,0
676RS,Spain,Nov-08,0
676RS,Spain,Dec-08,0
676RS,Italy,Jan-07,14
676RS,Italy,Feb-07,4
676RS,Italy,Mar-07,1
676RS,Italy,Apr-07,0
676RS,Italy,May-07,0
676RS,Italy,Jun-07,0
676RS,Italy,Jul-07,0
676RS,Italy,Aug-07,0
676RS,Italy,Sep-07,0
676RS,Italy,Oct-07,0
676RS,Italy,Nov-07,0
676RS,Italy,Dec-07,0
676RS,Italy,Jan-08,0
676RS,Italy,Feb-08,0
676RS,Italy,Mar-08,0
676RS,Italy,Apr-08,0
676RS,Italy,May-08,0
676RS,Italy,Jun-08,0
676RS,Italy,Jul-08,0
676RS,Italy,Aug-08,0
676RS,Italy,Sep-08,0
676RS,Italy,Oct-08,0
676RS,Italy,Nov-08,0
676RS,Italy,Dec-08,0
676RS,China,Jan-07,14
676RS,China,Feb-07,4
676RS,China,Mar-07,1
676RS,China,Apr-07,0
676RS,China,May-07,0
676RS,China,Jun-07,0
676RS,China,Jul-07,0
676RS,China,Aug-07,0
676RS,China,Sep-07,0
676RS,China,Oct-07,0
676RS,China,Nov-07,0
676RS,China,Dec-07,0
676RS,China,Jan-08,0
676RS,China,Feb-08,0
676RS,China,Mar-08,0
676RS,China,Apr-08,0
676RS,China,May-08,0
676RS,China,Jun-08,0
676RS,China,Jul-08,0
676RS,China,Aug-08,0
676RS,China,Sep-08,0
676RS,China,Oct-08,0
676RS,China,Nov-08,0
676RS,China,Dec-08,0
676RS,Japan,Jan-07,29
676RS,Japan,Feb-07,7
676RS,Japan,Mar-07,1
676RS,Japan,Apr-07,0
676RS,Japan,May-07,0
676RS,Japan,Jun-07,0
676RS,Japan,Jul-07,0
676RS,Japan,Aug-07,0
676RS,Japan,Sep-07,0
676RS,Japan,Oct-07,0
676RS,Japan,Nov-07,0
676RS,Japan,Dec-07,0
676RS,Japan,Jan-08,0
676RS,Japan,Feb-08,0
676RS,Japan,Mar-08,0
676RS,Japan,Apr-08,0
676RS,Japan,May-08,0
676RS,Japan,Jun-08,0
676RS,Japan,Jul-08,0
676RS,Japan,Aug-08,0
676RS,Japan,Sep-08,0
676RS,Japan,Oct-08,0
676RS,Japan,Nov-08,0
676RS,Japan,Dec-08,0
900S,US,Jan-07,4
900S,US,Feb-07,1
900S,US,Mar-07,0
900S,US,Apr-07,0
900S,US,May-07,0
900S,US,Jun-07,0
900S,US,Jul-07,0
900S,US,Aug-07,0
900S,US,Sep-07,0
900S,US,Oct-07,0
900S,US,Nov-07,0
900S,US,Dec-07,0
900S,US,Jan-08,0
900S,US,Feb-08,0
900S,US,Mar-08,0
900S,US,Apr-08,0
900S,US,May-08,0
900S,US,Jun-08,0
900S,US,Jul-08,0
900S,US,Aug-08,0
900S,US,Sep-08,0
900S,US,Oct-08,0
900S,US,Nov-08,0
900S,US,Dec-08,0
900S,Canada,Jan-07,42
900S,Canada,Feb-07,10
900S,Canada,Mar-07,2
900S,Canada,Apr-07,0
900S,Canada,May-07,0
900S,Canada,Jun-07,0
900S,Canada,Jul-07,0
900S,Canada,Aug-07,0
900S,Canada,Sep-07,0
900S,Canada,Oct-07,0
900S,Canada,Nov-07,0
900S,Canada,Dec-07,0
900S,Canada,Jan-08,0
900S,Canada,Feb-08,0
900S,Canada,Mar-08,0
900S,Canada,Apr-08,0
900S,Canada,May-08,0
900S,Canada,Jun-08,0
900S,Canada,Jul-08,0
900S,Canada,Aug-08,0
900S,Canada,Sep-08,0
900S,Canada,Oct-08,0
900S,Canada,Nov-08,0
900S,Canada,Dec-08,0
900S,Brazil,Jan-07,15
900S,Brazil,Feb-07,4
900S,Brazil,Mar-07,1
900S,Brazil,Apr-07,0
900S,Brazil,May-07,0
900S,Brazil,Jun-07,0
900S,Brazil,Jul-07,0
900S,Brazil,Aug-07,0
900S,Brazil,Sep-07,0
900S,Brazil,Oct-07,0
900S,Brazil,Nov-07,0
900S,Brazil,Dec-07,0
900S,Brazil,Jan-08,0
900S,Brazil,Feb-08,0
900S,Brazil,Mar-08,0
900S,Brazil,Apr-08,0
900S,Brazil,May-08,0
900S,Brazil,Jun-08,0
900S,Brazil,Jul-08,0
900S,Brazil,Aug-08,0
900S,Brazil,Sep-08,0
900S,Brazil,Oct-08,0
900S,Brazil,Nov-08,0
900S,Brazil,Dec-08,0
900S,Argentina,Jan-07,14
900S,Argentina,Feb-07,3
900S,Argentina,Mar-07,1
900S,Argentina,Apr-07,0
900S,Argentina,May-07,0
900S,Argentina,Jun-07,0
900S,Argentina,Jul-07,0
900S,Argentina,Aug-07,0
900S,Argentina,Sep-07,0
900S,Argentina,Oct-07,0
900S,Argentina,Nov-07,0
900S,Argentina,Dec-07,0
900S,Argentina,Jan-08,0
900S,Argentina,Feb-08,0
900S,Argentina,Mar-08,0
900S,Argentina,Apr-08,0
900S,Argentina,May-08,0
900S,Argentina,Jun-08,0
900S,Argentina,Jul-08,0
900S,Argentina,Aug-08,0
900S,Argentina,Sep-08,0
900S,Argentina,Oct-08,0
900S,Argentina,Nov-08,0
900S,Argentina,Dec-08,0
900S,UK,Jan-07,46
900S,UK,Feb-07,11
900S,UK,Mar-07,2
900S,UK,Apr-07,0
900S,UK,May-07,0
900S,UK,Jun-07,0
900S,UK,Jul-07,0
900S,UK,Aug-07,0
900S,UK,Sep-07,0
900S,UK,Oct-07,0
900S,UK,Nov-07,0
900S,UK,Dec-07,0
900S,UK,Jan-08,0
900S,UK,Feb-08,0
900S,UK,Mar-08,0
900S,UK,Apr-08,0
900S,UK,May-08,0
900S,UK,Jun-08,0
900S,UK,Jul-08,0
900S,UK,Aug-08,0
900S,UK,Sep-08,0
900S,UK,Oct-08,0
900S,UK,Nov-08,0
900S,UK,Dec-08,0
900S,France,Jan-07,16
900S,France,Feb-07,4
900S,France,Mar-07,1
900S,France,Apr-07,0
900S,France,May-07,0
900S,France,Jun-07,0
900S,France,Jul-07,0
900S,France,Aug-07,0
900S,France,Sep-07,0
900S,France,Oct-07,0
900S,France,Nov-07,0
900S,France,Dec-07,0
900S,France,Jan-08,0
900S,France,Feb-08,0
900S,France,Mar-08,0
900S,France,Apr-08,0
900S,France,May-08,0
900S,France,Jun-08,0
900S,France,Jul-08,0
900S,France,Aug-08,0
900S,France,Sep-08,0
900S,France,Oct-08,0
900S,France,Nov-08,0
900S,France,Dec-08,0
900S,Germany,Jan-07,17
900S,Germany,Feb-07,4
900S,Germany,Mar-07,1
900S,Germany,Apr-07,0
900S,Germany,May-07,0
900S,Germany,Jun-07,0
900S,Germany,Jul-07,0
900S,Germany,Aug-07,0
900S,Germany,Sep-07,0
900S,Germany,Oct-07,0
900S,Germany,Nov-07,0
900S,Germany,Dec-07,0
900S,Germany,Jan-08,0
900S,Germany,Feb-08,0
900S,Germany,Mar-08,0
900S,Germany,Apr-08,0
900S,Germany,May-08,0
900S,Germany,Jun-08,0
900S,Germany,Jul-08,0
900S,Germany,Aug-08,0
900S,Germany,Sep-08,0
900S,Germany,Oct-08,0
900S,Germany,Nov-08,0
900S,Germany,Dec-08,0
900S,Spain,Jan-07,24
900S,Spain,Feb-07,6
900S,Spain,Mar-07,1
900S,Spain,Apr-07,0
900S,Spain,May-07,0
900S,Spain,Jun-07,0
900S,Spain,Jul-07,0
900S,Spain,Aug-07,0
900S,Spain,Sep-07,0
900S,Spain,Oct-07,0
900S,Spain,Nov-07,0
900S,Spain,Dec-07,0
900S,Spain,Jan-08,0
900S,Spain,Feb-08,0
900S,Spain,Mar-08,0
900S,Spain,Apr-08,0
900S,Spain,May-08,0
900S,Spain,Jun-08,0
900S,Spain,Jul-08,0
900S,Spain,Aug-08,0
900S,Spain,Sep-08,0
900S,Spain,Oct-08,0
900S,Spain,Nov-08,0
900S,Spain,Dec-08,0
900S,Italy,Jan-07,9
900S,Italy,Feb-07,2
900S,Italy,Mar-07,0
900S,Italy,Apr-07,0
900S,Italy,May-07,0
900S,Italy,Jun-07,0
900S,Italy,Jul-07,0
900S,Italy,Aug-07,0
900S,Italy,Sep-07,0
900S,Italy,Oct-07,0
900S,Italy,Nov-07,0
900S,Italy,Dec-07,0
900S,Italy,Jan-08,0
900S,Italy,Feb-08,0
900S,Italy,Mar-08,0
900S,Italy,Apr-08,0
900S,Italy,May-08,0
900S,Italy,Jun-08,0
900S,Italy,Jul-08,0
900S,Italy,Aug-08,0
900S,Italy,Sep-08,0
900S,Italy,Oct-08,0
900S,Italy,Nov-08,0
900S,Italy,Dec-08,0
900S,China,Jan-07,5
900S,China,Feb-07,1
900S,China,Mar-07,0
900S,China,Apr-07,0
900S,China,May-07,0
900S,China,Jun-07,0
900S,China,Jul-07,0
900S,China,Aug-07,0
900S,China,Sep-07,0
900S,China,Oct-07,0
900S,China,Nov-07,0
900S,China,Dec-07,0
900S,China,Jan-08,0
900S,China,Feb-08,0
900S,China,Mar-08,0
900S,China,Apr-08,0
900S,China,May-08,0
900S,China,Jun-08,0
900S,China,Jul-08,0
900S,China,Aug-08,0
900S,China,Sep-08,0
900S,China,Oct-08,0
900S,China,Nov-08,0
900S,China,Dec-08,0
900S,Japan,Jan-07,16
900S,Japan,Feb-07,4
900S,Japan,Mar-07,1
900S,Japan,Apr-07,0
900S,Japan,May-07,0
900S,Japan,Jun-07,0
900S,Japan,Jul-07,0
900S,Japan,Aug-07,0
900S,Japan,Sep-07,0
900S,Japan,Oct-07,0
900S,Japan,Nov-07,0
900S,Japan,Dec-07,0
900S,Japan,Jan-08,0
900S,Japan,Feb-08,0
900S,Japan,Mar-08,0
900S,Japan,Apr-08,0
900S,Japan,May-08,0
900S,Japan,Jun-08,0
900S,Japan,Jul-08,0
900S,Japan,Aug-08,0
900S,Japan,Sep-08,0
900S,Japan,Oct-08,0
900S,Japan,Nov-08,0
900S,Japan,Dec-08,0
929S,US,Jan-07,43
929S,US,Feb-07,11
929S,US,Mar-07,2
929S,US,Apr-07,0
929S,US,May-07,0
929S,US,Jun-07,0
929S,US,Jul-07,0
929S,US,Aug-07,0
929S,US,Sep-07,0
929S,US,Oct-07,0
929S,US,Nov-07,0
929S,US,Dec-07,0
929S,US,Jan-08,0
929S,US,Feb-08,0
929S,US,Mar-08,0
929S,US,Apr-08,0
929S,US,May-08,0
929S,US,Jun-08,0
929S,US,Jul-08,0
929S,US,Aug-08,0
929S,US,Sep-08,0
929S,US,Oct-08,0
929S,US,Nov-08,0
929S,US,Dec-08,0
929S,Canada,Jan-07,17
929S,Canada,Feb-07,4
929S,Canada,Mar-07,1
929S,Canada,Apr-07,0
929S,Canada,May-07,0
929S,Canada,Jun-07,0
929S,Canada,Jul-07,0
929S,Canada,Aug-07,0
929S,Canada,Sep-07,0
929S,Canada,Oct-07,0
929S,Canada,Nov-07,0
929S,Canada,Dec-07,0
929S,Canada,Jan-08,0
929S,Canada,Feb-08,0
929S,Canada,Mar-08,0
929S,Canada,Apr-08,0
929S,Canada,May-08,0
929S,Canada,Jun-08,0
929S,Canada,Jul-08,0
929S,Canada,Aug-08,0
929S,Canada,Sep-08,0
929S,Canada,Oct-08,0
929S,Canada,Nov-08,0
929S,Canada,Dec-08,0
929S,Brazil,Jan-07,6
929S,Brazil,Feb-07,1
929S,Brazil,Mar-07,0
929S,Brazil,Apr-07,0
929S,Brazil,May-07,0
929S,Brazil,Jun-07,0
929S,Brazil,Jul-07,0
929S,Brazil,Aug-07,0
929S,Brazil,Sep-07,0
929S,Brazil,Oct-07,0
929S,Brazil,Nov-07,0
929S,Brazil,Dec-07,0
929S,Brazil,Jan-08,0
929S,Brazil,Feb-08,0
929S,Brazil,Mar-08,0
929S,Brazil,Apr-08,0
929S,Brazil,May-08,0
929S,Brazil,Jun-08,0
929S,Brazil,Jul-08,0
929S,Brazil,Aug-08,0
929S,Brazil,Sep-08,0
929S,Brazil,Oct-08,0
929S,Brazil,Nov-08,0
929S,Brazil,Dec-08,0
929S,Argentina,Jan-07,4
929S,Argentina,Feb-07,1
929S,Argentina,Mar-07,0
929S,Argentina,Apr-07,0
929S,Argentina,May-07,0
