product,market,month,demand,allocation,absdiff,reldiff
ST900,Canada,Feb-07,7,0,7,100.0
ST900,Canada,Mar-07,5,0,5,100.0
ST900,Brazil,Jan-07,19,3,16,80.0
ST900,Brazil,Feb-07,17,1,16,88.8888888889
ST900,Brazil,Mar-07,20,0,20,100.0
ST900,Argentina,Jan-07,76,51,25,32.4675324675
ST900,Argentina,Feb-07,79,54,25,31.25
ST900,Argentina,Mar-07,72,47,25,34.2465753425
ST900,UK,Jan-07,41,9,32,76.1904761905
ST900,UK,Feb-07,45,13,32,69.5652173913
ST900,UK,Mar-07,46,15,31,65.9574468085
ST900,France,Jan-07,64,36,28,43.0769230769
ST900,France,Feb-07,59,31,28,46.6666666667
ST900,France,Mar-07,58,31,27,45.7627118644
ST900,Germany,Jan-07,39,18,21,52.5
ST900,Germany,Feb-07,46,17,29,61.7021276596
ST900,Germany,Mar-07,43,2,41,93.1818181818
ST900,Spain,Jan-07,42,16,26,60.4651162791
ST900,Spain,Feb-07,42,16,26,60.4651162791
ST900,Spain,Mar-07,44,18,26,57.7777777778
ST900,Italy,Jan-07,53,28,25,46.2962962963
ST900,Italy,Feb-07,52,27,25,47.1698113208
ST900,Italy,Mar-07,56,15,41,71.9298245614
ST900,China,Jan-07,55,32,23,41.0714285714
ST900,China,Feb-07,49,15,34,68.0
ST900,China,Mar-07,45,8,37,80.4347826087
ST900,Japan,Jan-07,45,24,21,45.652173913
ST900,Japan,Feb-07,48,24,24,48.9795918367
ST900,Japan,Mar-07,41,17,24,57.1428571429
ST1200,US,Jan-07,58,52,6,10.1694915254
ST1200,US,Feb-07,62,56,6,9.52380952381
ST1200,US,Mar-07,64,57,7,10.7692307692
ST1200,Canada,Jan-07,13,12,1,7.14285714286
ST1200,Canada,Feb-07,16,15,1,5.88235294118
ST1200,Canada,Mar-07,10,8,2,18.1818181818
ST1200,Brazil,Jan-07,58,52,6,10.1694915254
ST1200,Brazil,Feb-07,60,54,6,9.83606557377
ST1200,Brazil,Mar-07,53,46,7,12.962962963
ST1200,Argentina,Jan-07,86,76,10,11.4942528736
ST1200,Argentina,Feb-07,91,82,9,9.78260869565
ST1200,Argentina,Mar-07,91,81,10,10.8695652174
ST1200,UK,Jan-07,93,83,10,10.6382978723
ST1200,UK,Feb-07,101,91,10,9.80392156863
ST1200,UK,Mar-07,95,84,11,11.4583333333
ST1200,France,Jan-07,81,72,9,10.9756097561
ST1200,France,Feb-07,81,72,9,10.9756097561
ST1200,France,Mar-07,82,73,9,10.843373494
ST1200,Germany,Jan-07,27,24,3,10.7142857143
ST1200,Germany,Feb-07,23,20,3,12.5
ST1200,Germany,Mar-07,22,19,3,13.0434782609
ST1200,Spain,Jan-07,95,84,11,11.4583333333
ST1200,Spain,Feb-07,89,79,10,11.1111111111
ST1200,Spain,Mar-07,95,84,11,11.4583333333
ST1200,Italy,Jan-07,67,60,7,10.2941176471
ST1200,Italy,Feb-07,66,59,7,10.447761194
ST1200,Italy,Mar-07,68,60,8,11.5942028986
ST1200,China,Jan-07,99,88,11,11.0
ST1200,China,Feb-07,100,89,11,10.8910891089
ST1200,China,Mar-07,100,89,11,10.8910891089
ST1200,Japan,Jan-07,98,87,11,11.1111111111
ST1200,Japan,Feb-07,99,88,11,11.0
ST1200,Japan,Mar-07,107,96,11,10.1851851852
ST1200R,US,Jan-07,76,67,9,11.6883116883
ST1200R,US,Feb-07,73,65,8,10.8108108108
ST1200R,US,Mar-07,79,71,8,10.0
ST1200R,Canada,Jan-07,67,60,7,10.2941176471
ST1200R,Canada,Feb-07,75,68,7,9.21052631579
ST1200R,Canada,Mar-07,77,69,8,10.2564102564
ST1200R,Brazil,Jan-07,15,13,2,12.5
ST1200R,Brazil,Feb-07,14,13,1,6.66666666667
ST1200R,Brazil,Mar-07,18,16,2,10.5263157895
ST1200R,Argentina,Jan-07,47,42,5,10.4166666667
ST1200R,Argentina,Feb-07,47,41,6,12.5
ST1200R,Argentina,Mar-07,54,49,5,9.09090909091
ST1200R,UK,Jan-07,108,96,12,11.0091743119
ST1200R,UK,Feb-07,110,98,12,10.8108108108
ST1200R,UK,Mar-07,113,101,12,10.5263157895
ST1200R,France,Jan-07,69,61,8,11.4285714286
ST1200R,France,Feb-07,68,61,7,10.1449275362
ST1200R,France,Mar-07,69,61,8,11.4285714286
ST1200R,Germany,Jan-07,32,28,4,12.1212121212
ST1200R,Germany,Feb-07,27,24,3,10.7142857143
ST1200R,Germany,Mar-07,27,23,4,14.2857142857
ST1200R,Spain,Jan-07,47,42,5,10.4166666667
ST1200R,Spain,Feb-07,54,49,5,9.09090909091
ST1200R,Spain,Mar-07,58,52,6,10.1694915254
ST1200R,Italy,Jan-07,9,8,1,10.0
ST1200R,Italy,Feb-07,7,6,1,12.5
ST1200R,Italy,Mar-07,6,5,1,14.2857142857
ST1200R,China,Jan-07,86,76,10,11.4942528736
ST1200R,China,Feb-07,88,79,9,10.1123595506
ST1200R,China,Mar-07,85,75,10,11.6279069767
ST1200R,Japan,Jan-07,53,47,6,11.1111111111
ST1200R,Japan,Feb-07,47,41,6,12.5
ST1200R,Japan,Mar-07,52,46,6,11.320754717
Bandit 900,US,Jan-07,55,8,47,83.9285714286
Bandit 900,US,Feb-07,48,1,47,95.9183673469
Bandit 900,US,Mar-07,54,1,53,96.3636363636
Bandit 900,Canada,Jan-07,60,14,46,75.4098360656
Bandit 900,Canada,Feb-07,60,13,47,77.0491803279
Bandit 900,Canada,Mar-07,64,17,47,72.3076923077
Bandit 900,Brazil,Jan-07,106,68,38,35.5140186916
Bandit 900,Brazil,Feb-07,111,61,50,44.6428571429
Bandit 900,Brazil,Mar-07,107,57,50,46.2962962963
Bandit 900,Argentina,Jan-07,66,28,38,56.7164179104
Bandit 900,Argentina,Feb-07,75,37,38,50.0
Bandit 900,Argentina,Mar-07,71,32,39,54.1666666667
Bandit 900,UK,Jan-07,107,56,51,47.2222222222
Bandit 900,UK,Feb-07,112,60,52,46.017699115
Bandit 900,UK,Mar-07,107,55,52,48.1481481481
Bandit 900,France,Jan-07,101,54,47,46.0784313725
Bandit 900,France,Feb-07,103,55,48,46.1538461538
Bandit 900,France,Mar-07,109,51,58,52.7272727273
Bandit 900,Germany,Jan-07,27,2,25,89.2857142857
Bandit 900,Germany,Feb-07,28,3,25,86.2068965517
Bandit 900,Germany,Mar-07,27,1,26,92.8571428571
Bandit 900,Spain,Jan-07,47,12,35,72.9166666667
Bandit 900,Spain,Feb-07,47,5,42,87.5
Bandit 900,Spain,Mar-07,48,1,47,95.9183673469
Bandit 900,Italy,Jan-07,109,67,42,38.1818181818
Bandit 900,Italy,Feb-07,104,54,50,47.619047619
Bandit 900,Italy,Mar-07,107,56,51,47.2222222222
Bandit 900,China,Jan-07,55,17,38,67.8571428571
Bandit 900,China,Feb-07,51,5,46,88.4615384615
Bandit 900,China,Mar-07,55,8,47,83.9285714286
Bandit 900,Japan,Jan-07,52,9,43,81.1320754717
Bandit 900,Japan,Feb-07,61,19,42,67.7419354839
Bandit 900,Japan,Mar-07,57,14,43,74.1379310345
Bandit 1200,US,Jan-07,97,75,22,22.4489795918
Bandit 1200,US,Feb-07,100,78,22,21.7821782178
Bandit 1200,US,Mar-07,95,67,28,29.1666666667
Bandit 1200,Canada,Jan-07,62,51,11,17.4603174603
Bandit 1200,Canada,Feb-07,64,54,10,15.3846153846
Bandit 1200,Canada,Mar-07,67,40,27,39.7058823529
Bandit 1200,Brazil,Jan-07,66,44,22,32.8358208955
Bandit 1200,Brazil,Feb-07,72,50,22,30.1369863014
Bandit 1200,Brazil,Mar-07,68,45,23,33.3333333333
Bandit 1200,Argentina,Jan-07,83,57,26,30.9523809524
Bandit 1200,Argentina,Feb-07,90,64,26,28.5714285714
Bandit 1200,Argentina,Mar-07,93,67,26,27.6595744681
Bandit 1200,UK,Jan-07,115,96,19,16.3793103448
Bandit 1200,UK,Feb-07,109,90,19,17.2727272727
Bandit 1200,UK,Mar-07,117,96,21,17.7966101695
Bandit 1200,France,Jan-07,22,6,16,69.5652173913
Bandit 1200,France,Feb-07,20,2,18,85.7142857143
Bandit 1200,France,Mar-07,26,1,25,92.5925925926
Bandit 1200,Germany,Jan-07,56,41,15,26.3157894737
Bandit 1200,Germany,Feb-07,58,43,15,25.4237288136
Bandit 1200,Germany,Mar-07,58,37,21,35.593220339
Bandit 1200,Spain,Jan-07,108,80,28,25.6880733945
Bandit 1200,Spain,Feb-07,115,87,28,24.1379310345
Bandit 1200,Spain,Mar-07,111,83,28,25.0
Bandit 1200,Italy,Jan-07,36,21,15,40.5405405405
Bandit 1200,Italy,Feb-07,34,19,15,42.8571428571
Bandit 1200,Italy,Mar-07,34,18,16,45.7142857143
Bandit 1200,China,Jan-07,101,75,26,25.4901960784
Bandit 1200,China,Feb-07,104,78,26,24.7619047619
Bandit 1200,China,Mar-07,102,76,26,25.2427184466
Bandit 1200,Japan,Jan-07,32,17,15,45.4545454545
Bandit 1200,Japan,Feb-07,28,13,15,51.724137931
Bandit 1200,Japan,Mar-07,35,16,19,52.7777777778
Bandit 1200S,US,Jan-07,59,52,7,11.6666666667
Bandit 1200S,US,Feb-07,56,50,6,10.5263157895
Bandit 1200S,US,Mar-07,59,52,7,11.6666666667
Bandit 1200S,Canada,Jan-07,64,57,7,10.7692307692
Bandit 1200S,Canada,Feb-07,66,59,7,10.447761194
Bandit 1200S,Canada,Mar-07,64,57,7,10.7692307692
Bandit 1200S,Brazil,Jan-07,31,28,3,9.375
Bandit 1200S,Brazil,Feb-07,36,32,4,10.8108108108
Bandit 1200S,Brazil,Mar-07,34,31,3,8.57142857143
Bandit 1200S,Argentina,Jan-07,90,80,10,10.989010989
Bandit 1200S,Argentina,Feb-07,96,86,10,10.3092783505
Bandit 1200S,Argentina,Mar-07,99,89,10,10.0
Bandit 1200S,UK,Jan-07,69,61,8,11.4285714286
Bandit 1200S,UK,Feb-07,63,56,7,10.9375
Bandit 1200S,UK,Mar-07,68,60,8,11.5942028986
Bandit 1200S,France,Jan-07,99,88,11,11.0
Bandit 1200S,France,Feb-07,100,89,11,10.8910891089
Bandit 1200S,France,Mar-07,104,93,11,10.4761904762
Bandit 1200S,Germany,Jan-07,58,52,6,10.1694915254
Bandit 1200S,Germany,Feb-07,59,52,7,11.6666666667
Bandit 1200S,Germany,Mar-07,53,47,6,11.1111111111
Bandit 1200S,Spain,Jan-07,11,10,1,8.33333333333
Bandit 1200S,Spain,Feb-07,11,10,1,8.33333333333
Bandit 1200S,Spain,Mar-07,9,7,2,20.0
Bandit 1200S,Italy,Jan-07,26,23,3,11.1111111111
Bandit 1200S,Italy,Feb-07,24,21,3,12.0
Bandit 1200S,Italy,Mar-07,23,20,3,12.5
Bandit 1200S,China,Jan-07,80,71,9,11.1111111111
Bandit 1200S,China,Feb-07,89,80,9,10.0
Bandit 1200S,China,Mar-07,84,75,9,10.5882352941
Bandit 1200S,Japan,Jan-07,89,79,10,11.1111111111
Bandit 1200S,Japan,Feb-07,90,80,10,10.989010989
Bandit 1200S,Japan,Mar-07,94,84,10,10.5263157895
Enduro 350,US,Jan-07,62,41,21,33.3333333333
Enduro 350,US,Feb-07,59,33,26,43.3333333333
Enduro 350,US,Mar-07,60,33,27,44.262295082
Enduro 350,Canada,Jan-07,3,0,3,100.0
Enduro 350,Canada,Feb-07,4,0,4,100.0
Enduro 350,Canada,Mar-07,5,0,5,100.0
Enduro 350,Brazil,Jan-07,26,14,12,44.4444444444
Enduro 350,Brazil,Feb-07,29,16,13,43.3333333333
Enduro 350,Brazil,Mar-07,21,7,14,63.6363636364
Enduro 350,Argentina,Jan-07,77,55,22,28.2051282051
Enduro 350,Argentina,Feb-07,70,48,22,30.985915493
Enduro 350,Argentina,Mar-07,73,51,22,29.7297297297
Enduro 350,UK,Jan-07,10,1,9,81.8181818182
Enduro 350,UK,Feb-07,19,6,13,65.0
Enduro 350,UK,Mar-07,17,0,17,100.0
Enduro 350,France,Jan-07,108,77,31,28.4403669725
Enduro 350,France,Feb-07,106,75,31,28.9719626168
Enduro 350,France,Mar-07,102,71,31,30.0970873786
Enduro 350,Germany,Jan-07,10,1,9,81.8181818182
Enduro 350,Germany,Feb-07,10,1,9,81.8181818182
Enduro 350,Germany,Mar-07,13,3,10,71.4285714286
Enduro 350,Spain,Jan-07,98,67,31,31.3131313131
Enduro 350,Spain,Feb-07,95,64,31,32.2916666667
Enduro 350,Spain,Mar-07,93,62,31,32.9787234043
Enduro 350,Italy,Jan-07,4,1,3,60.0
Enduro 350,Italy,Feb-07,13,3,10,71.4285714286
Enduro 350,Italy,Mar-07,5,0,5,100.0
Enduro 350,China,Jan-07,94,65,29,30.5263157895
Enduro 350,China,Feb-07,93,64,29,30.8510638298
Enduro 350,China,Mar-07,88,59,29,32.5842696629
Enduro 350,Japan,Jan-07,79,54,25,31.25
Enduro 350,Japan,Feb-07,74,49,25,33.3333333333
Enduro 350,Japan,Mar-07,78,53,25,31.6455696203
Enduro 450,US,Jan-07,58,21,37,62.7118644068
Enduro 450,US,Feb-07,66,28,38,56.7164179104
Enduro 450,US,Mar-07,66,29,37,55.223880597
Enduro 450,Canada,Jan-07,28,3,25,86.2068965517
Enduro 450,Canada,Feb-07,27,2,25,89.2857142857
Enduro 450,Canada,Mar-07,28,1,27,93.1034482759
Enduro 450,Brazil,Jan-07,67,41,26,38.2352941176
Enduro 450,Brazil,Feb-07,69,38,31,44.2857142857
Enduro 450,Brazil,Mar-07,70,39,31,43.661971831
Enduro 450,Argentina,Jan-07,17,2,15,83.3333333333
Enduro 450,Argentina,Feb-07,15,1,14,87.5
Enduro 450,Argentina,Mar-07,16,0,16,100.0
Enduro 450,UK,Jan-07,60,32,28,45.9016393443
Enduro 450,UK,Feb-07,61,33,28,45.1612903226
Enduro 450,UK,Mar-07,66,21,45,67.1641791045
Enduro 450,France,Jan-07,71,34,37,51.3888888889
Enduro 450,France,Feb-07,69,32,37,52.8571428571
Enduro 450,France,Mar-07,73,30,43,58.1081081081
Enduro 450,Germany,Jan-07,102,64,38,36.8932038835
Enduro 450,Germany,Feb-07,103,65,38,36.5384615385
Enduro 450,Germany,Mar-07,108,70,38,34.8623853211
Enduro 450,Spain,Jan-07,38,11,27,69.2307692308
Enduro 450,Spain,Feb-07,40,14,26,63.4146341463
Enduro 450,Spain,Mar-07,44,17,27,60.0
Enduro 450,Italy,Jan-07,36,9,27,72.972972973
Enduro 450,Italy,Feb-07,41,4,37,88.0952380952
Enduro 450,Italy,Mar-07,41,1,40,95.2380952381
Enduro 450,China,Jan-07,52,27,25,47.1698113208
Enduro 450,China,Feb-07,56,25,31,54.3859649123
Enduro 450,China,Mar-07,55,14,41,73.2142857143
Enduro 450,Japan,Jan-07,75,44,31,40.7894736842
Enduro 450,Japan,Feb-07,71,38,33,45.8333333333
Enduro 450,Japan,Mar-07,68,29,39,56.5217391304
Enduro 550,US,Jan-07,90,80,10,10.989010989
Enduro 550,US,Feb-07,92,82,10,10.752688172
Enduro 550,US,Mar-07,100,90,10,9.90099009901
Enduro 550,Canada,Jan-07,63,56,7,10.9375
Enduro 550,Canada,Feb-07,68,61,7,10.1449275362
Enduro 550,Canada,Mar-07,66,59,7,10.447761194
Enduro 550,Brazil,Jan-07,25,22,3,11.5384615385
Enduro 550,Brazil,Feb-07,18,16,2,10.5263157895
Enduro 550,Brazil,Mar-07,18,15,3,15.7894736842
Enduro 550,Argentina,Jan-07,56,49,7,12.2807017544
Enduro 550,Argentina,Feb-07,58,52,6,10.1694915254
Enduro 550,Argentina,Mar-07,56,50,6,10.5263157895
Enduro 550,UK,Jan-07,50,44,6,11.7647058824
Enduro 550,UK,Feb-07,52,47,5,9.43396226415
Enduro 550,UK,Mar-07,53,47,6,11.1111111111
Enduro 550,France,Jan-07,40,36,4,9.75609756098
Enduro 550,France,Feb-07,40,35,5,12.1951219512
Enduro 550,France,Mar-07,39,35,4,10.0
Enduro 550,Germany,Jan-07,89,79,10,11.1111111111
Enduro 550,Germany,Feb-07,91,81,10,10.8695652174
Enduro 550,Germany,Mar-07,97,87,10,10.2040816327
Enduro 550,Spain,Jan-07,57,51,6,10.3448275862
Enduro 550,Spain,Feb-07,63,56,7,10.9375
Enduro 550,Spain,Mar-07,65,59,6,9.09090909091
Enduro 550,Italy,Jan-07,95,84,11,11.4583333333
Enduro 550,Italy,Feb-07,99,89,10,10.0
Enduro 550,Italy,Mar-07,106,95,11,10.2803738318
Enduro 550,China,Jan-07,103,91,12,11.5384615385
Enduro 550,China,Feb-07,103,92,11,10.5769230769
Enduro 550,China,Mar-07,109,98,11,10.0
Enduro 550,Japan,Jan-07,84,74,10,11.7647058824
Enduro 550,Japan,Feb-07,86,77,9,10.3448275862
Enduro 550,Japan,Mar-07,85,76,9,10.4651162791
CRX500,US,Jan-07,61,4,57,91.935483871
CRX500,US,Feb-07,65,7,58,87.8787878788
CRX500,US,Mar-07,66,1,65,97.0149253731
CRX500,Canada,Jan-07,26,1,25,92.5925925926
CRX500,Canada,Feb-07,29,3,26,86.6666666667
CRX500,Canada,Mar-07,22,0,22,100.0
CRX500,Brazil,Jan-07,72,7,65,89.0410958904
CRX500,Brazil,Feb-07,70,5,65,91.5492957746
CRX500,Brazil,Mar-07,73,1,72,97.2972972973
CRX500,Argentina,Jan-07,88,9,79,88.7640449438
CRX500,Argentina,Feb-07,83,5,78,92.8571428571
CRX500,Argentina,Mar-07,81,2,79,96.3414634146
CRX500,UK,Jan-07,82,8,74,89.156626506
CRX500,UK,Feb-07,80,6,74,91.3580246914
CRX500,UK,Mar-07,83,2,81,96.4285714286
CRX500,France,Jan-07,64,6,58,89.2307692308
CRX500,France,Feb-07,63,5,58,90.625
CRX500,France,Mar-07,64,1,63,96.9230769231
CRX500,Germany,Jan-07,60,6,54,88.5245901639
CRX500,Germany,Feb-07,57,4,53,91.3793103448
CRX500,Germany,Mar-07,54,1,53,96.3636363636
CRX500,Spain,Jan-07,54,4,50,90.9090909091
CRX500,Spain,Feb-07,57,6,51,87.9310344828
CRX500,Spain,Mar-07,54,1,53,96.3636363636
CRX500,Italy,Jan-07,104,19,85,80.9523809524
CRX500,Italy,Feb-07,107,22,85,78.7037037037
CRX500,Italy,Mar-07,100,15,85,84.1584158416
CRX500,China,Jan-07,50,7,43,84.3137254902
CRX500,China,Feb-07,43,0,43,100.0
CRX500,China,Mar-07,50,1,49,96.0784313725
CRX500,Japan,Jan-07,87,8,79,89.7727272727
CRX500,Japan,Feb-07,87,9,78,88.6363636364
CRX500,Japan,Mar-07,79,0,79,100.0
CRS550,US,Jan-07,96,85,11,11.3402061856
CRS550,US,Feb-07,93,83,10,10.6382978723
CRS550,US,Mar-07,97,86,11,11.2244897959
CRS550,Canada,Jan-07,77,68,9,11.5384615385
CRS550,Canada,Feb-07,70,62,8,11.2676056338
CRS550,Canada,Mar-07,78,69,9,11.3924050633
CRS550,Brazil,Jan-07,109,97,12,10.9090909091
CRS550,Brazil,Feb-07,112,100,12,10.6194690265
CRS550,Brazil,Mar-07,110,98,12,10.8108108108
CRS550,Argentina,Jan-07,110,97,13,11.7117117117
CRS550,Argentina,Feb-07,112,100,12,10.6194690265
CRS550,Argentina,Mar-07,105,93,12,11.320754717
CRS550,UK,Jan-07,110,98,12,10.8108108108
CRS550,UK,Feb-07,106,93,13,12.1495327103
CRS550,UK,Mar-07,112,100,12,10.6194690265
CRS550,France,Jan-07,67,60,7,10.2941176471
CRS550,France,Feb-07,68,60,8,11.5942028986
CRS550,France,Mar-07,67,60,7,10.2941176471
CRS550,Germany,Jan-07,61,54,7,11.2903225806
CRS550,Germany,Feb-07,66,60,6,8.9552238806
CRS550,Germany,Mar-07,62,55,7,11.1111111111
CRS550,Spain,Jan-07,64,57,7,10.7692307692
CRS550,Spain,Feb-07,66,59,7,10.447761194
CRS550,Spain,Mar-07,64,57,7,10.7692307692
CRS550,Italy,Jan-07,70,58,12,16.9014084507
CRS550,Italy,Feb-07,62,50,12,19.0476190476
CRS550,Italy,Mar-07,66,54,12,17.9104477612
CRS550,China,Jan-07,23,15,8,33.3333333333
CRS550,China,Feb-07,22,12,10,43.4782608696
CRS550,China,Mar-07,26,16,10,37.037037037
CRS550,Japan,Jan-07,22,12,10,43.4782608696
CRS550,Japan,Feb-07,16,6,10,58.8235294118
CRS550,Japan,Mar-07,15,3,12,75.0
CRX600,US,Jan-07,66,58,8,11.9402985075
CRX600,US,Feb-07,66,59,7,10.447761194
CRX600,US,Mar-07,63,56,7,10.9375
CRX600,Canada,Jan-07,10,7,3,27.2727272727
CRX600,Canada,Feb-07,3,0,3,100.0
CRX600,Canada,Mar-07,7,0,7,100.0
CRX600,Brazil,Jan-07,104,92,12,11.4285714286
CRX600,Brazil,Feb-07,110,98,12,10.8108108108
CRX600,Brazil,Mar-07,105,94,11,10.3773584906
CRX600,Argentina,Jan-07,48,32,16,32.6530612245
CRX600,Argentina,Feb-07,41,25,16,38.0952380952
CRX600,Argentina,Mar-07,42,26,16,37.2093023256
CRX600,UK,Jan-07,40,29,11,26.8292682927
CRX600,UK,Feb-07,40,29,11,26.8292682927
CRX600,UK,Mar-07,37,27,10,26.3157894737
CRX600,France,Jan-07,54,47,7,12.7272727273
CRX600,France,Feb-07,52,46,6,11.320754717
CRX600,France,Mar-07,56,51,5,8.77192982456
CRX600,Germany,Jan-07,17,14,3,16.6666666667
CRX600,Germany,Feb-07,22,19,3,13.0434782609
CRX600,Germany,Mar-07,20,10,10,47.619047619
CRX600,Spain,Jan-07,49,33,16,32.0
CRX600,Spain,Feb-07,52,35,17,32.0754716981
CRX600,Spain,Mar-07,48,32,16,32.6530612245
CRX600,Italy,Jan-07,69,52,17,24.2857142857
CRX600,Italy,Feb-07,73,56,17,22.972972973
CRX600,Italy,Mar-07,73,58,15,20.2702702703
CRX600,China,Jan-07,72,63,9,12.3287671233
CRX600,China,Feb-07,76,68,8,10.3896103896
CRX600,China,Mar-07,78,71,7,8.86075949367
CRX600,Japan,Jan-07,76,60,16,20.7792207792
CRX600,Japan,Feb-07,77,61,16,20.5128205128
CRX600,Japan,Mar-07,74,59,15,20.0
CRX650,US,Jan-07,42,37,5,11.6279069767
CRX650,US,Feb-07,42,38,4,9.3023255814
CRX650,US,Mar-07,45,40,5,10.8695652174
CRX650,Canada,Jan-07,63,56,7,10.9375
CRX650,Canada,Feb-07,65,58,7,10.6060606061
CRX650,Canada,Mar-07,70,63,7,9.85915492958
CRX650,Brazil,Jan-07,100,89,11,10.8910891089
CRX650,Brazil,Feb-07,107,96,11,10.1851851852
CRX650,Brazil,Mar-07,105,94,11,10.3773584906
CRX650,Argentina,Jan-07,62,55,7,11.1111111111
CRX650,Argentina,Feb-07,58,51,7,11.8644067797
CRX650,Argentina,Mar-07,63,56,7,10.9375
CRX650,UK,Jan-07,101,90,11,10.7843137255
CRX650,UK,Feb-07,97,86,11,11.2244897959
CRX650,UK,Mar-07,102,90,12,11.6504854369
CRX650,France,Jan-07,52,46,6,11.320754717
CRX650,France,Feb-07,55,50,5,8.92857142857
CRX650,France,Mar-07,61,55,6,9.67741935484
CRX650,Germany,Jan-07,37,33,4,10.5263157895
CRX650,Germany,Feb-07,42,38,4,9.3023255814
CRX650,Germany,Mar-07,37,33,4,10.5263157895
CRX650,Spain,Jan-07,98,87,11,11.1111111111
CRX650,Spain,Feb-07,95,84,11,11.4583333333
CRX650,Spain,Mar-07,98,87,11,11.1111111111
CRX650,Italy,Jan-07,69,61,8,11.4285714286
CRX650,Italy,Feb-07,71,64,7,9.72222222222
CRX650,Italy,Mar-07,69,61,8,11.4285714286
CRX650,China,Jan-07,41,36,5,11.9047619048
CRX650,China,Feb-07,41,37,4,9.52380952381
CRX650,China,Mar-07,50,45,5,9.80392156863
CRX650,Japan,Jan-07,85,76,9,10.4651162791
CRX650,Japan,Feb-07,92,83,9,9.67741935484
CRX650,Japan,Mar-07,93,83,10,10.6382978723
