,id_of_Market,id_of_Month,id_of_Product,executedSalesVar
669,Japan,Mar-07,600S,16.0
670,Japan,Mar-07,626S,86.0
671,Japan,Mar-07,676RS,70.0
672,Japan,Mar-07,676S,59.0
673,Japan,Mar-07,900S,37.0
674,Japan,Mar-07,929S,23.0
675,Japan,Mar-07,996RS,23.0
676,Japan,Mar-07,996S,55.0
677,Japan,Mar-07,Bandit 1200,35.0
678,Japan,Mar-07,Bandit 1200S,94.0
679,Japan,Mar-07,Bandit 900,57.0
680,Japan,Mar-07,Boulevard,74.0
681,Japan,Mar-07,CRS550,15.0
682,Japan,Mar-07,CRX500,79.0
683,Japan,Mar-07,CRX600,74.0
684,Japan,Mar-07,CRX650,93.0
685,Japan,Mar-07,Enduro 350,78.0
686,Japan,Mar-07,Enduro 450,68.0
687,Japan,Mar-07,Enduro 550,85.0
688,Japan,Mar-07,KingTwin,54.0
689,Japan,Mar-07,MegaTwin,56.0
690,Japan,Mar-07,RoadLiner,22.0
691,Japan,Mar-07,RoadStar,79.0
692,Japan,Mar-07,ST1200,107.0
693,Japan,Mar-07,ST1200R,52.0
694,Japan,Mar-07,ST900,41.0
695,Japan,Mar-07,Victory,18.0
696,Spain,Feb-07,200S,65.0
697,Spain,Feb-07,300S,18.0
698,Spain,Feb-07,600S,73.0
699,Spain,Feb-07,626S,21.0
700,Spain,Feb-07,676RS,63.0
701,Spain,Feb-07,676S,45.0
702,Spain,Feb-07,900S,61.0
703,Spain,Feb-07,929S,99.0
704,Spain,Feb-07,996RS,75.0
705,Spain,Feb-07,996S,87.0
706,Spain,Feb-07,Bandit 1200,115.0
707,Spain,Feb-07,Bandit 1200S,11.0
708,Spain,Feb-07,Bandit 900,47.0
709,Spain,Feb-07,Boulevard,95.0
710,Spain,Feb-07,CRS550,66.0
711,Spain,Feb-07,CRX500,57.0
712,Spain,Feb-07,CRX600,52.0
713,Spain,Feb-07,CRX650,95.0
714,Spain,Feb-07,Enduro 350,95.0
715,Spain,Feb-07,Enduro 450,40.0
716,Spain,Feb-07,Enduro 550,63.0
717,Spain,Feb-07,KingTwin,95.0
718,Spain,Feb-07,MegaTwin,31.0
719,Spain,Feb-07,RoadLiner,72.0
720,Spain,Feb-07,RoadStar,79.0
721,Spain,Feb-07,ST1200,89.0
722,Spain,Feb-07,ST1200R,54.0
723,Spain,Feb-07,ST900,42.0
724,Spain,Feb-07,Victory,40.0
725,Spain,Jan-07,200S,68.0
726,Spain,Jan-07,300S,20.0
727,Spain,Jan-07,600S,69.0
728,Spain,Jan-07,626S,19.0
729,Spain,Jan-07,676RS,64.0
730,Spain,Jan-07,676S,46.0
731,Spain,Jan-07,900S,59.0
732,Spain,Jan-07,929S,94.0
733,Spain,Jan-07,996RS,71.0
734,Spain,Jan-07,996S,85.0
735,Spain,Jan-07,Bandit 1200,108.0
736,Spain,Jan-07,Bandit 1200S,11.0
737,Spain,Jan-07,Bandit 900,47.0
738,Spain,Jan-07,Boulevard,101.0
739,Spain,Jan-07,CRS550,64.0
740,Spain,Jan-07,CRX500,54.0
741,Spain,Jan-07,CRX600,49.0
742,Spain,Jan-07,CRX650,98.0
743,Spain,Jan-07,Enduro 350,98.0
744,Spain,Jan-07,Enduro 450,38.0
745,Spain,Jan-07,Enduro 550,57.0
746,Spain,Jan-07,KingTwin,86.0
747,Spain,Jan-07,MegaTwin,27.0
748,Spain,Jan-07,RoadLiner,81.0
749,Spain,Jan-07,RoadStar,84.0
750,Spain,Jan-07,ST1200,95.0
751,Spain,Jan-07,ST1200R,47.0
752,Spain,Jan-07,ST900,42.0
753,Spain,Jan-07,Victory,38.0
754,Spain,Mar-07,200S,59.0
755,Spain,Mar-07,300S,23.0
756,Spain,Mar-07,600S,78.0
757,Spain,Mar-07,626S,12.0
758,Spain,Mar-07,676RS,59.0
759,Spain,Mar-07,676S,47.0
760,Spain,Mar-07,900S,60.0
761,Spain,Mar-07,929S,92.0
762,Spain,Mar-07,996RS,73.0
763,Spain,Mar-07,996S,98.0
764,Spain,Mar-07,Bandit 1200,111.0
765,Spain,Mar-07,Bandit 1200S,9.0
766,Spain,Mar-07,Bandit 900,48.0
767,Spain,Mar-07,Boulevard,102.0
768,Spain,Mar-07,CRS550,64.0
769,Spain,Mar-07,CRX500,54.0
770,Spain,Mar-07,CRX600,48.0
771,Spain,Mar-07,CRX650,98.0
772,Spain,Mar-07,Enduro 350,93.0
773,Spain,Mar-07,Enduro 450,44.0
774,Spain,Mar-07,Enduro 550,65.0
775,Spain,Mar-07,KingTwin,95.0
776,Spain,Mar-07,MegaTwin,32.0
777,Spain,Mar-07,RoadLiner,76.0
778,Spain,Mar-07,RoadStar,85.0
779,Spain,Mar-07,ST1200,95.0
780,Spain,Mar-07,ST1200R,58.0
781,Spain,Mar-07,ST900,44.0
782,Spain,Mar-07,Victory,43.0
783,UK,Feb-07,200S,73.0
784,UK,Feb-07,300S,30.0
785,UK,Feb-07,600S,30.0
786,UK,Feb-07,626S,29.0
787,UK,Feb-07,676RS,32.0
788,UK,Feb-07,676S,27.0
789,UK,Feb-07,900S,107.0
790,UK,Feb-07,929S,52.0
791,UK,Feb-07,996RS,63.0
792,UK,Feb-07,996S,46.0
793,UK,Feb-07,Bandit 1200,109.0
794,UK,Feb-07,Bandit 1200S,63.0
795,UK,Feb-07,Bandit 900,112.0
796,UK,Feb-07,Boulevard,38.0
797,UK,Feb-07,CRS550,106.0
798,UK,Feb-07,CRX500,80.0
799,UK,Feb-07,CRX600,40.0
800,UK,Feb-07,CRX650,97.0
801,UK,Feb-07,Enduro 350,19.0
802,UK,Feb-07,Enduro 450,61.0
803,UK,Feb-07,Enduro 550,52.0
804,UK,Feb-07,KingTwin,87.0
805,UK,Feb-07,MegaTwin,38.0
806,UK,Feb-07,RoadLiner,44.0
807,UK,Feb-07,RoadStar,37.0
808,UK,Feb-07,ST1200,101.0
809,UK,Feb-07,ST1200R,110.0
810,UK,Feb-07,ST900,45.0
811,UK,Feb-07,Victory,42.0
812,UK,Jan-07,200S,72.0
813,UK,Jan-07,300S,27.0
814,UK,Jan-07,600S,26.0
815,UK,Jan-07,626S,31.0
816,UK,Jan-07,676RS,24.0
817,UK,Jan-07,676S,28.0
818,UK,Jan-07,900S,115.0
819,UK,Jan-07,929S,53.0
820,UK,Jan-07,996RS,53.0
821,UK,Jan-07,996S,47.0
822,UK,Jan-07,Bandit 1200,115.0
823,UK,Jan-07,Bandit 1200S,69.0
824,UK,Jan-07,Bandit 900,107.0
825,UK,Jan-07,Boulevard,38.0
826,UK,Jan-07,CRS550,110.0
827,UK,Jan-07,CRX500,82.0
828,UK,Jan-07,CRX600,40.0
829,UK,Jan-07,CRX650,101.0
830,UK,Jan-07,Enduro 350,10.0
831,UK,Jan-07,Enduro 450,60.0
832,UK,Jan-07,Enduro 550,50.0
833,UK,Jan-07,KingTwin,81.0
834,UK,Jan-07,MegaTwin,34.0
835,UK,Jan-07,RoadLiner,38.0
836,UK,Jan-07,RoadStar,36.0
837,UK,Jan-07,ST1200,93.0
838,UK,Jan-07,ST1200R,108.0
839,UK,Jan-07,ST900,41.0
840,UK,Jan-07,Victory,36.0
841,UK,Mar-07,200S,71.0
842,UK,Mar-07,300S,30.0
843,UK,Mar-07,600S,30.0
844,UK,Mar-07,626S,28.0
845,UK,Mar-07,676RS,33.0
846,UK,Mar-07,676S,31.0
847,UK,Mar-07,900S,111.0
848,UK,Mar-07,929S,54.0
849,UK,Mar-07,996RS,63.0
850,UK,Mar-07,996S,55.0
851,UK,Mar-07,Bandit 1200,117.0
852,UK,Mar-07,Bandit 1200S,68.0
853,UK,Mar-07,Bandit 900,107.0
854,UK,Mar-07,Boulevard,40.0
855,UK,Mar-07,CRS550,112.0
856,UK,Mar-07,CRX500,83.0
857,UK,Mar-07,CRX600,37.0
858,UK,Mar-07,CRX650,102.0
859,UK,Mar-07,Enduro 350,17.0
860,UK,Mar-07,Enduro 450,66.0
861,UK,Mar-07,Enduro 550,53.0
862,UK,Mar-07,KingTwin,94.0
863,UK,Mar-07,MegaTwin,35.0
864,UK,Mar-07,RoadLiner,37.0
865,UK,Mar-07,RoadStar,42.0
866,UK,Mar-07,ST1200,95.0
867,UK,Mar-07,ST1200R,113.0
868,UK,Mar-07,ST900,46.0
869,UK,Mar-07,Victory,38.0
870,US,Feb-07,200S,88.0
871,US,Feb-07,300S,28.0
872,US,Feb-07,600S,2.0
873,US,Feb-07,626S,79.0
874,US,Feb-07,676RS,106.0
875,US,Feb-07,676S,49.0
876,US,Feb-07,900S,14.0
877,US,Feb-07,929S,106.0
878,US,Feb-07,996RS,17.0
879,US,Feb-07,996S,68.0
880,US,Feb-07,Bandit 1200,100.0
881,US,Feb-07,Bandit 1200S,56.0
882,US,Feb-07,Bandit 900,48.0
883,US,Feb-07,Boulevard,92.0
884,US,Feb-07,CRS550,93.0
885,US,Feb-07,CRX500,65.0
886,US,Feb-07,CRX600,66.0
887,US,Feb-07,CRX650,42.0
888,US,Feb-07,Enduro 350,59.0
889,US,Feb-07,Enduro 450,66.0
890,US,Feb-07,Enduro 550,92.0
891,US,Feb-07,KingTwin,40.0
892,US,Feb-07,MegaTwin,71.0
893,US,Feb-07,RoadLiner,20.0
894,US,Feb-07,RoadStar,80.0
895,US,Feb-07,ST1200,62.0
896,US,Feb-07,ST1200R,73.0
897,US,Feb-07,ST900,40.0
898,US,Feb-07,Victory,100.0
899,US,Jan-07,200S,6666.0
900,US,Jan-07,300S,28.0
901,US,Jan-07,600S,6.0
902,US,Jan-07,626S,73.0
903,US,Jan-07,676RS,101.0
904,US,Jan-07,676S,47.0
905,US,Jan-07,900S,9.0
906,US,Jan-07,929S,107.0
907,US,Jan-07,996RS,15.0
908,US,Jan-07,996S,70.0
909,US,Jan-07,Bandit 1200,97.0
910,US,Jan-07,Bandit 1200S,59.0
911,US,Jan-07,Bandit 900,55.0
912,US,Jan-07,Boulevard,84.0
913,US,Jan-07,CRS550,96.0
914,US,Jan-07,CRX500,61.0
915,US,Jan-07,CRX600,66.0
916,US,Jan-07,CRX650,42.0
917,US,Jan-07,Enduro 350,62.0
918,US,Jan-07,Enduro 450,58.0
919,US,Jan-07,Enduro 550,90.0
920,US,Jan-07,KingTwin,36.0
921,US,Jan-07,MegaTwin,66.0
922,US,Jan-07,RoadLiner,16.0
923,US,Jan-07,RoadStar,86.0
924,US,Jan-07,ST1200,58.0
925,US,Jan-07,ST1200R,76.0
926,US,Jan-07,ST900,43.0
927,US,Jan-07,Victory,97.0
928,US,Mar-07,200S,81.0
929,US,Mar-07,300S,22.0
930,US,Mar-07,600S,5.0
931,US,Mar-07,626S,82.0
932,US,Mar-07,676RS,116.0
933,US,Mar-07,676S,56.0
934,US,Mar-07,900S,6.0
935,US,Mar-07,929S,107.0
936,US,Mar-07,996RS,15.0
937,US,Mar-07,996S,68.0
938,US,Mar-07,Bandit 1200,95.0
939,US,Mar-07,Bandit 1200S,59.0
940,US,Mar-07,Bandit 900,54.0
941,US,Mar-07,Boulevard,93.0
942,US,Mar-07,CRS550,97.0
943,US,Mar-07,CRX500,66.0
944,US,Mar-07,CRX600,63.0
945,US,Mar-07,CRX650,45.0
946,US,Mar-07,Enduro 350,60.0
947,US,Mar-07,Enduro 450,66.0
948,US,Mar-07,Enduro 550,100.0
949,US,Mar-07,KingTwin,40.0
950,US,Mar-07,MegaTwin,75.0
951,US,Mar-07,RoadLiner,17.0
952,US,Mar-07,RoadStar,77.0
953,US,Mar-07,ST1200,64.0
954,US,Mar-07,ST1200R,79.0
955,US,Mar-07,ST900,40.0
956,US,Mar-07,Victory,95.0
