Plants,Markets,Months,Products,value
Dallas,Spain,Jan-07,KingTwin,0.0
Dallas,Spain,Jan-07,MegaTwin,0.0
Dallas,Spain,Jan-07,RoadLiner,0.0
Dallas,Spain,Jan-07,RoadStar,85.0
Dallas,Spain,Jan-07,ST1200,0.0
Dallas,Spain,Jan-07,ST1200R,0.0
Dallas,Spain,Jan-07,ST900,0.0
Dallas,Spain,Jan-07,Victory,0.0
Dallas,Spain,Mar-07,200S,0.0
Dallas,Spain,Mar-07,300S,0.0
Dallas,Spain,Mar-07,600S,0.0
Dallas,Spain,Mar-07,626S,0.0
Dallas,Spain,Mar-07,676RS,0.0
Dallas,Spain,Mar-07,676S,0.0
Dallas,Spain,Mar-07,900S,0.0
Dallas,Spain,Mar-07,929S,0.0
Dallas,Spain,Mar-07,996RS,0.0
Dallas,Spain,Mar-07,996S,0.0
Dallas,Spain,Mar-07,Bandit 1200,0.0
Dallas,Spain,Mar-07,Bandit 1200S,0.0
Dallas,Spain,Mar-07,Bandit 900,0.0
Dallas,Spain,Mar-07,Boulevard,0.0
Dallas,Spain,Mar-07,CRS550,0.0
Dallas,Spain,Mar-07,CRX500,0.0
Dallas,Spain,Mar-07,CRX600,0.0
Dallas,Spain,Mar-07,CRX650,0.0
Dallas,Spain,Mar-07,Enduro 350,0.0
Dallas,Spain,Mar-07,Enduro 450,0.0
Dallas,Spain,Mar-07,Enduro 550,0.0
Dallas,Spain,Mar-07,KingTwin,0.0
Dallas,Spain,Mar-07,MegaTwin,0.0
Dallas,Spain,Mar-07,RoadLiner,0.0
Dallas,Spain,Mar-07,RoadStar,0.0
Dallas,Spain,Mar-07,ST1200,0.0
Dallas,Spain,Mar-07,ST1200R,0.0
Dallas,Spain,Mar-07,ST900,0.0
Dallas,Spain,Mar-07,Victory,0.0
Dallas,UK,Feb-07,200S,0.0
Dallas,UK,Feb-07,300S,0.0
Dallas,UK,Feb-07,600S,0.0
Dallas,UK,Feb-07,626S,0.0
Dallas,UK,Feb-07,676RS,0.0
Dallas,UK,Feb-07,676S,0.0
Dallas,UK,Feb-07,900S,0.0
Dallas,UK,Feb-07,929S,0.0
Dallas,UK,Feb-07,996RS,0.0
Dallas,UK,Feb-07,996S,0.0
Dallas,UK,Feb-07,Bandit 1200,0.0
Dallas,UK,Feb-07,Bandit 1200S,0.0
Dallas,UK,Feb-07,Bandit 900,0.0
Dallas,UK,Feb-07,Boulevard,0.0
Dallas,UK,Feb-07,CRS550,0.0
Dallas,UK,Feb-07,CRX500,0.0
Dallas,UK,Feb-07,CRX600,0.0
Dallas,UK,Feb-07,CRX650,0.0
Dallas,UK,Feb-07,Enduro 350,0.0
Dallas,UK,Feb-07,Enduro 450,0.0
Dallas,UK,Feb-07,Enduro 550,0.0
Dallas,UK,Feb-07,KingTwin,0.0
Dallas,UK,Feb-07,MegaTwin,0.0
Dallas,UK,Feb-07,RoadLiner,0.0
Dallas,UK,Feb-07,RoadStar,0.0
Dallas,UK,Feb-07,ST1200,0.0
Dallas,UK,Feb-07,ST1200R,0.0
Dallas,UK,Feb-07,ST900,0.0
Dallas,UK,Feb-07,Victory,0.0
Dallas,UK,Jan-07,200S,216.0
Dallas,UK,Jan-07,300S,0.0
Dallas,UK,Jan-07,600S,0.0
Dallas,UK,Jan-07,626S,0.0
Dallas,UK,Jan-07,676RS,0.0
Dallas,UK,Jan-07,676S,86.0
Dallas,UK,Jan-07,900S,0.0
Dallas,UK,Jan-07,929S,0.0
Dallas,UK,Jan-07,996RS,0.0
Dallas,UK,Jan-07,996S,148.0
Dallas,UK,Jan-07,Bandit 1200,0.0
Dallas,UK,Jan-07,Bandit 1200S,0.0
Dallas,UK,Jan-07,Bandit 900,0.0
Dallas,UK,Jan-07,Boulevard,116.0
Dallas,UK,Jan-07,CRS550,0.0
Dallas,UK,Jan-07,CRX500,0.0
Dallas,UK,Jan-07,CRX600,0.0
Dallas,UK,Jan-07,CRX650,0.0
Dallas,UK,Jan-07,Enduro 350,0.0
Dallas,UK,Jan-07,Enduro 450,0.0
Dallas,UK,Jan-07,Enduro 550,0.0
Dallas,UK,Jan-07,KingTwin,0.0
Dallas,UK,Jan-07,MegaTwin,0.0
Dallas,UK,Jan-07,RoadLiner,0.0
Dallas,UK,Jan-07,RoadStar,78.0
Dallas,UK,Jan-07,ST1200,0.0
Dallas,UK,Jan-07,ST1200R,0.0
Dallas,UK,Jan-07,ST900,0.0
Dallas,UK,Jan-07,Victory,0.0
Dallas,UK,Mar-07,200S,0.0
Dallas,UK,Mar-07,300S,0.0
Dallas,UK,Mar-07,600S,0.0
Dallas,UK,Mar-07,626S,0.0
Dallas,UK,Mar-07,676RS,0.0
Dallas,UK,Mar-07,676S,0.0
Dallas,UK,Mar-07,900S,0.0
Dallas,UK,Mar-07,929S,0.0
Dallas,UK,Mar-07,996RS,0.0
Dallas,UK,Mar-07,996S,0.0
Dallas,UK,Mar-07,Bandit 1200,0.0
Dallas,UK,Mar-07,Bandit 1200S,0.0
Dallas,UK,Mar-07,Bandit 900,0.0
Dallas,UK,Mar-07,Boulevard,0.0
Dallas,UK,Mar-07,CRS550,0.0
Dallas,UK,Mar-07,CRX500,0.0
Dallas,UK,Mar-07,CRX600,0.0
Dallas,UK,Mar-07,CRX650,0.0
Dallas,UK,Mar-07,Enduro 350,0.0
Dallas,UK,Mar-07,Enduro 450,0.0
Dallas,UK,Mar-07,Enduro 550,0.0
Dallas,UK,Mar-07,KingTwin,0.0
Dallas,UK,Mar-07,MegaTwin,0.0
Dallas,UK,Mar-07,RoadLiner,0.0
Dallas,UK,Mar-07,RoadStar,0.0
Dallas,UK,Mar-07,ST1200,0.0
Dallas,UK,Mar-07,ST1200R,0.0
Dallas,UK,Mar-07,ST900,0.0
Dallas,UK,Mar-07,Victory,0.0
Dallas,US,Feb-07,200S,0.0
Dallas,US,Feb-07,300S,0.0
Dallas,US,Feb-07,600S,0.0
Dallas,US,Feb-07,626S,0.0
Dallas,US,Feb-07,676RS,0.0
Dallas,US,Feb-07,676S,0.0
Dallas,US,Feb-07,900S,0.0
Dallas,US,Feb-07,929S,0.0
Dallas,US,Feb-07,996RS,0.0
Dallas,US,Feb-07,996S,0.0
Dallas,US,Feb-07,Bandit 1200,0.0
Dallas,US,Feb-07,Bandit 1200S,0.0
Dallas,US,Feb-07,Bandit 900,0.0
Dallas,US,Feb-07,Boulevard,0.0
Dallas,US,Feb-07,CRS550,0.0
Dallas,US,Feb-07,CRX500,0.0
Dallas,US,Feb-07,CRX600,0.0
Dallas,US,Feb-07,CRX650,0.0
Dallas,US,Feb-07,Enduro 350,0.0
Dallas,US,Feb-07,Enduro 450,0.0
Dallas,US,Feb-07,Enduro 550,0.0
Dallas,US,Feb-07,KingTwin,0.0
Dallas,US,Feb-07,MegaTwin,0.0
Dallas,US,Feb-07,RoadLiner,0.0
Dallas,US,Feb-07,RoadStar,0.0
Dallas,US,Feb-07,ST1200,0.0
Dallas,US,Feb-07,ST1200R,0.0
Dallas,US,Feb-07,ST900,0.0
Dallas,US,Feb-07,Victory,0.0
Dallas,US,Jan-07,200S,0.0
Dallas,US,Jan-07,300S,0.0
Dallas,US,Jan-07,600S,0.0
Dallas,US,Jan-07,626S,0.0
Dallas,US,Jan-07,676RS,323.0
Dallas,US,Jan-07,676S,152.0
Dallas,US,Jan-07,900S,0.0
Dallas,US,Jan-07,929S,0.0
Dallas,US,Jan-07,996RS,0.0
Dallas,US,Jan-07,996S,0.0
Dallas,US,Jan-07,Bandit 1200,0.0
Dallas,US,Jan-07,Bandit 1200S,0.0
Dallas,US,Jan-07,Bandit 900,0.0
Dallas,US,Jan-07,Boulevard,269.0
Dallas,US,Jan-07,CRS550,0.0
Dallas,US,Jan-07,CRX500,0.0
Dallas,US,Jan-07,CRX600,0.0
Dallas,US,Jan-07,CRX650,0.0
Dallas,US,Jan-07,Enduro 350,0.0
Dallas,US,Jan-07,Enduro 450,0.0
Dallas,US,Jan-07,Enduro 550,0.0
Dallas,US,Jan-07,KingTwin,0.0
Dallas,US,Jan-07,MegaTwin,0.0
Dallas,US,Jan-07,RoadLiner,0.0
Dallas,US,Jan-07,RoadStar,0.0
Dallas,US,Jan-07,ST1200,0.0
Dallas,US,Jan-07,ST1200R,0.0
Dallas,US,Jan-07,ST900,0.0
Dallas,US,Jan-07,Victory,0.0
Dallas,US,Mar-07,200S,0.0
Dallas,US,Mar-07,300S,0.0
Dallas,US,Mar-07,600S,0.0
Dallas,US,Mar-07,626S,0.0
Dallas,US,Mar-07,676RS,0.0
Dallas,US,Mar-07,676S,0.0
Dallas,US,Mar-07,900S,0.0
Dallas,US,Mar-07,929S,0.0
Dallas,US,Mar-07,996RS,0.0
Dallas,US,Mar-07,996S,0.0
Dallas,US,Mar-07,Bandit 1200,0.0
Dallas,US,Mar-07,Bandit 1200S,0.0
Dallas,US,Mar-07,Bandit 900,0.0
Dallas,US,Mar-07,Boulevard,0.0
Dallas,US,Mar-07,CRS550,0.0
Dallas,US,Mar-07,CRX500,0.0
Dallas,US,Mar-07,CRX600,0.0
Dallas,US,Mar-07,CRX650,0.0
Dallas,US,Mar-07,Enduro 350,0.0
Dallas,US,Mar-07,Enduro 450,0.0
Dallas,US,Mar-07,Enduro 550,0.0
Dallas,US,Mar-07,KingTwin,0.0
Dallas,US,Mar-07,MegaTwin,0.0
Dallas,US,Mar-07,RoadLiner,0.0
Dallas,US,Mar-07,RoadStar,0.0
Dallas,US,Mar-07,ST1200,0.0
Dallas,US,Mar-07,ST1200R,0.0
Dallas,US,Mar-07,ST900,0.0
Dallas,US,Mar-07,Victory,0.0
Houston,Argentina,Feb-07,200S,0.0
Houston,Argentina,Feb-07,300S,0.0
Houston,Argentina,Feb-07,600S,0.0
Houston,Argentina,Feb-07,626S,0.0
Houston,Argentina,Feb-07,676RS,0.0
Houston,Argentina,Feb-07,676S,0.0
Houston,Argentina,Feb-07,900S,0.0
Houston,Argentina,Feb-07,929S,0.0
Houston,Argentina,Feb-07,996RS,0.0
Houston,Argentina,Feb-07,996S,0.0
Houston,Argentina,Feb-07,Bandit 1200,0.0
Houston,Argentina,Feb-07,Bandit 1200S,0.0
Houston,Argentina,Feb-07,Bandit 900,0.0
Houston,Argentina,Feb-07,Boulevard,0.0
Houston,Argentina,Feb-07,CRS550,0.0
Houston,Argentina,Feb-07,CRX500,0.0
Houston,Argentina,Feb-07,CRX600,0.0
Houston,Argentina,Feb-07,CRX650,0.0
Houston,Argentina,Feb-07,Enduro 350,0.0
Houston,Argentina,Feb-07,Enduro 450,0.0
Houston,Argentina,Feb-07,Enduro 550,0.0
Houston,Argentina,Feb-07,KingTwin,0.0
Houston,Argentina,Feb-07,MegaTwin,89.0
Houston,Argentina,Feb-07,RoadLiner,61.0
Houston,Argentina,Feb-07,RoadStar,207.0
Houston,Argentina,Feb-07,ST1200,0.0
Houston,Argentina,Feb-07,ST1200R,0.0
Houston,Argentina,Feb-07,ST900,0.0
Houston,Argentina,Feb-07,Victory,0.0
Houston,Argentina,Jan-07,200S,0.0
Houston,Argentina,Jan-07,300S,46.0
Houston,Argentina,Jan-07,600S,155.0
Houston,Argentina,Jan-07,626S,0.0
Houston,Argentina,Jan-07,676RS,0.0
Houston,Argentina,Jan-07,676S,0.0
Houston,Argentina,Jan-07,900S,0.0
Houston,Argentina,Jan-07,929S,0.0
Houston,Argentina,Jan-07,996RS,0.0
Houston,Argentina,Jan-07,996S,0.0
Houston,Argentina,Jan-07,Bandit 1200,0.0
Houston,Argentina,Jan-07,Bandit 1200S,0.0
Houston,Argentina,Jan-07,Bandit 900,0.0
Houston,Argentina,Jan-07,Boulevard,0.0
Houston,Argentina,Jan-07,CRS550,0.0
Houston,Argentina,Jan-07,CRX500,0.0
Houston,Argentina,Jan-07,CRX600,0.0
Houston,Argentina,Jan-07,CRX650,0.0
Houston,Argentina,Jan-07,Enduro 350,0.0
Houston,Argentina,Jan-07,Enduro 450,0.0
Houston,Argentina,Jan-07,Enduro 550,0.0
Houston,Argentina,Jan-07,KingTwin,83.0
Houston,Argentina,Jan-07,MegaTwin,88.0
Houston,Argentina,Jan-07,RoadLiner,62.0
Houston,Argentina,Jan-07,RoadStar,0.0
Houston,Argentina,Jan-07,ST1200,0.0
Houston,Argentina,Jan-07,ST1200R,0.0
Houston,Argentina,Jan-07,ST900,0.0
Houston,Argentina,Jan-07,Victory,0.0
Houston,Argentina,Mar-07,200S,0.0
Houston,Argentina,Mar-07,300S,0.0
Houston,Argentina,Mar-07,600S,77.0
Houston,Argentina,Mar-07,626S,0.0
Houston,Argentina,Mar-07,676RS,0.0
Houston,Argentina,Mar-07,676S,0.0
Houston,Argentina,Mar-07,900S,0.0
Houston,Argentina,Mar-07,929S,0.0
Houston,Argentina,Mar-07,996RS,0.0
Houston,Argentina,Mar-07,996S,0.0
Houston,Argentina,Mar-07,Bandit 1200,0.0
Houston,Argentina,Mar-07,Bandit 1200S,0.0
Houston,Argentina,Mar-07,Bandit 900,0.0
Houston,Argentina,Mar-07,Boulevard,0.0
Houston,Argentina,Mar-07,CRS550,0.0
Houston,Argentina,Mar-07,CRX500,0.0
Houston,Argentina,Mar-07,CRX600,0.0
Houston,Argentina,Mar-07,CRX650,0.0
Houston,Argentina,Mar-07,Enduro 350,0.0
Houston,Argentina,Mar-07,Enduro 450,0.0
Houston,Argentina,Mar-07,Enduro 550,0.0
Houston,Argentina,Mar-07,KingTwin,0.0
Houston,Argentina,Mar-07,MegaTwin,97.0
Houston,Argentina,Mar-07,RoadLiner,63.0
Houston,Argentina,Mar-07,RoadStar,0.0
Houston,Argentina,Mar-07,ST1200,0.0
Houston,Argentina,Mar-07,ST1200R,0.0
Houston,Argentina,Mar-07,ST900,0.0
Houston,Argentina,Mar-07,Victory,0.0
Houston,Brazil,Feb-07,200S,0.0
Houston,Brazil,Feb-07,300S,0.0
Houston,Brazil,Feb-07,600S,0.0
Houston,Brazil,Feb-07,626S,0.0
Houston,Brazil,Feb-07,676RS,0.0
Houston,Brazil,Feb-07,676S,0.0
Houston,Brazil,Feb-07,900S,0.0
Houston,Brazil,Feb-07,929S,0.0
Houston,Brazil,Feb-07,996RS,0.0
Houston,Brazil,Feb-07,996S,0.0
Houston,Brazil,Feb-07,Bandit 1200,0.0
Houston,Brazil,Feb-07,Bandit 1200S,0.0
Houston,Brazil,Feb-07,Bandit 900,0.0
Houston,Brazil,Feb-07,Boulevard,0.0
Houston,Brazil,Feb-07,CRS550,0.0
Houston,Brazil,Feb-07,CRX500,0.0
Houston,Brazil,Feb-07,CRX600,0.0
Houston,Brazil,Feb-07,CRX650,0.0
Houston,Brazil,Feb-07,Enduro 350,0.0
Houston,Brazil,Feb-07,Enduro 450,0.0
Houston,Brazil,Feb-07,Enduro 550,0.0
Houston,Brazil,Feb-07,KingTwin,0.0
Houston,Brazil,Feb-07,MegaTwin,0.0
Houston,Brazil,Feb-07,RoadLiner,207.0
Houston,Brazil,Feb-07,RoadStar,0.0
Houston,Brazil,Feb-07,ST1200,0.0
Houston,Brazil,Feb-07,ST1200R,0.0
Houston,Brazil,Feb-07,ST900,0.0
Houston,Brazil,Feb-07,Victory,0.0
Houston,Brazil,Jan-07,200S,90.0
Houston,Brazil,Jan-07,300S,0.0
Houston,Brazil,Jan-07,600S,214.0
Houston,Brazil,Jan-07,626S,0.0
Houston,Brazil,Jan-07,676RS,0.0
Houston,Brazil,Jan-07,676S,0.0
Houston,Brazil,Jan-07,900S,0.0
Houston,Brazil,Jan-07,929S,0.0
Houston,Brazil,Jan-07,996RS,0.0
Houston,Brazil,Jan-07,996S,0.0
Houston,Brazil,Jan-07,Bandit 1200,0.0
Houston,Brazil,Jan-07,Bandit 1200S,0.0
Houston,Brazil,Jan-07,Bandit 900,0.0
Houston,Brazil,Jan-07,Boulevard,0.0
Houston,Brazil,Jan-07,CRS550,0.0
Houston,Brazil,Jan-07,CRX500,0.0
Houston,Brazil,Jan-07,CRX600,0.0
Houston,Brazil,Jan-07,CRX650,0.0
Houston,Brazil,Jan-07,Enduro 350,0.0
Houston,Brazil,Jan-07,Enduro 450,0.0
Houston,Brazil,Jan-07,Enduro 550,0.0
Houston,Brazil,Jan-07,KingTwin,0.0
Houston,Brazil,Jan-07,MegaTwin,0.0
Houston,Brazil,Jan-07,RoadLiner,105.0
Houston,Brazil,Jan-07,RoadStar,0.0
Houston,Brazil,Jan-07,ST1200,0.0
Houston,Brazil,Jan-07,ST1200R,0.0
Houston,Brazil,Jan-07,ST900,0.0
Houston,Brazil,Jan-07,Victory,0.0
Houston,Brazil,Mar-07,200S,0.0
Houston,Brazil,Mar-07,300S,0.0
Houston,Brazil,Mar-07,600S,0.0
Houston,Brazil,Mar-07,626S,0.0
Houston,Brazil,Mar-07,676RS,0.0
Houston,Brazil,Mar-07,676S,0.0
Houston,Brazil,Mar-07,900S,0.0
Houston,Brazil,Mar-07,929S,0.0
Houston,Brazil,Mar-07,996RS,0.0
Houston,Brazil,Mar-07,996S,0.0
Houston,Brazil,Mar-07,Bandit 1200,0.0
Houston,Brazil,Mar-07,Bandit 1200S,0.0
Houston,Brazil,Mar-07,Bandit 900,0.0
Houston,Brazil,Mar-07,Boulevard,0.0
Houston,Brazil,Mar-07,CRS550,0.0
Houston,Brazil,Mar-07,CRX500,0.0
Houston,Brazil,Mar-07,CRX600,0.0
Houston,Brazil,Mar-07,CRX650,0.0
Houston,Brazil,Mar-07,Enduro 350,0.0
Houston,Brazil,Mar-07,Enduro 450,0.0
Houston,Brazil,Mar-07,Enduro 550,0.0
Houston,Brazil,Mar-07,KingTwin,0.0
Houston,Brazil,Mar-07,MegaTwin,0.0
Houston,Brazil,Mar-07,RoadLiner,0.0
Houston,Brazil,Mar-07,RoadStar,0.0
Houston,Brazil,Mar-07,ST1200,0.0
Houston,Brazil,Mar-07,ST1200R,0.0
Houston,Brazil,Mar-07,ST900,0.0
Houston,Brazil,Mar-07,Victory,0.0
Houston,Canada,Feb-07,200S,0.0
Houston,Canada,Feb-07,300S,23.0
Houston,Canada,Feb-07,600S,71.0
Houston,Canada,Feb-07,626S,0.0
Houston,Canada,Feb-07,676RS,0.0
Houston,Canada,Feb-07,676S,0.0
Houston,Canada,Feb-07,900S,0.0
Houston,Canada,Feb-07,929S,0.0
Houston,Canada,Feb-07,996RS,0.0
Houston,Canada,Feb-07,996S,0.0
Houston,Canada,Feb-07,Bandit 1200,0.0
Houston,Canada,Feb-07,Bandit 1200S,0.0
Houston,Canada,Feb-07,Bandit 900,0.0
Houston,Canada,Feb-07,Boulevard,0.0
Houston,Canada,Feb-07,CRS550,0.0
Houston,Canada,Feb-07,CRX500,0.0
Houston,Canada,Feb-07,CRX600,0.0
Houston,Canada,Feb-07,CRX650,0.0
Houston,Canada,Feb-07,Enduro 350,0.0
Houston,Canada,Feb-07,Enduro 450,0.0
Houston,Canada,Feb-07,Enduro 550,0.0
Houston,Canada,Feb-07,KingTwin,0.0
Houston,Canada,Feb-07,MegaTwin,0.0
Houston,Canada,Feb-07,RoadLiner,86.0
Houston,Canada,Feb-07,RoadStar,0.0
Houston,Canada,Feb-07,ST1200,0.0
Houston,Canada,Feb-07,ST1200R,0.0
Houston,Canada,Feb-07,ST900,0.0
Houston,Canada,Feb-07,Victory,0.0
Houston,Canada,Jan-07,200S,0.0
Houston,Canada,Jan-07,300S,20.0
Houston,Canada,Jan-07,600S,74.0
Houston,Canada,Jan-07,626S,0.0
Houston,Canada,Jan-07,676RS,0.0
Houston,Canada,Jan-07,676S,0.0
Houston,Canada,Jan-07,900S,0.0
Houston,Canada,Jan-07,929S,0.0
Houston,Canada,Jan-07,996RS,0.0
Houston,Canada,Jan-07,996S,0.0
Houston,Canada,Jan-07,Bandit 1200,0.0
Houston,Canada,Jan-07,Bandit 1200S,0.0
Houston,Canada,Jan-07,Bandit 900,0.0
Houston,Canada,Jan-07,Boulevard,0.0
Houston,Canada,Jan-07,CRS550,0.0
Houston,Canada,Jan-07,CRX500,0.0
Houston,Canada,Jan-07,CRX600,0.0
Houston,Canada,Jan-07,CRX650,0.0
Houston,Canada,Jan-07,Enduro 350,0.0
Houston,Canada,Jan-07,Enduro 450,0.0
Houston,Canada,Jan-07,Enduro 550,0.0
Houston,Canada,Jan-07,KingTwin,52.0
Houston,Canada,Jan-07,MegaTwin,28.0
Houston,Canada,Jan-07,RoadLiner,83.0
Houston,Canada,Jan-07,RoadStar,0.0
Houston,Canada,Jan-07,ST1200,0.0
Houston,Canada,Jan-07,ST1200R,0.0
Houston,Canada,Jan-07,ST900,0.0
Houston,Canada,Jan-07,Victory,0.0
Houston,Canada,Mar-07,200S,0.0
Houston,Canada,Mar-07,300S,22.0
Houston,Canada,Mar-07,600S,78.0
Houston,Canada,Mar-07,626S,0.0
Houston,Canada,Mar-07,676RS,0.0
Houston,Canada,Mar-07,676S,0.0
Houston,Canada,Mar-07,900S,0.0
Houston,Canada,Mar-07,929S,0.0
Houston,Canada,Mar-07,996RS,0.0
Houston,Canada,Mar-07,996S,0.0
Houston,Canada,Mar-07,Bandit 1200,0.0
Houston,Canada,Mar-07,Bandit 1200S,0.0
Houston,Canada,Mar-07,Bandit 900,0.0
Houston,Canada,Mar-07,Boulevard,0.0
Houston,Canada,Mar-07,CRS550,0.0
Houston,Canada,Mar-07,CRX500,0.0
Houston,Canada,Mar-07,CRX600,0.0
Houston,Canada,Mar-07,CRX650,0.0
Houston,Canada,Mar-07,Enduro 350,0.0
Houston,Canada,Mar-07,Enduro 450,0.0
Houston,Canada,Mar-07,Enduro 550,0.0
Houston,Canada,Mar-07,KingTwin,0.0
Houston,Canada,Mar-07,MegaTwin,34.0
Houston,Canada,Mar-07,RoadLiner,79.0
Houston,Canada,Mar-07,RoadStar,0.0
Houston,Canada,Mar-07,ST1200,0.0
Houston,Canada,Mar-07,ST1200R,0.0
Houston,Canada,Mar-07,ST900,0.0
Houston,Canada,Mar-07,Victory,0.0
Houston,China,Feb-07,200S,169.0
Houston,China,Feb-07,300S,37.0
Houston,China,Feb-07,600S,206.0
Houston,China,Feb-07,626S,0.0
Houston,China,Feb-07,676RS,0.0
Houston,China,Feb-07,676S,0.0
Houston,China,Feb-07,900S,0.0
Houston,China,Feb-07,929S,0.0
Houston,China,Feb-07,996RS,0.0
Houston,China,Feb-07,996S,0.0
Houston,China,Feb-07,Bandit 1200,0.0
Houston,China,Feb-07,Bandit 1200S,0.0
Houston,China,Feb-07,Bandit 900,0.0
Houston,China,Feb-07,Boulevard,0.0
Houston,China,Feb-07,CRS550,0.0
Houston,China,Feb-07,CRX500,0.0
Houston,China,Feb-07,CRX600,0.0
Houston,China,Feb-07,CRX650,0.0
Houston,China,Feb-07,Enduro 350,0.0
Houston,China,Feb-07,Enduro 450,0.0
Houston,China,Feb-07,Enduro 550,0.0
Houston,China,Feb-07,KingTwin,80.0
Houston,China,Feb-07,MegaTwin,0.0
Houston,China,Feb-07,RoadLiner,0.0
Houston,China,Feb-07,RoadStar,0.0
Houston,China,Feb-07,ST1200,0.0
Houston,China,Feb-07,ST1200R,0.0
Houston,China,Feb-07,ST900,0.0
Houston,China,Feb-07,Victory,0.0
Houston,China,Jan-07,200S,0.0
Houston,China,Jan-07,300S,33.0
Houston,China,Jan-07,600S,99.0
Houston,China,Jan-07,626S,0.0
Houston,China,Jan-07,676RS,0.0
Houston,China,Jan-07,676S,0.0
Houston,China,Jan-07,900S,0.0
Houston,China,Jan-07,929S,0.0
Houston,China,Jan-07,996RS,0.0
Houston,China,Jan-07,996S,0.0
Houston,China,Jan-07,Bandit 1200,0.0
Houston,China,Jan-07,Bandit 1200S,0.0
Houston,China,Jan-07,Bandit 900,0.0
Houston,China,Jan-07,Boulevard,0.0
Houston,China,Jan-07,CRS550,0.0
Houston,China,Jan-07,CRX500,0.0
Houston,China,Jan-07,CRX600,0.0
Houston,China,Jan-07,CRX650,0.0
Houston,China,Jan-07,Enduro 350,0.0
Houston,China,Jan-07,Enduro 450,0.0
Houston,China,Jan-07,Enduro 550,0.0
Houston,China,Jan-07,KingTwin,0.0
Houston,China,Jan-07,MegaTwin,9.0
Houston,China,Jan-07,RoadLiner,124.0
Houston,China,Jan-07,RoadStar,34.0
Houston,China,Jan-07,ST1200,0.0
Houston,China,Jan-07,ST1200R,0.0
Houston,China,Jan-07,ST900,0.0
Houston,China,Jan-07,Victory,0.0
Houston,China,Mar-07,200S,0.0
Houston,China,Mar-07,300S,29.0
Houston,China,Mar-07,600S,0.0
Houston,China,Mar-07,626S,0.0
Houston,China,Mar-07,676RS,0.0
Houston,China,Mar-07,676S,0.0
Houston,China,Mar-07,900S,0.0
Houston,China,Mar-07,929S,0.0
Houston,China,Mar-07,996RS,0.0
Houston,China,Mar-07,996S,0.0
Houston,China,Mar-07,Bandit 1200,0.0
Houston,China,Mar-07,Bandit 1200S,0.0
Houston,China,Mar-07,Bandit 900,0.0
Houston,China,Mar-07,Boulevard,0.0
Houston,China,Mar-07,CRS550,0.0
Houston,China,Mar-07,CRX500,0.0
Houston,China,Mar-07,CRX600,0.0
Houston,China,Mar-07,CRX650,0.0
Houston,China,Mar-07,Enduro 350,0.0
Houston,China,Mar-07,Enduro 450,0.0
Houston,China,Mar-07,Enduro 550,0.0
Houston,China,Mar-07,KingTwin,0.0
Houston,China,Mar-07,MegaTwin,7.0
Houston,China,Mar-07,RoadLiner,64.0
Houston,China,Mar-07,RoadStar,0.0
Houston,China,Mar-07,ST1200,0.0
Houston,China,Mar-07,ST1200R,0.0
Houston,China,Mar-07,ST900,0.0
Houston,China,Mar-07,Victory,0.0
Houston,France,Feb-07,200S,79.0
Houston,France,Feb-07,300S,108.0
Houston,France,Feb-07,600S,119.0
Houston,France,Feb-07,626S,0.0
Houston,France,Feb-07,676RS,0.0
Houston,France,Feb-07,676S,0.0
Houston,France,Feb-07,900S,0.0
Houston,France,Feb-07,929S,0.0
Houston,France,Feb-07,996RS,0.0
Houston,France,Feb-07,996S,0.0
Houston,France,Feb-07,Bandit 1200,0.0
Houston,France,Feb-07,Bandit 1200S,0.0
Houston,France,Feb-07,Bandit 900,0.0
Houston,France,Feb-07,Boulevard,0.0
Houston,France,Feb-07,CRS550,0.0
Houston,France,Feb-07,CRX500,0.0
Houston,France,Feb-07,CRX600,0.0
Houston,France,Feb-07,CRX650,0.0
Houston,France,Feb-07,Enduro 350,0.0
Houston,France,Feb-07,Enduro 450,0.0
Houston,France,Feb-07,Enduro 550,0.0
Houston,France,Feb-07,KingTwin,0.0
Houston,France,Feb-07,MegaTwin,94.0
Houston,France,Feb-07,RoadLiner,55.0
Houston,France,Feb-07,RoadStar,89.0
Houston,France,Feb-07,ST1200,0.0
Houston,France,Feb-07,ST1200R,0.0
Houston,France,Feb-07,ST900,0.0
Houston,France,Feb-07,Victory,0.0
Houston,France,Jan-07,200S,0.0
Houston,France,Jan-07,300S,0.0
Houston,France,Jan-07,600S,118.0
Houston,France,Jan-07,626S,0.0
Houston,France,Jan-07,676RS,0.0
Houston,France,Jan-07,676S,0.0
Houston,France,Jan-07,900S,0.0
Houston,France,Jan-07,929S,0.0
Houston,France,Jan-07,996RS,0.0
Houston,France,Jan-07,996S,0.0
Houston,France,Jan-07,Bandit 1200,0.0
Houston,France,Jan-07,Bandit 1200S,0.0
Houston,France,Jan-07,Bandit 900,0.0
Houston,France,Jan-07,Boulevard,0.0
Houston,France,Jan-07,CRS550,0.0
Houston,France,Jan-07,CRX500,0.0
Houston,France,Jan-07,CRX600,0.0
Houston,France,Jan-07,CRX650,0.0
Houston,France,Jan-07,Enduro 350,0.0
Houston,France,Jan-07,Enduro 450,0.0
Houston,France,Jan-07,Enduro 550,0.0
Houston,France,Jan-07,KingTwin,95.0
Houston,France,Jan-07,MegaTwin,0.0
