Markets,Months,Products,value
Spain,Jan-07,CRX600,0.0
Spain,Jan-07,CRX650,0.0
Spain,Jan-07,Enduro 350,0.0
Spain,Jan-07,Enduro 450,0.0
Spain,Jan-07,Enduro 550,0.0
Spain,Jan-07,KingTwin,0.0
Spain,Jan-07,MegaTwin,0.0
Spain,Jan-07,RoadLiner,0.0
Spain,Jan-07,RoadStar,0.0
Spain,Jan-07,ST1200,0.0
Spain,Jan-07,ST1200R,0.0
Spain,Jan-07,ST900,0.0
Spain,Jan-07,Victory,0.0
Spain,Mar-07,200S,59.0
Spain,Mar-07,300S,23.0
Spain,Mar-07,600S,78.0
Spain,Mar-07,626S,12.0
Spain,Mar-07,676RS,59.0
Spain,Mar-07,676S,47.0
Spain,Mar-07,900S,60.0
Spain,Mar-07,929S,92.0
Spain,Mar-07,996RS,73.0
Spain,Mar-07,996S,98.0
Spain,Mar-07,Bandit 1200,111.0
Spain,Mar-07,Bandit 1200S,9.0
Spain,Mar-07,Bandit 900,0.0
Spain,Mar-07,Boulevard,102.0
Spain,Mar-07,CRS550,64.0
Spain,Mar-07,CRX500,0.0
Spain,Mar-07,CRX600,48.0
Spain,Mar-07,CRX650,98.0
Spain,Mar-07,Enduro 350,0.0
Spain,Mar-07,Enduro 450,0.0
Spain,Mar-07,Enduro 550,65.0
Spain,Mar-07,KingTwin,95.0
Spain,Mar-07,MegaTwin,32.0
Spain,Mar-07,RoadLiner,76.0
Spain,Mar-07,RoadStar,85.0
Spain,Mar-07,ST1200,95.0
Spain,Mar-07,ST1200R,58.0
Spain,Mar-07,ST900,0.0
Spain,Mar-07,Victory,0.0
UK,Feb-07,200S,144.0
UK,Feb-07,300S,60.0
UK,Feb-07,600S,60.0
UK,Feb-07,626S,57.0
UK,Feb-07,676RS,65.0
UK,Feb-07,676S,58.0
UK,Feb-07,900S,218.0
UK,Feb-07,929S,106.0
UK,Feb-07,996RS,126.0
UK,Feb-07,996S,101.0
UK,Feb-07,Bandit 1200,0.0
UK,Feb-07,Bandit 1200S,131.0
UK,Feb-07,Bandit 900,0.0
UK,Feb-07,Boulevard,78.0
UK,Feb-07,CRS550,218.0
UK,Feb-07,CRX500,0.0
UK,Feb-07,CRX600,77.0
UK,Feb-07,CRX650,199.0
UK,Feb-07,Enduro 350,19.0
UK,Feb-07,Enduro 450,0.0
UK,Feb-07,Enduro 550,105.0
UK,Feb-07,KingTwin,87.0
UK,Feb-07,MegaTwin,73.0
UK,Feb-07,RoadLiner,81.0
UK,Feb-07,RoadStar,42.0
UK,Feb-07,ST1200,196.0
UK,Feb-07,ST1200R,223.0
UK,Feb-07,ST900,0.0
UK,Feb-07,Victory,0.0
UK,Jan-07,200S,0.0
UK,Jan-07,300S,0.0
UK,Jan-07,600S,0.0
UK,Jan-07,626S,0.0
UK,Jan-07,676RS,0.0
UK,Jan-07,676S,0.0
UK,Jan-07,900S,0.0
UK,Jan-07,929S,0.0
UK,Jan-07,996RS,0.0
UK,Jan-07,996S,0.0
UK,Jan-07,Bandit 1200,0.0
UK,Jan-07,Bandit 1200S,0.0
UK,Jan-07,Bandit 900,0.0
UK,Jan-07,Boulevard,0.0
UK,Jan-07,CRS550,0.0
UK,Jan-07,CRX500,0.0
UK,Jan-07,CRX600,0.0
UK,Jan-07,CRX650,0.0
UK,Jan-07,Enduro 350,0.0
UK,Jan-07,Enduro 450,0.0
UK,Jan-07,Enduro 550,0.0
UK,Jan-07,KingTwin,0.0
UK,Jan-07,MegaTwin,0.0
UK,Jan-07,RoadLiner,0.0
UK,Jan-07,RoadStar,0.0
UK,Jan-07,ST1200,0.0
UK,Jan-07,ST1200R,0.0
UK,Jan-07,ST900,0.0
UK,Jan-07,Victory,0.0
UK,Mar-07,200S,71.0
UK,Mar-07,300S,30.0
UK,Mar-07,600S,30.0
UK,Mar-07,626S,28.0
UK,Mar-07,676RS,33.0
UK,Mar-07,676S,31.0
UK,Mar-07,900S,111.0
UK,Mar-07,929S,54.0
UK,Mar-07,996RS,63.0
UK,Mar-07,996S,55.0
UK,Mar-07,Bandit 1200,0.0
UK,Mar-07,Bandit 1200S,68.0
UK,Mar-07,Bandit 900,0.0
UK,Mar-07,Boulevard,40.0
UK,Mar-07,CRS550,112.0
UK,Mar-07,CRX500,0.0
UK,Mar-07,CRX600,37.0
UK,Mar-07,CRX650,102.0
UK,Mar-07,Enduro 350,0.0
UK,Mar-07,Enduro 450,0.0
UK,Mar-07,Enduro 550,53.0
UK,Mar-07,KingTwin,0.0
UK,Mar-07,MegaTwin,35.0
UK,Mar-07,RoadLiner,37.0
UK,Mar-07,RoadStar,42.0
UK,Mar-07,ST1200,95.0
UK,Mar-07,ST1200R,113.0
UK,Mar-07,ST900,0.0
UK,Mar-07,Victory,0.0
US,Feb-07,200S,169.0
US,Feb-07,300S,50.0
US,Feb-07,600S,7.0
US,Feb-07,626S,161.0
US,Feb-07,676RS,222.0
US,Feb-07,676S,105.0
US,Feb-07,900S,20.0
US,Feb-07,929S,213.0
US,Feb-07,996RS,32.0
US,Feb-07,996S,136.0
US,Feb-07,Bandit 1200,0.0
US,Feb-07,Bandit 1200S,115.0
US,Feb-07,Bandit 900,0.0
US,Feb-07,Boulevard,185.0
US,Feb-07,CRS550,190.0
US,Feb-07,CRX500,0.0
US,Feb-07,CRX600,129.0
US,Feb-07,CRX650,87.0
US,Feb-07,Enduro 350,59.0
US,Feb-07,Enduro 450,0.0
US,Feb-07,Enduro 550,192.0
US,Feb-07,KingTwin,80.0
US,Feb-07,MegaTwin,146.0
US,Feb-07,RoadLiner,37.0
US,Feb-07,RoadStar,0.0
US,Feb-07,ST1200,126.0
US,Feb-07,ST1200R,152.0
US,Feb-07,ST900,0.0
US,Feb-07,Victory,0.0
US,Jan-07,200S,0.0
US,Jan-07,300S,0.0
US,Jan-07,600S,0.0
US,Jan-07,626S,0.0
US,Jan-07,676RS,0.0
US,Jan-07,676S,0.0
US,Jan-07,900S,0.0
US,Jan-07,929S,0.0
US,Jan-07,996RS,0.0
US,Jan-07,996S,0.0
US,Jan-07,Bandit 1200,0.0
US,Jan-07,Bandit 1200S,0.0
US,Jan-07,Bandit 900,0.0
US,Jan-07,Boulevard,0.0
US,Jan-07,CRS550,0.0
US,Jan-07,CRX500,0.0
US,Jan-07,CRX600,0.0
US,Jan-07,CRX650,0.0
US,Jan-07,Enduro 350,0.0
US,Jan-07,Enduro 450,0.0
US,Jan-07,Enduro 550,0.0
US,Jan-07,KingTwin,0.0
US,Jan-07,MegaTwin,0.0
US,Jan-07,RoadLiner,0.0
US,Jan-07,RoadStar,0.0
US,Jan-07,ST1200,0.0
US,Jan-07,ST1200R,0.0
US,Jan-07,ST900,0.0
US,Jan-07,Victory,0.0
US,Mar-07,200S,81.0
US,Mar-07,300S,22.0
US,Mar-07,600S,5.0
US,Mar-07,626S,82.0
US,Mar-07,676RS,116.0
US,Mar-07,676S,56.0
US,Mar-07,900S,6.0
US,Mar-07,929S,107.0
US,Mar-07,996RS,15.0
US,Mar-07,996S,68.0
US,Mar-07,Bandit 1200,0.0
US,Mar-07,Bandit 1200S,59.0
US,Mar-07,Bandit 900,0.0
US,Mar-07,Boulevard,93.0
US,Mar-07,CRS550,97.0
US,Mar-07,CRX500,0.0
US,Mar-07,CRX600,63.0
US,Mar-07,CRX650,45.0
US,Mar-07,Enduro 350,59.0
US,Mar-07,Enduro 450,0.0
US,Mar-07,Enduro 550,100.0
US,Mar-07,KingTwin,40.0
US,Mar-07,MegaTwin,75.0
US,Mar-07,RoadLiner,17.0
US,Mar-07,RoadStar,0.0
US,Mar-07,ST1200,64.0
US,Mar-07,ST1200R,79.0
US,Mar-07,ST900,0.0
US,Mar-07,Victory,0.0
