,id_of_Plant,id_of_Market,id_of_Month,id_of_Product,deliveryVar
1610,Dallas,Japan,Jan-07,CRX500,0.0
1611,Dallas,Japan,Jan-07,CRX600,0.0
1612,Dallas,Japan,Jan-07,CRX650,0.0
1613,Dallas,Japan,Jan-07,Enduro 350,0.0
1614,Dallas,Japan,Jan-07,Enduro 450,214.0
1615,Dallas,Japan,Jan-07,Enduro 550,0.0
1616,Dallas,Japan,Jan-07,KingTwin,0.0
1617,Dallas,Japan,Jan-07,MegaTwin,0.0
1618,Dallas,Japan,Jan-07,RoadLiner,0.0
1619,Dallas,Japan,Jan-07,RoadStar,149.0
1620,Dallas,Japan,Jan-07,ST1200,0.0
1621,Dallas,Japan,Jan-07,ST1200R,0.0
1622,Dallas,Japan,Jan-07,ST900,0.0
1623,Dallas,Japan,Jan-07,Victory,0.0
1624,Dallas,Japan,Mar-07,200S,0.0
1625,Dallas,Japan,Mar-07,300S,0.0
1626,Dallas,Japan,Mar-07,600S,0.0
1627,Dallas,Japan,Mar-07,626S,0.0
1628,Dallas,Japan,Mar-07,676RS,0.0
1629,Dallas,Japan,Mar-07,676S,59.0
1630,Dallas,Japan,Mar-07,900S,0.0
1631,Dallas,Japan,Mar-07,929S,0.0
1632,Dallas,Japan,Mar-07,996RS,0.0
1633,Dallas,Japan,Mar-07,996S,0.0
1634,Dallas,Japan,Mar-07,Bandit 1200,0.0
1635,Dallas,Japan,Mar-07,Bandit 1200S,0.0
1636,Dallas,Japan,Mar-07,Bandit 900,0.0
1637,Dallas,Japan,Mar-07,Boulevard,0.0
1638,Dallas,Japan,Mar-07,CRS550,0.0
1639,Dallas,Japan,Mar-07,CRX500,0.0
1640,Dallas,Japan,Mar-07,CRX600,0.0
1641,Dallas,Japan,Mar-07,CRX650,0.0
1642,Dallas,Japan,Mar-07,Enduro 350,0.0
1643,Dallas,Japan,Mar-07,Enduro 450,0.0
1644,Dallas,Japan,Mar-07,Enduro 550,0.0
1645,Dallas,Japan,Mar-07,KingTwin,0.0
1646,Dallas,Japan,Mar-07,MegaTwin,0.0
1647,Dallas,Japan,Mar-07,RoadLiner,0.0
1648,Dallas,Japan,Mar-07,RoadStar,0.0
1649,Dallas,Japan,Mar-07,ST1200,0.0
1650,Dallas,Japan,Mar-07,ST1200R,0.0
1651,Dallas,Japan,Mar-07,ST900,0.0
1652,Dallas,Japan,Mar-07,Victory,0.0
1653,Dallas,Spain,Feb-07,200S,65.0
1654,Dallas,Spain,Feb-07,300S,0.0
1655,Dallas,Spain,Feb-07,600S,0.0
1656,Dallas,Spain,Feb-07,626S,0.0
1657,Dallas,Spain,Feb-07,676RS,122.0
1658,Dallas,Spain,Feb-07,676S,0.0
1659,Dallas,Spain,Feb-07,900S,0.0
1660,Dallas,Spain,Feb-07,929S,0.0
1661,Dallas,Spain,Feb-07,996RS,0.0
1662,Dallas,Spain,Feb-07,996S,0.0
1663,Dallas,Spain,Feb-07,Bandit 1200,0.0
1664,Dallas,Spain,Feb-07,Bandit 1200S,0.0
1665,Dallas,Spain,Feb-07,Bandit 900,0.0
1666,Dallas,Spain,Feb-07,Boulevard,95.0
1667,Dallas,Spain,Feb-07,CRS550,0.0
1668,Dallas,Spain,Feb-07,CRX500,0.0
1669,Dallas,Spain,Feb-07,CRX600,0.0
1670,Dallas,Spain,Feb-07,CRX650,0.0
1671,Dallas,Spain,Feb-07,Enduro 350,0.0
1672,Dallas,Spain,Feb-07,Enduro 450,0.0
1673,Dallas,Spain,Feb-07,Enduro 550,0.0
1674,Dallas,Spain,Feb-07,KingTwin,0.0
1675,Dallas,Spain,Feb-07,MegaTwin,0.0
1676,Dallas,Spain,Feb-07,RoadLiner,0.0
1677,Dallas,Spain,Feb-07,RoadStar,0.0
1678,Dallas,Spain,Feb-07,ST1200,0.0
1679,Dallas,Spain,Feb-07,ST1200R,0.0
1680,Dallas,Spain,Feb-07,ST900,0.0
1681,Dallas,Spain,Feb-07,Victory,0.0
1682,Dallas,Spain,Jan-07,200S,68.0
1683,Dallas,Spain,Jan-07,300S,0.0
1684,Dallas,Spain,Jan-07,600S,0.0
1685,Dallas,Spain,Jan-07,626S,0.0
1686,Dallas,Spain,Jan-07,676RS,64.0
1687,Dallas,Spain,Jan-07,676S,138.0
1688,Dallas,Spain,Jan-07,900S,0.0
1689,Dallas,Spain,Jan-07,929S,0.0
1690,Dallas,Spain,Jan-07,996RS,0.0
1691,Dallas,Spain,Jan-07,996S,270.0
1692,Dallas,Spain,Jan-07,Bandit 1200,0.0
1693,Dallas,Spain,Jan-07,Bandit 1200S,0.0
1694,Dallas,Spain,Jan-07,Bandit 900,0.0
1695,Dallas,Spain,Jan-07,Boulevard,101.0
1696,Dallas,Spain,Jan-07,CRS550,0.0
1697,Dallas,Spain,Jan-07,CRX500,0.0
1698,Dallas,Spain,Jan-07,CRX600,0.0
1699,Dallas,Spain,Jan-07,CRX650,0.0
1700,Dallas,Spain,Jan-07,Enduro 350,0.0
1701,Dallas,Spain,Jan-07,Enduro 450,122.0
1702,Dallas,Spain,Jan-07,Enduro 550,0.0
1703,Dallas,Spain,Jan-07,KingTwin,0.0
1704,Dallas,Spain,Jan-07,MegaTwin,0.0
1705,Dallas,Spain,Jan-07,RoadLiner,0.0
1706,Dallas,Spain,Jan-07,RoadStar,0.0
1707,Dallas,Spain,Jan-07,ST1200,0.0
1708,Dallas,Spain,Jan-07,ST1200R,0.0
1709,Dallas,Spain,Jan-07,ST900,0.0
1710,Dallas,Spain,Jan-07,Victory,0.0
1711,Dallas,Spain,Mar-07,200S,59.0
1712,Dallas,Spain,Mar-07,300S,0.0
1713,Dallas,Spain,Mar-07,600S,0.0
1714,Dallas,Spain,Mar-07,626S,0.0
1715,Dallas,Spain,Mar-07,676RS,0.0
1716,Dallas,Spain,Mar-07,676S,0.0
1717,Dallas,Spain,Mar-07,900S,0.0
1718,Dallas,Spain,Mar-07,929S,0.0
1719,Dallas,Spain,Mar-07,996RS,0.0
1720,Dallas,Spain,Mar-07,996S,0.0
1721,Dallas,Spain,Mar-07,Bandit 1200,0.0
1722,Dallas,Spain,Mar-07,Bandit 1200S,0.0
1723,Dallas,Spain,Mar-07,Bandit 900,0.0
1724,Dallas,Spain,Mar-07,Boulevard,102.0
1725,Dallas,Spain,Mar-07,CRS550,0.0
1726,Dallas,Spain,Mar-07,CRX500,0.0
1727,Dallas,Spain,Mar-07,CRX600,0.0
1728,Dallas,Spain,Mar-07,CRX650,0.0
1729,Dallas,Spain,Mar-07,Enduro 350,0.0
1730,Dallas,Spain,Mar-07,Enduro 450,0.0
1731,Dallas,Spain,Mar-07,Enduro 550,0.0
1732,Dallas,Spain,Mar-07,KingTwin,0.0
1733,Dallas,Spain,Mar-07,MegaTwin,0.0
1734,Dallas,Spain,Mar-07,RoadLiner,0.0
1735,Dallas,Spain,Mar-07,RoadStar,85.0
1736,Dallas,Spain,Mar-07,ST1200,0.0
1737,Dallas,Spain,Mar-07,ST1200R,0.0
1738,Dallas,Spain,Mar-07,ST900,0.0
1739,Dallas,Spain,Mar-07,Victory,0.0
1740,Dallas,UK,Feb-07,200S,0.0
1741,Dallas,UK,Feb-07,300S,0.0
1742,Dallas,UK,Feb-07,600S,0.0
1743,Dallas,UK,Feb-07,626S,0.0
1744,Dallas,UK,Feb-07,676RS,0.0
1745,Dallas,UK,Feb-07,676S,0.0
1746,Dallas,UK,Feb-07,900S,0.0
1747,Dallas,UK,Feb-07,929S,0.0
1748,Dallas,UK,Feb-07,996RS,0.0
1749,Dallas,UK,Feb-07,996S,0.0
1750,Dallas,UK,Feb-07,Bandit 1200,0.0
1751,Dallas,UK,Feb-07,Bandit 1200S,0.0
1752,Dallas,UK,Feb-07,Bandit 900,0.0
1753,Dallas,UK,Feb-07,Boulevard,0.0
1754,Dallas,UK,Feb-07,CRS550,0.0
1755,Dallas,UK,Feb-07,CRX500,0.0
1756,Dallas,UK,Feb-07,CRX600,0.0
1757,Dallas,UK,Feb-07,CRX650,0.0
1758,Dallas,UK,Feb-07,Enduro 350,0.0
1759,Dallas,UK,Feb-07,Enduro 450,0.0
1760,Dallas,UK,Feb-07,Enduro 550,0.0
1761,Dallas,UK,Feb-07,KingTwin,0.0
1762,Dallas,UK,Feb-07,MegaTwin,0.0
1763,Dallas,UK,Feb-07,RoadLiner,0.0
1764,Dallas,UK,Feb-07,RoadStar,79.0
1765,Dallas,UK,Feb-07,ST1200,0.0
1766,Dallas,UK,Feb-07,ST1200R,0.0
1767,Dallas,UK,Feb-07,ST900,0.0
1768,Dallas,UK,Feb-07,Victory,0.0
1769,Dallas,UK,Jan-07,200S,0.0
1770,Dallas,UK,Jan-07,300S,0.0
1771,Dallas,UK,Jan-07,600S,0.0
1772,Dallas,UK,Jan-07,626S,0.0
1773,Dallas,UK,Jan-07,676RS,0.0
1774,Dallas,UK,Jan-07,676S,55.0
1775,Dallas,UK,Jan-07,900S,0.0
1776,Dallas,UK,Jan-07,929S,0.0
1777,Dallas,UK,Jan-07,996RS,0.0
1778,Dallas,UK,Jan-07,996S,0.0
1779,Dallas,UK,Jan-07,Bandit 1200,0.0
1780,Dallas,UK,Jan-07,Bandit 1200S,0.0
1781,Dallas,UK,Jan-07,Bandit 900,0.0
1782,Dallas,UK,Jan-07,Boulevard,76.0
1783,Dallas,UK,Jan-07,CRS550,0.0
1784,Dallas,UK,Jan-07,CRX500,0.0
1785,Dallas,UK,Jan-07,CRX600,0.0
1786,Dallas,UK,Jan-07,CRX650,0.0
1787,Dallas,UK,Jan-07,Enduro 350,0.0
1788,Dallas,UK,Jan-07,Enduro 450,187.0
1789,Dallas,UK,Jan-07,Enduro 550,0.0
1790,Dallas,UK,Jan-07,KingTwin,0.0
1791,Dallas,UK,Jan-07,MegaTwin,0.0
1792,Dallas,UK,Jan-07,RoadLiner,0.0
1793,Dallas,UK,Jan-07,RoadStar,0.0
1794,Dallas,UK,Jan-07,ST1200,0.0
1795,Dallas,UK,Jan-07,ST1200R,0.0
1796,Dallas,UK,Jan-07,ST900,0.0
1797,Dallas,UK,Jan-07,Victory,0.0
1798,Dallas,UK,Mar-07,200S,71.0
1799,Dallas,UK,Mar-07,300S,0.0
1800,Dallas,UK,Mar-07,600S,0.0
1801,Dallas,UK,Mar-07,626S,0.0
1802,Dallas,UK,Mar-07,676RS,0.0
1803,Dallas,UK,Mar-07,676S,31.0
1804,Dallas,UK,Mar-07,900S,0.0
1805,Dallas,UK,Mar-07,929S,0.0
1806,Dallas,UK,Mar-07,996RS,0.0
1807,Dallas,UK,Mar-07,996S,0.0
1808,Dallas,UK,Mar-07,Bandit 1200,0.0
1809,Dallas,UK,Mar-07,Bandit 1200S,0.0
1810,Dallas,UK,Mar-07,Bandit 900,0.0
1811,Dallas,UK,Mar-07,Boulevard,40.0
1812,Dallas,UK,Mar-07,CRS550,0.0
1813,Dallas,UK,Mar-07,CRX500,0.0
1814,Dallas,UK,Mar-07,CRX600,0.0
1815,Dallas,UK,Mar-07,CRX650,0.0
1816,Dallas,UK,Mar-07,Enduro 350,0.0
1817,Dallas,UK,Mar-07,Enduro 450,0.0
1818,Dallas,UK,Mar-07,Enduro 550,0.0
1819,Dallas,UK,Mar-07,KingTwin,0.0
1820,Dallas,UK,Mar-07,MegaTwin,0.0
1821,Dallas,UK,Mar-07,RoadLiner,0.0
1822,Dallas,UK,Mar-07,RoadStar,0.0
1823,Dallas,UK,Mar-07,ST1200,0.0
1824,Dallas,UK,Mar-07,ST1200R,0.0
1825,Dallas,UK,Mar-07,ST900,0.0
1826,Dallas,UK,Mar-07,Victory,0.0
1827,Dallas,US,Feb-07,200S,0.0
1828,Dallas,US,Feb-07,300S,0.0
1829,Dallas,US,Feb-07,600S,0.0
1830,Dallas,US,Feb-07,626S,0.0
1831,Dallas,US,Feb-07,676RS,0.0
1832,Dallas,US,Feb-07,676S,49.0
1833,Dallas,US,Feb-07,900S,0.0
1834,Dallas,US,Feb-07,929S,0.0
1835,Dallas,US,Feb-07,996RS,0.0
1836,Dallas,US,Feb-07,996S,0.0
1837,Dallas,US,Feb-07,Bandit 1200,0.0
1838,Dallas,US,Feb-07,Bandit 1200S,0.0
1839,Dallas,US,Feb-07,Bandit 900,0.0
1840,Dallas,US,Feb-07,Boulevard,0.0
1841,Dallas,US,Feb-07,CRS550,0.0
1842,Dallas,US,Feb-07,CRX500,0.0
1843,Dallas,US,Feb-07,CRX600,0.0
1844,Dallas,US,Feb-07,CRX650,0.0
1845,Dallas,US,Feb-07,Enduro 350,0.0
1846,Dallas,US,Feb-07,Enduro 450,0.0
1847,Dallas,US,Feb-07,Enduro 550,0.0
1848,Dallas,US,Feb-07,KingTwin,0.0
1849,Dallas,US,Feb-07,MegaTwin,0.0
1850,Dallas,US,Feb-07,RoadLiner,0.0
1851,Dallas,US,Feb-07,RoadStar,0.0
1852,Dallas,US,Feb-07,ST1200,0.0
1853,Dallas,US,Feb-07,ST1200R,0.0
1854,Dallas,US,Feb-07,ST900,0.0
1855,Dallas,US,Feb-07,Victory,0.0
1856,Dallas,US,Jan-07,200S,0.0
1857,Dallas,US,Jan-07,300S,0.0
1858,Dallas,US,Jan-07,600S,0.0
1859,Dallas,US,Jan-07,626S,0.0
1860,Dallas,US,Jan-07,676RS,323.0
1861,Dallas,US,Jan-07,676S,47.0
1862,Dallas,US,Jan-07,900S,0.0
1863,Dallas,US,Jan-07,929S,0.0
1864,Dallas,US,Jan-07,996RS,0.0
1865,Dallas,US,Jan-07,996S,138.0
1866,Dallas,US,Jan-07,Bandit 1200,0.0
1867,Dallas,US,Jan-07,Bandit 1200S,0.0
1868,Dallas,US,Jan-07,Bandit 900,0.0
1869,Dallas,US,Jan-07,Boulevard,269.0
1870,Dallas,US,Jan-07,CRS550,0.0
1871,Dallas,US,Jan-07,CRX500,0.0
1872,Dallas,US,Jan-07,CRX600,0.0
1873,Dallas,US,Jan-07,CRX650,0.0
1874,Dallas,US,Jan-07,Enduro 350,0.0
1875,Dallas,US,Jan-07,Enduro 450,190.0
1876,Dallas,US,Jan-07,Enduro 550,0.0
1877,Dallas,US,Jan-07,KingTwin,0.0
1878,Dallas,US,Jan-07,MegaTwin,0.0
1879,Dallas,US,Jan-07,RoadLiner,0.0
1880,Dallas,US,Jan-07,RoadStar,166.0
1881,Dallas,US,Jan-07,ST1200,0.0
1882,Dallas,US,Jan-07,ST1200R,0.0
1883,Dallas,US,Jan-07,ST900,0.0
1884,Dallas,US,Jan-07,Victory,0.0
1885,Dallas,US,Mar-07,200S,0.0
1886,Dallas,US,Mar-07,300S,0.0
1887,Dallas,US,Mar-07,600S,0.0
1888,Dallas,US,Mar-07,626S,0.0
1889,Dallas,US,Mar-07,676RS,0.0
1890,Dallas,US,Mar-07,676S,56.0
1891,Dallas,US,Mar-07,900S,0.0
1892,Dallas,US,Mar-07,929S,0.0
1893,Dallas,US,Mar-07,996RS,0.0
1894,Dallas,US,Mar-07,996S,68.0
1895,Dallas,US,Mar-07,Bandit 1200,0.0
1896,Dallas,US,Mar-07,Bandit 1200S,0.0
1897,Dallas,US,Mar-07,Bandit 900,0.0
1898,Dallas,US,Mar-07,Boulevard,0.0
1899,Dallas,US,Mar-07,CRS550,0.0
1900,Dallas,US,Mar-07,CRX500,0.0
1901,Dallas,US,Mar-07,CRX600,0.0
1902,Dallas,US,Mar-07,CRX650,0.0
1903,Dallas,US,Mar-07,Enduro 350,0.0
1904,Dallas,US,Mar-07,Enduro 450,0.0
1905,Dallas,US,Mar-07,Enduro 550,0.0
1906,Dallas,US,Mar-07,KingTwin,0.0
1907,Dallas,US,Mar-07,MegaTwin,0.0
1908,Dallas,US,Mar-07,RoadLiner,0.0
1909,Dallas,US,Mar-07,RoadStar,77.0
1910,Dallas,US,Mar-07,ST1200,0.0
1911,Dallas,US,Mar-07,ST1200R,0.0
1912,Dallas,US,Mar-07,ST900,0.0
1913,Dallas,US,Mar-07,Victory,0.0
1914,Houston,Argentina,Feb-07,200S,0.0
1915,Houston,Argentina,Feb-07,300S,0.0
1916,Houston,Argentina,Feb-07,600S,0.0
1917,Houston,Argentina,Feb-07,626S,0.0
1918,Houston,Argentina,Feb-07,676RS,0.0
1919,Houston,Argentina,Feb-07,676S,0.0
1920,Houston,Argentina,Feb-07,900S,0.0
1921,Houston,Argentina,Feb-07,929S,0.0
1922,Houston,Argentina,Feb-07,996RS,0.0
1923,Houston,Argentina,Feb-07,996S,0.0
1924,Houston,Argentina,Feb-07,Bandit 1200,0.0
1925,Houston,Argentina,Feb-07,Bandit 1200S,0.0
1926,Houston,Argentina,Feb-07,Bandit 900,0.0
1927,Houston,Argentina,Feb-07,Boulevard,0.0
1928,Houston,Argentina,Feb-07,CRS550,0.0
1929,Houston,Argentina,Feb-07,CRX500,0.0
1930,Houston,Argentina,Feb-07,CRX600,0.0
1931,Houston,Argentina,Feb-07,CRX650,0.0
1932,Houston,Argentina,Feb-07,Enduro 350,0.0
1933,Houston,Argentina,Feb-07,Enduro 450,0.0
1934,Houston,Argentina,Feb-07,Enduro 550,0.0
1935,Houston,Argentina,Feb-07,KingTwin,92.0
1936,Houston,Argentina,Feb-07,MegaTwin,186.0
1937,Houston,Argentina,Feb-07,RoadLiner,0.0
1938,Houston,Argentina,Feb-07,RoadStar,0.0
1939,Houston,Argentina,Feb-07,ST1200,0.0
1940,Houston,Argentina,Feb-07,ST1200R,0.0
1941,Houston,Argentina,Feb-07,ST900,0.0
1942,Houston,Argentina,Feb-07,Victory,0.0
1943,Houston,Argentina,Jan-07,200S,64.0
1944,Houston,Argentina,Jan-07,300S,46.0
1945,Houston,Argentina,Jan-07,600S,155.0
1946,Houston,Argentina,Jan-07,626S,0.0
1947,Houston,Argentina,Jan-07,676RS,0.0
1948,Houston,Argentina,Jan-07,676S,0.0
1949,Houston,Argentina,Jan-07,900S,0.0
1950,Houston,Argentina,Jan-07,929S,0.0
1951,Houston,Argentina,Jan-07,996RS,0.0
1952,Houston,Argentina,Jan-07,996S,0.0
1953,Houston,Argentina,Jan-07,Bandit 1200,0.0
1954,Houston,Argentina,Jan-07,Bandit 1200S,0.0
1955,Houston,Argentina,Jan-07,Bandit 900,0.0
1956,Houston,Argentina,Jan-07,Boulevard,0.0
1957,Houston,Argentina,Jan-07,CRS550,0.0
1958,Houston,Argentina,Jan-07,CRX500,0.0
1959,Houston,Argentina,Jan-07,CRX600,0.0
1960,Houston,Argentina,Jan-07,CRX650,0.0
1961,Houston,Argentina,Jan-07,Enduro 350,0.0
1962,Houston,Argentina,Jan-07,Enduro 450,0.0
1963,Houston,Argentina,Jan-07,Enduro 550,0.0
1964,Houston,Argentina,Jan-07,KingTwin,83.0
1965,Houston,Argentina,Jan-07,MegaTwin,88.0
1966,Houston,Argentina,Jan-07,RoadLiner,186.0
1967,Houston,Argentina,Jan-07,RoadStar,0.0
1968,Houston,Argentina,Jan-07,ST1200,0.0
1969,Houston,Argentina,Jan-07,ST1200R,0.0
1970,Houston,Argentina,Jan-07,ST900,0.0
1971,Houston,Argentina,Jan-07,Victory,0.0
1972,Houston,Argentina,Mar-07,200S,0.0
1973,Houston,Argentina,Mar-07,300S,0.0
1974,Houston,Argentina,Mar-07,600S,77.0
1975,Houston,Argentina,Mar-07,626S,0.0
1976,Houston,Argentina,Mar-07,676RS,0.0
1977,Houston,Argentina,Mar-07,676S,0.0
1978,Houston,Argentina,Mar-07,900S,0.0
1979,Houston,Argentina,Mar-07,929S,0.0
1980,Houston,Argentina,Mar-07,996RS,0.0
1981,Houston,Argentina,Mar-07,996S,0.0
1982,Houston,Argentina,Mar-07,Bandit 1200,0.0
1983,Houston,Argentina,Mar-07,Bandit 1200S,0.0
1984,Houston,Argentina,Mar-07,Bandit 900,0.0
1985,Houston,Argentina,Mar-07,Boulevard,0.0
1986,Houston,Argentina,Mar-07,CRS550,0.0
1987,Houston,Argentina,Mar-07,CRX500,0.0
1988,Houston,Argentina,Mar-07,CRX600,0.0
1989,Houston,Argentina,Mar-07,CRX650,0.0
1990,Houston,Argentina,Mar-07,Enduro 350,0.0
1991,Houston,Argentina,Mar-07,Enduro 450,0.0
1992,Houston,Argentina,Mar-07,Enduro 550,0.0
1993,Houston,Argentina,Mar-07,KingTwin,92.0
1994,Houston,Argentina,Mar-07,MegaTwin,0.0
1995,Houston,Argentina,Mar-07,RoadLiner,0.0
1996,Houston,Argentina,Mar-07,RoadStar,105.0
1997,Houston,Argentina,Mar-07,ST1200,0.0
1998,Houston,Argentina,Mar-07,ST1200R,0.0
1999,Houston,Argentina,Mar-07,ST900,0.0
2000,Houston,Argentina,Mar-07,Victory,0.0
2001,Houston,Brazil,Feb-07,200S,0.0
2002,Houston,Brazil,Feb-07,300S,0.0
2003,Houston,Brazil,Feb-07,600S,0.0
2004,Houston,Brazil,Feb-07,626S,0.0
2005,Houston,Brazil,Feb-07,676RS,0.0
2006,Houston,Brazil,Feb-07,676S,0.0
2007,Houston,Brazil,Feb-07,900S,0.0
2008,Houston,Brazil,Feb-07,929S,0.0
2009,Houston,Brazil,Feb-07,996RS,0.0
2010,Houston,Brazil,Feb-07,996S,0.0
2011,Houston,Brazil,Feb-07,Bandit 1200,0.0
2012,Houston,Brazil,Feb-07,Bandit 1200S,0.0
2013,Houston,Brazil,Feb-07,Bandit 900,0.0
2014,Houston,Brazil,Feb-07,Boulevard,0.0
2015,Houston,Brazil,Feb-07,CRS550,0.0
2016,Houston,Brazil,Feb-07,CRX500,0.0
2017,Houston,Brazil,Feb-07,CRX600,0.0
2018,Houston,Brazil,Feb-07,CRX650,0.0
2019,Houston,Brazil,Feb-07,Enduro 350,0.0
2020,Houston,Brazil,Feb-07,Enduro 450,0.0
2021,Houston,Brazil,Feb-07,Enduro 550,0.0
2022,Houston,Brazil,Feb-07,KingTwin,56.0
2023,Houston,Brazil,Feb-07,MegaTwin,155.0
2024,Houston,Brazil,Feb-07,RoadLiner,207.0
2025,Houston,Brazil,Feb-07,RoadStar,0.0
2026,Houston,Brazil,Feb-07,ST1200,0.0
2027,Houston,Brazil,Feb-07,ST1200R,0.0
2028,Houston,Brazil,Feb-07,ST900,0.0
2029,Houston,Brazil,Feb-07,Victory,0.0
2030,Houston,Brazil,Jan-07,200S,0.0
2031,Houston,Brazil,Jan-07,300S,0.0
2032,Houston,Brazil,Jan-07,600S,214.0
2033,Houston,Brazil,Jan-07,626S,0.0
2034,Houston,Brazil,Jan-07,676RS,0.0
2035,Houston,Brazil,Jan-07,676S,0.0
2036,Houston,Brazil,Jan-07,900S,0.0
2037,Houston,Brazil,Jan-07,929S,0.0
2038,Houston,Brazil,Jan-07,996RS,0.0
2039,Houston,Brazil,Jan-07,996S,0.0
2040,Houston,Brazil,Jan-07,Bandit 1200,0.0
2041,Houston,Brazil,Jan-07,Bandit 1200S,0.0
2042,Houston,Brazil,Jan-07,Bandit 900,0.0
2043,Houston,Brazil,Jan-07,Boulevard,0.0
2044,Houston,Brazil,Jan-07,CRS550,0.0
2045,Houston,Brazil,Jan-07,CRX500,0.0
2046,Houston,Brazil,Jan-07,CRX600,0.0
2047,Houston,Brazil,Jan-07,CRX650,0.0
2048,Houston,Brazil,Jan-07,Enduro 350,0.0
2049,Houston,Brazil,Jan-07,Enduro 450,0.0
2050,Houston,Brazil,Jan-07,Enduro 550,0.0
2051,Houston,Brazil,Jan-07,KingTwin,22.0
2052,Houston,Brazil,Jan-07,MegaTwin,80.0
2053,Houston,Brazil,Jan-07,RoadLiner,105.0
2054,Houston,Brazil,Jan-07,RoadStar,0.0
2055,Houston,Brazil,Jan-07,ST1200,0.0
2056,Houston,Brazil,Jan-07,ST1200R,0.0
2057,Houston,Brazil,Jan-07,ST900,0.0
2058,Houston,Brazil,Jan-07,Victory,0.0
2059,Houston,Brazil,Mar-07,200S,0.0
2060,Houston,Brazil,Mar-07,300S,0.0
2061,Houston,Brazil,Mar-07,600S,0.0
2062,Houston,Brazil,Mar-07,626S,0.0
2063,Houston,Brazil,Mar-07,676RS,0.0
2064,Houston,Brazil,Mar-07,676S,0.0
2065,Houston,Brazil,Mar-07,900S,0.0
2066,Houston,Brazil,Mar-07,929S,0.0
2067,Houston,Brazil,Mar-07,996RS,0.0
2068,Houston,Brazil,Mar-07,996S,0.0
2069,Houston,Brazil,Mar-07,Bandit 1200,0.0
2070,Houston,Brazil,Mar-07,Bandit 1200S,0.0
2071,Houston,Brazil,Mar-07,Bandit 900,0.0
2072,Houston,Brazil,Mar-07,Boulevard,0.0
2073,Houston,Brazil,Mar-07,CRS550,0.0
2074,Houston,Brazil,Mar-07,CRX500,0.0
2075,Houston,Brazil,Mar-07,CRX600,0.0
2076,Houston,Brazil,Mar-07,CRX650,0.0
2077,Houston,Brazil,Mar-07,Enduro 350,0.0
2078,Houston,Brazil,Mar-07,Enduro 450,0.0
2079,Houston,Brazil,Mar-07,Enduro 550,0.0
2080,Houston,Brazil,Mar-07,KingTwin,0.0
2081,Houston,Brazil,Mar-07,MegaTwin,0.0
2082,Houston,Brazil,Mar-07,RoadLiner,0.0
2083,Houston,Brazil,Mar-07,RoadStar,0.0
2084,Houston,Brazil,Mar-07,ST1200,0.0
2085,Houston,Brazil,Mar-07,ST1200R,0.0
2086,Houston,Brazil,Mar-07,ST900,0.0
2087,Houston,Brazil,Mar-07,Victory,0.0
2088,Houston,Canada,Feb-07,200S,0.0
2089,Houston,Canada,Feb-07,300S,23.0
2090,Houston,Canada,Feb-07,600S,149.0
2091,Houston,Canada,Feb-07,626S,0.0
2092,Houston,Canada,Feb-07,676RS,0.0
2093,Houston,Canada,Feb-07,676S,0.0
2094,Houston,Canada,Feb-07,900S,0.0
2095,Houston,Canada,Feb-07,929S,0.0
2096,Houston,Canada,Feb-07,996RS,0.0
2097,Houston,Canada,Feb-07,996S,0.0
2098,Houston,Canada,Feb-07,Bandit 1200,0.0
2099,Houston,Canada,Feb-07,Bandit 1200S,0.0
2100,Houston,Canada,Feb-07,Bandit 900,0.0
2101,Houston,Canada,Feb-07,Boulevard,0.0
2102,Houston,Canada,Feb-07,CRS550,0.0
2103,Houston,Canada,Feb-07,CRX500,0.0
2104,Houston,Canada,Feb-07,CRX600,0.0
2105,Houston,Canada,Feb-07,CRX650,0.0
2106,Houston,Canada,Feb-07,Enduro 350,0.0
2107,Houston,Canada,Feb-07,Enduro 450,0.0
2108,Houston,Canada,Feb-07,Enduro 550,0.0
2109,Houston,Canada,Feb-07,KingTwin,58.0
2110,Houston,Canada,Feb-07,MegaTwin,0.0
2111,Houston,Canada,Feb-07,RoadLiner,165.0
2112,Houston,Canada,Feb-07,RoadStar,98.0
2113,Houston,Canada,Feb-07,ST1200,0.0
2114,Houston,Canada,Feb-07,ST1200R,0.0
2115,Houston,Canada,Feb-07,ST900,0.0
2116,Houston,Canada,Feb-07,Victory,0.0
2117,Houston,Canada,Jan-07,200S,0.0
2118,Houston,Canada,Jan-07,300S,0.0
2119,Houston,Canada,Jan-07,600S,74.0
2120,Houston,Canada,Jan-07,626S,0.0
2121,Houston,Canada,Jan-07,676RS,0.0
2122,Houston,Canada,Jan-07,676S,0.0
2123,Houston,Canada,Jan-07,900S,0.0
2124,Houston,Canada,Jan-07,929S,0.0
2125,Houston,Canada,Jan-07,996RS,0.0
2126,Houston,Canada,Jan-07,996S,0.0
2127,Houston,Canada,Jan-07,Bandit 1200,0.0
2128,Houston,Canada,Jan-07,Bandit 1200S,0.0
2129,Houston,Canada,Jan-07,Bandit 900,0.0
2130,Houston,Canada,Jan-07,Boulevard,0.0
2131,Houston,Canada,Jan-07,CRS550,0.0
2132,Houston,Canada,Jan-07,CRX500,0.0
2133,Houston,Canada,Jan-07,CRX600,0.0
2134,Houston,Canada,Jan-07,CRX650,0.0
2135,Houston,Canada,Jan-07,Enduro 350,0.0
