Markets,Months,Products,value
Italy,Jan-07,ST1200,22.0
Italy,Feb-07,ST1200,15.0
Italy,Mar-07,ST1200,8.0
Italy,Jan-07,ST1200R,3.0
Italy,Feb-07,ST1200R,2.0
Italy,Mar-07,ST1200R,1.0
Italy,Jan-07,Bandit 900,36.0
Italy,Feb-07,Bandit 900,0.0
Italy,Mar-07,Bandit 900,44.0
Italy,Jan-07,Bandit 1200,12.0
Italy,Feb-07,Bandit 1200,0.0
Italy,Mar-07,Bandit 1200,15.0
Italy,Jan-07,Bandit 1200S,9.0
Italy,Feb-07,Bandit 1200S,7.0
Italy,Mar-07,Bandit 1200S,4.0
Italy,Jan-07,Enduro 350,1.0
Italy,Feb-07,Enduro 350,0.0
Italy,Mar-07,Enduro 350,4.0
Italy,Jan-07,Enduro 450,12.0
Italy,Feb-07,Enduro 450,0.0
Italy,Mar-07,Enduro 450,0.0
Italy,Jan-07,Enduro 550,32.0
Italy,Feb-07,Enduro 550,22.0
Italy,Mar-07,Enduro 550,11.0
Italy,Jan-07,CRX500,35.0
Italy,Feb-07,CRX500,13.0
Italy,Mar-07,CRX500,25.0
Italy,Jan-07,CRS550,23.0
Italy,Feb-07,CRS550,13.0
Italy,Mar-07,CRS550,11.0
Italy,Jan-07,CRX600,23.0
Italy,Feb-07,CRX600,32.0
Italy,Mar-07,CRX600,16.0
Italy,Jan-07,CRX650,23.0
Italy,Feb-07,CRX650,15.0
Italy,Mar-07,CRX650,8.0
China,Jan-07,200S,29.0
China,Feb-07,200S,0.0
China,Mar-07,200S,6.0
China,Jan-07,300S,11.0
China,Feb-07,300S,7.0
China,Mar-07,300S,4.0
China,Jan-07,600S,33.0
China,Feb-07,600S,22.0
China,Mar-07,600S,11.0
China,Jan-07,626S,26.0
China,Feb-07,626S,17.0
China,Mar-07,626S,9.0
China,Jan-07,676S,19.0
China,Feb-07,676S,13.0
China,Mar-07,676S,7.0
China,Jan-07,676RS,12.0
China,Feb-07,676RS,8.0
China,Mar-07,676RS,4.0
China,Jan-07,900S,4.0
China,Feb-07,900S,3.0
China,Mar-07,900S,2.0
China,Jan-07,929S,22.0
China,Feb-07,929S,15.0
China,Mar-07,929S,8.0
China,Jan-07,996S,33.0
China,Feb-07,996S,23.0
China,Mar-07,996S,13.0
China,Jan-07,996RS,2.0
China,Feb-07,996RS,1.0
China,Mar-07,996RS,1.0
China,Jan-07,RoadStar,11.0
China,Feb-07,RoadStar,0.0
China,Mar-07,RoadStar,0.0
China,Jan-07,RoadLiner,21.0
China,Feb-07,RoadLiner,14.0
China,Mar-07,RoadLiner,7.0
China,Jan-07,Victory,27.0
China,Feb-07,Victory,51.0
China,Mar-07,Victory,26.0
China,Jan-07,Boulevard,33.0
China,Feb-07,Boulevard,22.0
China,Mar-07,Boulevard,11.0
China,Jan-07,KingTwin,26.0
China,Feb-07,KingTwin,13.0
China,Mar-07,KingTwin,0.0
China,Jan-07,MegaTwin,0.0
China,Feb-07,MegaTwin,0.0
China,Mar-07,MegaTwin,0.0
China,Jan-07,ST900,18.0
China,Feb-07,ST900,0.0
China,Mar-07,ST900,0.0
China,Jan-07,ST1200,33.0
China,Feb-07,ST1200,23.0
China,Mar-07,ST1200,12.0
China,Jan-07,ST1200R,29.0
China,Feb-07,ST1200R,20.0
China,Mar-07,ST1200R,10.0
China,Jan-07,Bandit 900,18.0
China,Feb-07,Bandit 900,0.0
China,Mar-07,Bandit 900,0.0
China,Jan-07,Bandit 1200,34.0
China,Feb-07,Bandit 1200,9.0
China,Mar-07,Bandit 1200,0.0
China,Jan-07,Bandit 1200S,27.0
China,Feb-07,Bandit 1200S,19.0
China,Mar-07,Bandit 1200S,10.0
China,Jan-07,Enduro 350,31.0
China,Feb-07,Enduro 350,58.0
China,Mar-07,Enduro 350,29.0
China,Jan-07,Enduro 450,17.0
China,Feb-07,Enduro 450,0.0
China,Mar-07,Enduro 450,0.0
China,Jan-07,Enduro 550,34.0
China,Feb-07,Enduro 550,23.0
China,Mar-07,Enduro 550,11.0
China,Jan-07,CRX500,17.0
China,Feb-07,CRX500,4.0
China,Mar-07,CRX500,0.0
China,Jan-07,CRS550,8.0
China,Feb-07,CRS550,0.0
China,Mar-07,CRS550,10.0
China,Jan-07,CRX600,24.0
China,Feb-07,CRX600,16.0
China,Mar-07,CRX600,8.0
China,Jan-07,CRX650,14.0
China,Feb-07,CRX650,10.0
China,Mar-07,CRX650,5.0
Japan,Jan-07,200S,21.0
Japan,Feb-07,200S,0.0
Japan,Mar-07,200S,5.0
Japan,Jan-07,300S,4.0
Japan,Feb-07,300S,3.0
Japan,Mar-07,300S,2.0
Japan,Jan-07,600S,7.0
Japan,Feb-07,600S,5.0
Japan,Mar-07,600S,3.0
Japan,Jan-07,626S,28.0
Japan,Feb-07,626S,19.0
Japan,Mar-07,626S,10.0
Japan,Jan-07,676S,16.0
Japan,Feb-07,676S,11.0
Japan,Mar-07,676S,6.0
Japan,Jan-07,676RS,24.0
Japan,Feb-07,676RS,16.0
Japan,Mar-07,676RS,8.0
Japan,Jan-07,900S,13.0
Japan,Feb-07,900S,9.0
Japan,Mar-07,900S,5.0
Japan,Jan-07,929S,7.0
Japan,Feb-07,929S,5.0
Japan,Mar-07,929S,3.0
Japan,Jan-07,996S,17.0
Japan,Feb-07,996S,12.0
Japan,Mar-07,996S,7.0
Japan,Jan-07,996RS,8.0
Japan,Feb-07,996RS,5.0
Japan,Mar-07,996RS,3.0
Japan,Jan-07,RoadStar,25.0
Japan,Feb-07,RoadStar,13.0
Japan,Mar-07,RoadStar,0.0
Japan,Jan-07,RoadLiner,9.0
Japan,Feb-07,RoadLiner,7.0
Japan,Mar-07,RoadLiner,4.0
Japan,Jan-07,Victory,4.0
Japan,Feb-07,Victory,1.0
Japan,Mar-07,Victory,0.0
Japan,Jan-07,Boulevard,27.0
Japan,Feb-07,Boulevard,18.0
Japan,Mar-07,Boulevard,9.0
Japan,Jan-07,KingTwin,15.0
Japan,Feb-07,KingTwin,12.0
Japan,Mar-07,KingTwin,0.0
Japan,Jan-07,MegaTwin,19.0
Japan,Feb-07,MegaTwin,13.0
Japan,Mar-07,MegaTwin,7.0
Japan,Jan-07,ST900,15.0
Japan,Feb-07,ST900,0.0
Japan,Mar-07,ST900,18.0
Japan,Jan-07,ST1200,33.0
Japan,Feb-07,ST1200,23.0
Japan,Mar-07,ST1200,12.0
Japan,Jan-07,ST1200R,18.0
Japan,Feb-07,ST1200R,12.0
Japan,Mar-07,ST1200R,6.0
Japan,Jan-07,Bandit 900,17.0
Japan,Feb-07,Bandit 900,7.0
Japan,Mar-07,Bandit 900,20.0
Japan,Jan-07,Bandit 1200,11.0
Japan,Feb-07,Bandit 1200,15.0
Japan,Mar-07,Bandit 1200,0.0
Japan,Jan-07,Bandit 1200S,30.0
Japan,Feb-07,Bandit 1200S,21.0
Japan,Mar-07,Bandit 1200S,11.0
Japan,Jan-07,Enduro 350,26.0
Japan,Feb-07,Enduro 350,49.0
Japan,Mar-07,Enduro 350,25.0
Japan,Jan-07,Enduro 450,25.0
Japan,Feb-07,Enduro 450,0.0
Japan,Mar-07,Enduro 450,0.0
Japan,Jan-07,Enduro 550,28.0
Japan,Feb-07,Enduro 550,19.0
Japan,Mar-07,Enduro 550,10.0
Japan,Jan-07,CRX500,29.0
Japan,Feb-07,CRX500,1.0
Japan,Mar-07,CRX500,0.0
Japan,Jan-07,CRS550,7.0
Japan,Feb-07,CRS550,9.0
Japan,Mar-07,CRS550,0.0
Japan,Jan-07,CRX600,25.0
Japan,Feb-07,CRX600,10.0
Japan,Mar-07,CRX600,15.0
Japan,Jan-07,CRX650,28.0
Japan,Feb-07,CRX650,19.0
Japan,Mar-07,CRX650,10.0
