Markets,Months,Products,value
Italy,Jan-07,ST1200,60.0
Italy,Feb-07,ST1200,59.0
Italy,Mar-07,ST1200,60.0
Italy,Jan-07,ST1200R,8.0
Italy,Feb-07,ST1200R,6.0
Italy,Mar-07,ST1200R,5.0
Italy,Jan-07,Bandit 900,68.0
Italy,Feb-07,Bandit 900,54.0
Italy,Mar-07,Bandit 900,57.0
Italy,Jan-07,Bandit 1200,22.0
Italy,Feb-07,Bandit 1200,18.0
Italy,Mar-07,Bandit 1200,19.0
Italy,Jan-07,Bandit 1200S,24.0
Italy,Feb-07,Bandit 1200S,21.0
Italy,Mar-07,Bandit 1200S,19.0
Italy,Jan-07,Enduro 350,1.0
Italy,Feb-07,Enduro 350,5.0
Italy,Mar-07,Enduro 350,0.0
Italy,Jan-07,Enduro 450,11.0
Italy,Feb-07,Enduro 450,4.0
Italy,Mar-07,Enduro 450,1.0
Italy,Jan-07,Enduro 550,85.0
Italy,Feb-07,Enduro 550,88.0
Italy,Mar-07,Enduro 550,95.0
Italy,Jan-07,CRX500,20.0
Italy,Feb-07,CRX500,23.0
Italy,Mar-07,CRX500,21.0
Italy,Jan-07,CRS550,60.0
Italy,Feb-07,CRS550,52.0
Italy,Mar-07,CRS550,55.0
Italy,Jan-07,CRX600,53.0
Italy,Feb-07,CRX600,57.0
Italy,Mar-07,CRX600,57.0
Italy,Jan-07,CRX650,61.0
Italy,Feb-07,CRX650,64.0
Italy,Mar-07,CRX650,61.0
China,Jan-07,200S,6.0
China,Feb-07,200S,70.0
China,Mar-07,200S,81.0
China,Jan-07,300S,29.0
China,Feb-07,300S,34.0
China,Mar-07,300S,25.0
China,Jan-07,600S,88.0
China,Feb-07,600S,91.0
China,Mar-07,600S,93.0
China,Jan-07,626S,70.0
China,Feb-07,626S,63.0
China,Mar-07,626S,69.0
China,Jan-07,676S,52.0
China,Feb-07,676S,53.0
China,Mar-07,676S,61.0
China,Jan-07,676RS,32.0
China,Feb-07,676RS,33.0
China,Mar-07,676RS,35.0
China,Jan-07,900S,12.0
China,Feb-07,900S,11.0
China,Mar-07,900S,14.0
China,Jan-07,929S,60.0
China,Feb-07,929S,60.0
China,Mar-07,929S,63.0
China,Jan-07,996S,88.0
China,Feb-07,996S,91.0
China,Mar-07,996S,85.0
China,Jan-07,996RS,4.0
China,Feb-07,996RS,11.0
China,Mar-07,996RS,2.0
China,Jan-07,RoadStar,23.0
China,Feb-07,RoadStar,23.0
China,Mar-07,RoadStar,16.0
China,Jan-07,RoadLiner,57.0
China,Feb-07,RoadLiner,53.0
China,Mar-07,RoadLiner,57.0
China,Jan-07,Victory,56.0
China,Feb-07,Victory,49.0
China,Mar-07,Victory,51.0
China,Jan-07,Boulevard,89.0
China,Feb-07,Boulevard,82.0
China,Mar-07,Boulevard,87.0
China,Jan-07,KingTwin,64.0
China,Feb-07,KingTwin,67.0
China,Mar-07,KingTwin,67.0
China,Jan-07,MegaTwin,0.0
China,Feb-07,MegaTwin,9.0
China,Mar-07,MegaTwin,7.0
China,Jan-07,ST900,33.0
China,Feb-07,ST900,16.0
China,Mar-07,ST900,14.0
China,Jan-07,ST1200,89.0
China,Feb-07,ST1200,89.0
China,Mar-07,ST1200,88.0
China,Jan-07,ST1200R,77.0
China,Feb-07,ST1200R,78.0
China,Mar-07,ST1200R,75.0
China,Jan-07,Bandit 900,17.0
China,Feb-07,Bandit 900,5.0
China,Mar-07,Bandit 900,8.0
China,Jan-07,Bandit 1200,76.0
China,Feb-07,Bandit 1200,78.0
China,Mar-07,Bandit 1200,76.0
China,Jan-07,Bandit 1200S,72.0
China,Feb-07,Bandit 1200S,80.0
China,Mar-07,Bandit 1200S,74.0
China,Jan-07,Enduro 350,65.0
China,Feb-07,Enduro 350,64.0
China,Mar-07,Enduro 350,59.0
China,Jan-07,Enduro 450,29.0
China,Feb-07,Enduro 450,26.0
China,Mar-07,Enduro 450,15.0
China,Jan-07,Enduro 550,92.0
China,Feb-07,Enduro 550,91.0
China,Mar-07,Enduro 550,98.0
China,Jan-07,CRX500,7.0
China,Feb-07,CRX500,0.0
China,Mar-07,CRX500,1.0
China,Jan-07,CRS550,15.0
China,Feb-07,CRS550,12.0
China,Mar-07,CRS550,16.0
China,Jan-07,CRX600,64.0
China,Feb-07,CRX600,68.0
China,Mar-07,CRX600,70.0
China,Jan-07,CRX650,37.0
China,Feb-07,CRX650,36.0
China,Mar-07,CRX650,45.0
Japan,Jan-07,200S,5.0
Japan,Feb-07,200S,53.0
Japan,Mar-07,200S,53.0
Japan,Jan-07,300S,10.0
Japan,Feb-07,300S,6.0
Japan,Mar-07,300S,10.0
Japan,Jan-07,600S,20.0
Japan,Feb-07,600S,18.0
Japan,Mar-07,600S,13.0
Japan,Jan-07,626S,74.0
Japan,Feb-07,626S,76.0
Japan,Mar-07,626S,76.0
Japan,Jan-07,676S,42.0
Japan,Feb-07,676S,51.0
Japan,Mar-07,676S,53.0
Japan,Jan-07,676RS,64.0
Japan,Feb-07,676RS,60.0
Japan,Mar-07,676RS,62.0
Japan,Jan-07,900S,35.0
Japan,Feb-07,900S,34.0
Japan,Mar-07,900S,32.0
Japan,Jan-07,929S,20.0
Japan,Feb-07,929S,21.0
Japan,Mar-07,929S,20.0
Japan,Jan-07,996S,45.0
Japan,Feb-07,996S,46.0
Japan,Mar-07,996S,48.0
Japan,Jan-07,996RS,21.0
Japan,Feb-07,996RS,21.0
Japan,Mar-07,996RS,20.0
Japan,Jan-07,RoadStar,63.0
Japan,Feb-07,RoadStar,61.0
Japan,Mar-07,RoadStar,59.0
Japan,Jan-07,RoadLiner,26.0
Japan,Feb-07,RoadLiner,21.0
Japan,Mar-07,RoadLiner,18.0
Japan,Jan-07,Victory,2.0
Japan,Feb-07,Victory,0.0
Japan,Mar-07,Victory,0.0
Japan,Jan-07,Boulevard,73.0
Japan,Feb-07,Boulevard,72.0
Japan,Mar-07,Boulevard,65.0
Japan,Jan-07,KingTwin,33.0
Japan,Feb-07,KingTwin,37.0
Japan,Mar-07,KingTwin,33.0
Japan,Jan-07,MegaTwin,51.0
Japan,Feb-07,MegaTwin,55.0
Japan,Mar-07,MegaTwin,49.0
Japan,Jan-07,ST900,26.0
Japan,Feb-07,ST900,26.0
Japan,Mar-07,ST900,23.0
Japan,Jan-07,ST1200,88.0
Japan,Feb-07,ST1200,88.0
Japan,Mar-07,ST1200,95.0
Japan,Jan-07,ST1200R,47.0
Japan,Feb-07,ST1200R,41.0
Japan,Mar-07,ST1200R,46.0
Japan,Jan-07,Bandit 900,11.0
Japan,Feb-07,Bandit 900,19.0
Japan,Mar-07,Bandit 900,15.0
Japan,Jan-07,Bandit 1200,17.0
Japan,Feb-07,Bandit 1200,13.0
Japan,Mar-07,Bandit 1200,16.0
Japan,Jan-07,Bandit 1200S,80.0
Japan,Feb-07,Bandit 1200S,80.0
Japan,Mar-07,Bandit 1200S,83.0
Japan,Jan-07,Enduro 350,55.0
Japan,Feb-07,Enduro 350,50.0
Japan,Mar-07,Enduro 350,53.0
Japan,Jan-07,Enduro 450,46.0
Japan,Feb-07,Enduro 450,40.0
Japan,Mar-07,Enduro 450,31.0
Japan,Jan-07,Enduro 550,75.0
Japan,Feb-07,Enduro 550,77.0
Japan,Mar-07,Enduro 550,75.0
Japan,Jan-07,CRX500,7.0
Japan,Feb-07,CRX500,8.0
Japan,Mar-07,CRX500,2.0
Japan,Jan-07,CRS550,13.0
Japan,Feb-07,CRS550,7.0
Japan,Mar-07,CRS550,4.0
Japan,Jan-07,CRX600,61.0
Japan,Feb-07,CRX600,62.0
Japan,Mar-07,CRX600,59.0
Japan,Jan-07,CRX650,76.0
Japan,Feb-07,CRX650,83.0
Japan,Mar-07,CRX650,83.0
