plant,product,month,capacity,production,absdiff,reldiff
Bucarest,Bandit 1200,Mar-07,201,167,34,16.8316831683
Bucarest,Bandit 1200S,Jan-07,40,40,0,0.0
Bucarest,Bandit 1200S,Feb-07,40,40,0,0.0
Bucarest,Bandit 1200S,Mar-07,40,0,40,97.5609756098
Bucarest,Enduro 350,Jan-07,221,221,0,0.0
Bucarest,Enduro 350,Feb-07,221,221,0,0.0
Bucarest,Enduro 350,Mar-07,221,221,0,0.0
Bucarest,Enduro 450,Jan-07,223,0,223,99.5535714286
Bucarest,Enduro 450,Feb-07,223,0,223,99.5535714286
Bucarest,Enduro 450,Mar-07,223,0,223,99.5535714286
Bucarest,Enduro 550,Jan-07,193,162,31,15.9793814433
Bucarest,Enduro 550,Feb-07,193,186,7,3.60824742268
Bucarest,Enduro 550,Mar-07,193,193,0,0.0
Bucarest,CRX500,Jan-07,126,0,126,99.2125984252
Bucarest,CRX500,Feb-07,126,0,126,99.2125984252
Bucarest,CRX500,Mar-07,126,0,126,99.2125984252
Bucarest,CRS550,Jan-07,66,66,0,0.0
Bucarest,CRS550,Feb-07,66,66,0,0.0
Bucarest,CRS550,Mar-07,66,66,0,0.0
Bucarest,CRX600,Jan-07,241,241,0,0.0
Bucarest,CRX600,Feb-07,241,241,0,0.0
Bucarest,CRX600,Mar-07,241,241,0,0.0
Bucarest,CRX650,Jan-07,218,0,218,99.5433789954
Bucarest,CRX650,Feb-07,218,0,218,99.5433789954
Bucarest,CRX650,Mar-07,218,8,210,95.8904109589
Shanghai,200S,Jan-07,0,0,0,0.0
Shanghai,200S,Feb-07,0,0,0,0.0
Shanghai,200S,Mar-07,0,0,0,0.0
Shanghai,300S,Jan-07,0,0,0,0.0
Shanghai,300S,Feb-07,0,0,0,0.0
Shanghai,300S,Mar-07,0,0,0,0.0
Shanghai,600S,Jan-07,0,0,0,0.0
Shanghai,600S,Feb-07,0,0,0,0.0
Shanghai,600S,Mar-07,0,0,0,0.0
Shanghai,626S,Jan-07,0,0,0,0.0
Shanghai,626S,Feb-07,0,0,0,0.0
Shanghai,626S,Mar-07,0,0,0,0.0
Shanghai,676S,Jan-07,0,0,0,0.0
Shanghai,676S,Feb-07,0,0,0,0.0
Shanghai,676S,Mar-07,0,0,0,0.0
Shanghai,676RS,Jan-07,0,0,0,0.0
Shanghai,676RS,Feb-07,0,0,0,0.0
Shanghai,676RS,Mar-07,0,0,0,0.0
Shanghai,900S,Jan-07,0,0,0,0.0
Shanghai,900S,Feb-07,0,0,0,0.0
Shanghai,900S,Mar-07,0,0,0,0.0
Shanghai,929S,Jan-07,0,0,0,0.0
Shanghai,929S,Feb-07,0,0,0,0.0
Shanghai,929S,Mar-07,0,0,0,0.0
Shanghai,996S,Jan-07,0,0,0,0.0
Shanghai,996S,Feb-07,0,0,0,0.0
Shanghai,996S,Mar-07,0,0,0,0.0
Shanghai,996RS,Jan-07,0,0,0,0.0
Shanghai,996RS,Feb-07,0,0,0,0.0
Shanghai,996RS,Mar-07,0,0,0,0.0
Shanghai,RoadStar,Jan-07,69,69,0,0.0
Shanghai,RoadStar,Feb-07,69,69,0,0.0
Shanghai,RoadStar,Mar-07,69,69,0,0.0
Shanghai,RoadLiner,Jan-07,31,31,0,0.0
Shanghai,RoadLiner,Feb-07,31,31,0,0.0
Shanghai,RoadLiner,Mar-07,31,31,0,0.0
Shanghai,Victory,Jan-07,211,211,0,0.0
Shanghai,Victory,Feb-07,211,211,0,0.0
Shanghai,Victory,Mar-07,211,211,0,0.0
Shanghai,Boulevard,Jan-07,168,168,0,0.0
Shanghai,Boulevard,Feb-07,168,168,0,0.0
Shanghai,Boulevard,Mar-07,168,168,0,0.0
Shanghai,KingTwin,Jan-07,146,146,0,0.0
Shanghai,KingTwin,Feb-07,146,146,0,0.0
Shanghai,KingTwin,Mar-07,146,146,0,0.0
Shanghai,MegaTwin,Jan-07,102,102,0,0.0
Shanghai,MegaTwin,Feb-07,102,102,0,0.0
Shanghai,MegaTwin,Mar-07,102,102,0,0.0
Shanghai,ST900,Jan-07,229,229,0,0.0
Shanghai,ST900,Feb-07,229,217,12,5.21739130435
Shanghai,ST900,Mar-07,229,209,20,8.69565217391
Shanghai,ST1200,Jan-07,58,58,0,0.0
Shanghai,ST1200,Feb-07,58,58,0,0.0
Shanghai,ST1200,Mar-07,58,58,0,0.0
Shanghai,ST1200R,Jan-07,105,105,0,0.0
Shanghai,ST1200R,Feb-07,105,105,0,0.0
Shanghai,ST1200R,Mar-07,105,105,0,0.0
Shanghai,Bandit 900,Jan-07,188,188,0,0.0
Shanghai,Bandit 900,Feb-07,188,188,0,0.0
Shanghai,Bandit 900,Mar-07,188,188,0,0.0
Shanghai,Bandit 1200,Jan-07,70,70,0,0.0
Shanghai,Bandit 1200,Feb-07,70,70,0,0.0
Shanghai,Bandit 1200,Mar-07,70,70,0,0.0
Shanghai,Bandit 1200S,Jan-07,240,240,0,0.0
Shanghai,Bandit 1200S,Feb-07,240,240,0,0.0
Shanghai,Bandit 1200S,Mar-07,240,240,0,0.0
Shanghai,Enduro 350,Jan-07,117,117,0,0.0
Shanghai,Enduro 350,Feb-07,117,117,0,0.0
Shanghai,Enduro 350,Mar-07,117,117,0,0.0
Shanghai,Enduro 450,Jan-07,169,142,27,15.8823529412
Shanghai,Enduro 450,Feb-07,169,134,35,20.5882352941
Shanghai,Enduro 450,Mar-07,169,169,0,0.0
Shanghai,Enduro 550,Jan-07,154,154,0,0.0
Shanghai,Enduro 550,Feb-07,154,154,0,0.0
Shanghai,Enduro 550,Mar-07,154,154,0,0.0
Shanghai,CRX500,Jan-07,266,43,223,83.5205992509
Shanghai,CRX500,Feb-07,266,72,194,72.65917603
Shanghai,CRX500,Mar-07,266,33,233,87.265917603
Shanghai,CRS550,Jan-07,261,261,0,0.0
Shanghai,CRS550,Feb-07,261,261,0,0.0
Shanghai,CRS550,Mar-07,261,261,0,0.0
Shanghai,CRX600,Jan-07,117,117,0,0.0
Shanghai,CRX600,Feb-07,117,117,0,0.0
Shanghai,CRX600,Mar-07,117,117,0,0.0
Shanghai,CRX650,Jan-07,72,72,0,0.0
Shanghai,CRX650,Feb-07,72,72,0,0.0
Shanghai,CRX650,Mar-07,72,72,0,0.0
