id,capacity,remaining life,cost of maintenance,maintenance loss,cost of repair,repair loss,loss per life day,production value unit
M-696,110,10,50,50,100,100,20,10
M-697,110,12,50,50,100,100,20,10
M-698,100,15,50,50,100,100,20,10
M-699,120,16,50,50,100,100,20,10
M-700,110,16,50,50,100,100,20,10
M-701,100,12,50,50,100,100,20,10
M-702,130,6,50,50,100,100,20,10
M-703,130,9,50,50,100,100,20,10
M-704,110,8,50,50,100,100,20,10
M-705,80,19,50,50,100,100,20,10
M-706,130,11,50,50,100,100,20,10
M-707,110,5,50,50,100,100,20,10
M-708,100,18,50,50,100,100,20,10
M-709,100,11,50,50,100,100,20,10
M-710,100,16,50,50,100,100,20,10
M-711,100,11,50,50,100,100,20,10
M-712,130,10,50,50,100,100,20,10
M-713,100,19,50,50,100,100,20,10
M-714,100,7,50,50,100,100,20,10
M-715,120,15,50,50,100,100,20,10
M-716,90,7,50,50,100,100,20,10
M-717,110,8,50,50,100,100,20,10
M-718,80,6,50,50,100,100,20,10
M-719,80,14,50,50,100,100,20,10
M-720,110,8,50,50,100,100,20,10
M-721,110,15,50,50,100,100,20,10
M-722,110,7,50,50,100,100,20,10
M-723,80,17,50,50,100,100,20,10
M-724,120,15,50,50,100,100,20,10
M-725,80,15,50,50,100,100,20,10
M-726,140,7,50,50,100,100,20,10
M-727,120,14,50,50,100,100,20,10
M-728,80,14,50,50,100,100,20,10
M-729,90,13,50,50,100,100,20,10
M-730,110,13,50,50,100,100,20,10
M-731,90,18,50,50,100,100,20,10
M-732,120,10,50,50,100,100,20,10
M-733,140,20,50,50,100,100,20,10
M-734,140,13,50,50,100,100,20,10
M-735,100,10,50,50,100,100,20,10
M-736,140,7,50,50,100,100,20,10
M-737,140,10,50,50,100,100,20,10
M-738,110,15,50,50,100,100,20,10
M-739,90,12,50,50,100,100,20,10
M-740,100,12,50,50,100,100,20,10
M-741,140,11,50,50,100,100,20,10
M-742,120,15,50,50,100,100,20,10
M-743,90,16,50,50,100,100,20,10
M-744,100,19,50,50,100,100,20,10
M-745,150,8,50,50,100,100,20,10
M-746,140,17,50,50,100,100,20,10
M-747,130,20,50,50,100,100,20,10
M-748,80,11,50,50,100,100,20,10
M-749,110,18,50,50,100,100,20,10
M-750,90,13,50,50,100,100,20,10
M-751,140,9,50,50,100,100,20,10
M-752,110,12,50,50,100,100,20,10
M-753,90,16,50,50,100,100,20,10
M-754,90,11,50,50,100,100,20,10
M-755,110,20,50,50,100,100,20,10
M-756,130,8,50,50,100,100,20,10
M-757,90,12,50,50,100,100,20,10
M-758,130,17,50,50,100,100,20,10
M-759,120,18,50,50,100,100,20,10
M-760,80,8,50,50,100,100,20,10
M-761,110,17,50,50,100,100,20,10
M-762,150,11,50,50,100,100,20,10
M-763,80,13,50,50,100,100,20,10
M-764,90,19,50,50,100,100,20,10
M-765,80,8,50,50,100,100,20,10
M-766,130,20,50,50,100,100,20,10
M-767,80,15,50,50,100,100,20,10
M-768,120,13,50,50,100,100,20,10
M-769,100,17,50,50,100,100,20,10
M-770,110,6,50,50,100,100,20,10
M-771,110,5,50,50,100,100,20,10
M-772,100,20,50,50,100,100,20,10
M-773,130,14,50,50,100,100,20,10
M-774,140,19,50,50,100,100,20,10
M-775,80,16,50,50,100,100,20,10
M-776,110,5,50,50,100,100,20,10
M-777,120,17,50,50,100,100,20,10
M-778,140,10,50,50,100,100,20,10
M-779,130,12,50,50,100,100,20,10
M-780,110,8,50,50,100,100,20,10
M-781,90,6,50,50,100,100,20,10
M-782,90,17,50,50,100,100,20,10
M-783,110,11,50,50,100,100,20,10
M-784,120,14,50,50,100,100,20,10
M-785,130,20,50,50,100,100,20,10
M-786,120,19,50,50,100,100,20,10
M-787,130,16,50,50,100,100,20,10
M-788,140,12,50,50,100,100,20,10
M-789,80,14,50,50,100,100,20,10
M-790,90,14,50,50,100,100,20,10
M-791,110,14,50,50,100,100,20,10
M-792,100,14,50,50,100,100,20,10
M-793,90,15,50,50,100,100,20,10
M-794,140,20,50,50,100,100,20,10
M-795,140,8,50,50,100,100,20,10
M-796,130,11,50,50,100,100,20,10
M-797,120,14,50,50,100,100,20,10
M-798,130,9,50,50,100,100,20,10
M-799,110,17,50,50,100,100,20,10
M-800,100,16,50,50,100,100,20,10
M-801,80,19,50,50,100,100,20,10
M-802,100,18,50,50,100,100,20,10
M-803,90,10,50,50,100,100,20,10
M-804,140,13,50,50,100,100,20,10
M-805,90,10,50,50,100,100,20,10
M-806,110,11,50,50,100,100,20,10
M-807,120,19,50,50,100,100,20,10
M-808,110,11,50,50,100,100,20,10
M-809,120,14,50,50,100,100,20,10
M-810,110,17,50,50,100,100,20,10
M-811,90,11,50,50,100,100,20,10
M-812,130,14,50,50,100,100,20,10
M-813,90,14,50,50,100,100,20,10
M-814,140,19,50,50,100,100,20,10
M-815,100,10,50,50,100,100,20,10
M-816,130,11,50,50,100,100,20,10
M-817,130,6,50,50,100,100,20,10
M-818,140,12,50,50,100,100,20,10
M-819,80,8,50,50,100,100,20,10
M-820,130,11,50,50,100,100,20,10
M-821,120,19,50,50,100,100,20,10
M-822,80,12,50,50,100,100,20,10
M-823,120,9,50,50,100,100,20,10
M-824,110,5,50,50,100,100,20,10
M-825,120,16,50,50,100,100,20,10
M-826,130,5,50,50,100,100,20,10
M-827,80,16,50,50,100,100,20,10
M-828,120,10,50,50,100,100,20,10
M-829,120,11,50,50,100,100,20,10
M-830,80,14,50,50,100,100,20,10
M-831,110,10,50,50,100,100,20,10
M-832,100,14,50,50,100,100,20,10
M-833,110,11,50,50,100,100,20,10
M-834,80,13,50,50,100,100,20,10
M-835,130,12,50,50,100,100,20,10
M-836,100,5,50,50,100,100,20,10
M-837,140,20,50,50,100,100,20,10
M-838,80,9,50,50,100,100,20,10
M-839,140,12,50,50,100,100,20,10
M-840,150,5,50,50,100,100,20,10
M-841,80,5,50,50,100,100,20,10
M-842,130,10,50,50,100,100,20,10
M-843,80,5,50,50,100,100,20,10
M-844,80,13,50,50,100,100,20,10
M-845,80,13,50,50,100,100,20,10
M-846,90,10,50,50,100,100,20,10
M-847,110,8,50,50,100,100,20,10
M-848,110,12,50,50,100,100,20,10
M-849,80,9,50,50,100,100,20,10
M-850,140,11,50,50,100,100,20,10
M-851,140,18,50,50,100,100,20,10
M-852,100,13,50,50,100,100,20,10
M-853,80,14,50,50,100,100,20,10
M-854,90,19,50,50,100,100,20,10
M-855,130,12,50,50,100,100,20,10
M-856,80,7,50,50,100,100,20,10
M-857,80,12,50,50,100,100,20,10
M-858,100,15,50,50,100,100,20,10
M-859,110,10,50,50,100,100,20,10
M-860,90,5,50,50,100,100,20,10
M-861,140,10,50,50,100,100,20,10
M-862,80,5,50,50,100,100,20,10
M-863,80,9,50,50,100,100,20,10
M-864,90,11,50,50,100,100,20,10
M-865,110,20,50,50,100,100,20,10
M-866,140,18,50,50,100,100,20,10
M-867,130,7,50,50,100,100,20,10
M-868,110,9,50,50,100,100,20,10
M-869,120,11,50,50,100,100,20,10
M-870,130,17,50,50,100,100,20,10
M-871,80,20,50,50,100,100,20,10
M-872,100,9,50,50,100,100,20,10
M-873,140,18,50,50,100,100,20,10
M-874,110,20,50,50,100,100,20,10
M-875,100,13,50,50,100,100,20,10
M-876,130,12,50,50,100,100,20,10
M-877,130,5,50,50,100,100,20,10
M-878,90,13,50,50,100,100,20,10
M-879,110,7,50,50,100,100,20,10
M-880,140,11,50,50,100,100,20,10
M-881,130,17,50,50,100,100,20,10
M-882,120,17,50,50,100,100,20,10
M-883,130,19,50,50,100,100,20,10
M-884,120,10,50,50,100,100,20,10
M-885,140,17,50,50,100,100,20,10
M-886,140,12,50,50,100,100,20,10
M-887,90,13,50,50,100,100,20,10
M-888,100,13,50,50,100,100,20,10
M-889,110,14,50,50,100,100,20,10
M-890,120,17,50,50,100,100,20,10
M-891,80,18,50,50,100,100,20,10
M-892,140,17,50,50,100,100,20,10
M-893,80,14,50,50,100,100,20,10
M-894,120,19,50,50,100,100,20,10
M-895,90,19,50,50,100,100,20,10
M-896,130,17,50,50,100,100,20,10
M-897,100,5,50,50,100,100,20,10
M-898,130,11,50,50,100,100,20,10
M-899,130,16,50,50,100,100,20,10
M-900,130,18,50,50,100,100,20,10
M-901,130,5,50,50,100,100,20,10
M-902,100,18,50,50,100,100,20,10
M-903,100,10,50,50,100,100,20,10
M-904,90,20,50,50,100,100,20,10
M-905,130,18,50,50,100,100,20,10
M-906,120,6,50,50,100,100,20,10
M-907,100,19,50,50,100,100,20,10
M-908,140,19,50,50,100,100,20,10
M-909,120,19,50,50,100,100,20,10
M-910,110,12,50,50,100,100,20,10
M-911,100,17,50,50,100,100,20,10
M-912,110,20,50,50,100,100,20,10
M-913,90,8,50,50,100,100,20,10
M-914,80,13,50,50,100,100,20,10
M-915,120,14,50,50,100,100,20,10
M-916,90,12,50,50,100,100,20,10
M-917,110,14,50,50,100,100,20,10
M-918,120,18,50,50,100,100,20,10
M-919,140,12,50,50,100,100,20,10
M-920,130,19,50,50,100,100,20,10
M-921,120,18,50,50,100,100,20,10
M-922,130,11,50,50,100,100,20,10
M-923,130,6,50,50,100,100,20,10
M-924,100,11,50,50,100,100,20,10
M-925,100,14,50,50,100,100,20,10
M-926,120,15,50,50,100,100,20,10
M-927,130,14,50,50,100,100,20,10
M-928,120,10,50,50,100,100,20,10
M-929,80,14,50,50,100,100,20,10
M-930,90,12,50,50,100,100,20,10
M-931,80,6,50,50,100,100,20,10
M-932,110,7,50,50,100,100,20,10
M-933,140,19,50,50,100,100,20,10
M-934,100,16,50,50,100,100,20,10
M-935,130,9,50,50,100,100,20,10
M-936,110,12,50,50,100,100,20,10
M-937,90,12,50,50,100,100,20,10
M-938,80,11,50,50,100,100,20,10
M-939,80,13,50,50,100,100,20,10
M-940,110,9,50,50,100,100,20,10
M-941,140,10,50,50,100,100,20,10
M-942,110,18,50,50,100,100,20,10
M-943,130,19,50,50,100,100,20,10
M-944,130,11,50,50,100,100,20,10
M-945,90,14,50,50,100,100,20,10
M-946,120,8,50,50,100,100,20,10
M-947,150,11,50,50,100,100,20,10
M-948,140,20,50,50,100,100,20,10
M-949,150,5,50,50,100,100,20,10
M-950,140,14,50,50,100,100,20,10
M-951,110,6,50,50,100,100,20,10
M-952,120,9,50,50,100,100,20,10
M-953,120,15,50,50,100,100,20,10
M-954,110,15,50,50,100,100,20,10
M-955,100,18,50,50,100,100,20,10
M-956,130,19,50,50,100,100,20,10
M-957,110,12,50,50,100,100,20,10
M-958,80,7,50,50,100,100,20,10
M-959,130,7,50,50,100,100,20,10
M-960,100,9,50,50,100,100,20,10
M-961,140,7,50,50,100,100,20,10
M-962,90,18,50,50,100,100,20,10
M-963,90,20,50,50,100,100,20,10
M-964,130,14,50,50,100,100,20,10
M-965,130,5,50,50,100,100,20,10
M-966,90,7,50,50,100,100,20,10
M-967,120,13,50,50,100,100,20,10
M-968,120,14,50,50,100,100,20,10
M-969,110,5,50,50,100,100,20,10
M-970,80,11,50,50,100,100,20,10
M-971,130,7,50,50,100,100,20,10
M-972,90,5,50,50,100,100,20,10
M-973,130,12,50,50,100,100,20,10
M-974,140,6,50,50,100,100,20,10
M-975,140,15,50,50,100,100,20,10
M-976,80,5,50,50,100,100,20,10
M-977,130,10,50,50,100,100,20,10
M-978,130,14,50,50,100,100,20,10
M-979,80,17,50,50,100,100,20,10
M-980,80,5,50,50,100,100,20,10
M-981,90,11,50,50,100,100,20,10
M-982,90,16,50,50,100,100,20,10
M-983,80,16,50,50,100,100,20,10
M-984,110,10,50,50,100,100,20,10
M-985,80,6,50,50,100,100,20,10
M-986,140,16,50,50,100,100,20,10
M-987,80,9,50,50,100,100,20,10
M-988,120,7,50,50,100,100,20,10
M-989,80,19,50,50,100,100,20,10
M-990,120,11,50,50,100,100,20,10
M-991,110,9,50,50,100,100,20,10
M-992,110,7,50,50,100,100,20,10
M-993,120,6,50,50,100,100,20,10
M-994,110,11,50,50,100,100,20,10
M-995,80,12,50,50,100,100,20,10
M-996,90,9,50,50,100,100,20,10
M-997,120,6,50,50,100,100,20,10
M-998,80,6,50,50,100,100,20,10
M-999,120,5,50,50,100,100,20,10
M-1000,120,7,50,50,100,100,20,10
