id_of_Plant,id_of_Market,id_of_Month,id_of_Product,deliveryVar
Dallas,Japan,Jan-07,929S,0.0
Dallas,Japan,Jan-07,996RS,0.0
Dallas,Japan,Jan-07,996S,50.0
Dallas,Japan,Jan-07,Bandit 1200,0.0
Dallas,Japan,Jan-07,Bandit 1200S,0.0
Dallas,Japan,Jan-07,Bandit 900,0.0
Dallas,Japan,Jan-07,Boulevard,82.0
Dallas,Japan,Jan-07,CRS550,0.0
Dallas,Japan,Jan-07,CRX500,0.0
Dallas,Japan,Jan-07,CRX600,0.0
Dallas,Japan,Jan-07,CRX650,0.0
Dallas,Japan,Jan-07,Enduro 350,0.0
Dallas,Japan,Jan-07,Enduro 450,214.0
Dallas,Japan,Jan-07,Enduro 550,0.0
Dallas,Japan,Jan-07,KingTwin,0.0
Dallas,Japan,Jan-07,MegaTwin,0.0
Dallas,Japan,Jan-07,RoadLiner,0.0
Dallas,Japan,Jan-07,RoadStar,75.0
Dallas,Japan,Jan-07,ST1200,0.0
Dallas,Japan,Jan-07,ST1200R,0.0
Dallas,Japan,Jan-07,ST900,0.0
Dallas,Japan,Jan-07,Victory,0.0
Dallas,Japan,Mar-07,200S,0.0
Dallas,Japan,Mar-07,300S,0.0
Dallas,Japan,Mar-07,600S,0.0
Dallas,Japan,Mar-07,626S,0.0
Dallas,Japan,Mar-07,676RS,0.0
Dallas,Japan,Mar-07,676S,59.0
Dallas,Japan,Mar-07,900S,0.0
Dallas,Japan,Mar-07,929S,0.0
Dallas,Japan,Mar-07,996RS,0.0
Dallas,Japan,Mar-07,996S,0.0
Dallas,Japan,Mar-07,Bandit 1200,0.0
Dallas,Japan,Mar-07,Bandit 1200S,0.0
Dallas,Japan,Mar-07,Bandit 900,0.0
Dallas,Japan,Mar-07,Boulevard,74.0
Dallas,Japan,Mar-07,CRS550,0.0
Dallas,Japan,Mar-07,CRX500,0.0
Dallas,Japan,Mar-07,CRX600,0.0
Dallas,Japan,Mar-07,CRX650,0.0
Dallas,Japan,Mar-07,Enduro 350,0.0
Dallas,Japan,Mar-07,Enduro 450,0.0
Dallas,Japan,Mar-07,Enduro 550,0.0
Dallas,Japan,Mar-07,KingTwin,0.0
Dallas,Japan,Mar-07,MegaTwin,0.0
Dallas,Japan,Mar-07,RoadLiner,0.0
Dallas,Japan,Mar-07,RoadStar,0.0
Dallas,Japan,Mar-07,ST1200,0.0
Dallas,Japan,Mar-07,ST1200R,0.0
Dallas,Japan,Mar-07,ST900,0.0
Dallas,Japan,Mar-07,Victory,0.0
Dallas,Spain,Feb-07,200S,65.0
Dallas,Spain,Feb-07,300S,0.0
Dallas,Spain,Feb-07,600S,0.0
Dallas,Spain,Feb-07,626S,0.0
Dallas,Spain,Feb-07,676RS,63.0
Dallas,Spain,Feb-07,676S,0.0
Dallas,Spain,Feb-07,900S,0.0
Dallas,Spain,Feb-07,929S,0.0
Dallas,Spain,Feb-07,996RS,0.0
Dallas,Spain,Feb-07,996S,0.0
Dallas,Spain,Feb-07,Bandit 1200,0.0
Dallas,Spain,Feb-07,Bandit 1200S,0.0
Dallas,Spain,Feb-07,Bandit 900,0.0
Dallas,Spain,Feb-07,Boulevard,0.0
Dallas,Spain,Feb-07,CRS550,0.0
Dallas,Spain,Feb-07,CRX500,0.0
Dallas,Spain,Feb-07,CRX600,0.0
Dallas,Spain,Feb-07,CRX650,0.0
Dallas,Spain,Feb-07,Enduro 350,0.0
Dallas,Spain,Feb-07,Enduro 450,84.0
Dallas,Spain,Feb-07,Enduro 550,0.0
Dallas,Spain,Feb-07,KingTwin,0.0
Dallas,Spain,Feb-07,MegaTwin,0.0
Dallas,Spain,Feb-07,RoadLiner,0.0
Dallas,Spain,Feb-07,RoadStar,0.0
Dallas,Spain,Feb-07,ST1200,0.0
Dallas,Spain,Feb-07,ST1200R,0.0
Dallas,Spain,Feb-07,ST900,0.0
Dallas,Spain,Feb-07,Victory,0.0
Dallas,Spain,Jan-07,200S,68.0
Dallas,Spain,Jan-07,300S,0.0
Dallas,Spain,Jan-07,600S,0.0
Dallas,Spain,Jan-07,626S,0.0
Dallas,Spain,Jan-07,676RS,64.0
Dallas,Spain,Jan-07,676S,91.0
Dallas,Spain,Jan-07,900S,0.0
Dallas,Spain,Jan-07,929S,0.0
Dallas,Spain,Jan-07,996RS,0.0
Dallas,Spain,Jan-07,996S,0.0
Dallas,Spain,Jan-07,Bandit 1200,0.0
Dallas,Spain,Jan-07,Bandit 1200S,0.0
Dallas,Spain,Jan-07,Bandit 900,0.0
Dallas,Spain,Jan-07,Boulevard,196.0
Dallas,Spain,Jan-07,CRS550,0.0
Dallas,Spain,Jan-07,CRX500,0.0
Dallas,Spain,Jan-07,CRX600,0.0
Dallas,Spain,Jan-07,CRX650,0.0
Dallas,Spain,Jan-07,Enduro 350,0.0
Dallas,Spain,Jan-07,Enduro 450,38.0
Dallas,Spain,Jan-07,Enduro 550,0.0
Dallas,Spain,Jan-07,KingTwin,0.0
Dallas,Spain,Jan-07,MegaTwin,0.0
Dallas,Spain,Jan-07,RoadLiner,0.0
Dallas,Spain,Jan-07,RoadStar,163.0
Dallas,Spain,Jan-07,ST1200,0.0
Dallas,Spain,Jan-07,ST1200R,0.0
Dallas,Spain,Jan-07,ST900,0.0
Dallas,Spain,Jan-07,Victory,0.0
Dallas,Spain,Mar-07,200S,59.0
Dallas,Spain,Mar-07,300S,0.0
Dallas,Spain,Mar-07,600S,0.0
Dallas,Spain,Mar-07,626S,0.0
Dallas,Spain,Mar-07,676RS,59.0
Dallas,Spain,Mar-07,676S,47.0
Dallas,Spain,Mar-07,900S,0.0
Dallas,Spain,Mar-07,929S,0.0
Dallas,Spain,Mar-07,996RS,0.0
Dallas,Spain,Mar-07,996S,0.0
Dallas,Spain,Mar-07,Bandit 1200,0.0
Dallas,Spain,Mar-07,Bandit 1200S,0.0
Dallas,Spain,Mar-07,Bandit 900,0.0
Dallas,Spain,Mar-07,Boulevard,102.0
Dallas,Spain,Mar-07,CRS550,0.0
Dallas,Spain,Mar-07,CRX500,0.0
Dallas,Spain,Mar-07,CRX600,0.0
Dallas,Spain,Mar-07,CRX650,0.0
Dallas,Spain,Mar-07,Enduro 350,0.0
Dallas,Spain,Mar-07,Enduro 450,0.0
Dallas,Spain,Mar-07,Enduro 550,0.0
Dallas,Spain,Mar-07,KingTwin,0.0
Dallas,Spain,Mar-07,MegaTwin,0.0
Dallas,Spain,Mar-07,RoadLiner,0.0
Dallas,Spain,Mar-07,RoadStar,85.0
Dallas,Spain,Mar-07,ST1200,0.0
Dallas,Spain,Mar-07,ST1200R,0.0
Dallas,Spain,Mar-07,ST900,0.0
Dallas,Spain,Mar-07,Victory,0.0
Dallas,UK,Feb-07,200S,144.0
Dallas,UK,Feb-07,300S,0.0
Dallas,UK,Feb-07,600S,0.0
Dallas,UK,Feb-07,626S,0.0
Dallas,UK,Feb-07,676RS,0.0
Dallas,UK,Feb-07,676S,0.0
Dallas,UK,Feb-07,900S,0.0
Dallas,UK,Feb-07,929S,0.0
Dallas,UK,Feb-07,996RS,0.0
Dallas,UK,Feb-07,996S,0.0
Dallas,UK,Feb-07,Bandit 1200,0.0
Dallas,UK,Feb-07,Bandit 1200S,0.0
Dallas,UK,Feb-07,Bandit 900,0.0
Dallas,UK,Feb-07,Boulevard,0.0
Dallas,UK,Feb-07,CRS550,0.0
Dallas,UK,Feb-07,CRX500,0.0
Dallas,UK,Feb-07,CRX600,0.0
Dallas,UK,Feb-07,CRX650,0.0
Dallas,UK,Feb-07,Enduro 350,0.0
Dallas,UK,Feb-07,Enduro 450,127.0
Dallas,UK,Feb-07,Enduro 550,0.0
Dallas,UK,Feb-07,KingTwin,0.0
Dallas,UK,Feb-07,MegaTwin,0.0
Dallas,UK,Feb-07,RoadLiner,0.0
Dallas,UK,Feb-07,RoadStar,0.0
Dallas,UK,Feb-07,ST1200,0.0
Dallas,UK,Feb-07,ST1200R,0.0
Dallas,UK,Feb-07,ST900,0.0
Dallas,UK,Feb-07,Victory,0.0
Dallas,UK,Jan-07,200S,72.0
Dallas,UK,Jan-07,300S,0.0
Dallas,UK,Jan-07,600S,0.0
Dallas,UK,Jan-07,626S,0.0
Dallas,UK,Jan-07,676RS,24.0
Dallas,UK,Jan-07,676S,55.0
Dallas,UK,Jan-07,900S,0.0
Dallas,UK,Jan-07,929S,0.0
Dallas,UK,Jan-07,996RS,0.0
Dallas,UK,Jan-07,996S,0.0
Dallas,UK,Jan-07,Bandit 1200,0.0
Dallas,UK,Jan-07,Bandit 1200S,0.0
Dallas,UK,Jan-07,Bandit 900,0.0
Dallas,UK,Jan-07,Boulevard,116.0
Dallas,UK,Jan-07,CRS550,0.0
Dallas,UK,Jan-07,CRX500,0.0
Dallas,UK,Jan-07,CRX600,0.0
Dallas,UK,Jan-07,CRX650,0.0
Dallas,UK,Jan-07,Enduro 350,0.0
Dallas,UK,Jan-07,Enduro 450,60.0
Dallas,UK,Jan-07,Enduro 550,0.0
Dallas,UK,Jan-07,KingTwin,0.0
Dallas,UK,Jan-07,MegaTwin,0.0
Dallas,UK,Jan-07,RoadLiner,0.0
Dallas,UK,Jan-07,RoadStar,73.0
Dallas,UK,Jan-07,ST1200,0.0
Dallas,UK,Jan-07,ST1200R,0.0
Dallas,UK,Jan-07,ST900,0.0
Dallas,UK,Jan-07,Victory,0.0
Dallas,UK,Mar-07,200S,0.0
Dallas,UK,Mar-07,300S,0.0
Dallas,UK,Mar-07,600S,0.0
Dallas,UK,Mar-07,626S,0.0
Dallas,UK,Mar-07,676RS,33.0
Dallas,UK,Mar-07,676S,31.0
Dallas,UK,Mar-07,900S,0.0
Dallas,UK,Mar-07,929S,0.0
Dallas,UK,Mar-07,996RS,0.0
Dallas,UK,Mar-07,996S,0.0
Dallas,UK,Mar-07,Bandit 1200,0.0
Dallas,UK,Mar-07,Bandit 1200S,0.0
Dallas,UK,Mar-07,Bandit 900,0.0
Dallas,UK,Mar-07,Boulevard,0.0
Dallas,UK,Mar-07,CRS550,0.0
Dallas,UK,Mar-07,CRX500,0.0
Dallas,UK,Mar-07,CRX600,0.0
Dallas,UK,Mar-07,CRX650,0.0
Dallas,UK,Mar-07,Enduro 350,0.0
Dallas,UK,Mar-07,Enduro 450,0.0
Dallas,UK,Mar-07,Enduro 550,0.0
Dallas,UK,Mar-07,KingTwin,0.0
Dallas,UK,Mar-07,MegaTwin,0.0
Dallas,UK,Mar-07,RoadLiner,0.0
Dallas,UK,Mar-07,RoadStar,42.0
Dallas,UK,Mar-07,ST1200,0.0
Dallas,UK,Mar-07,ST1200R,0.0
Dallas,UK,Mar-07,ST900,0.0
Dallas,UK,Mar-07,Victory,0.0
Dallas,US,Feb-07,200S,88.0
Dallas,US,Feb-07,300S,0.0
Dallas,US,Feb-07,600S,0.0
Dallas,US,Feb-07,626S,0.0
Dallas,US,Feb-07,676RS,0.0
Dallas,US,Feb-07,676S,49.0
Dallas,US,Feb-07,900S,0.0
Dallas,US,Feb-07,929S,0.0
Dallas,US,Feb-07,996RS,0.0
Dallas,US,Feb-07,996S,68.0
Dallas,US,Feb-07,Bandit 1200,0.0
Dallas,US,Feb-07,Bandit 1200S,0.0
Dallas,US,Feb-07,Bandit 900,0.0
Dallas,US,Feb-07,Boulevard,0.0
Dallas,US,Feb-07,CRS550,0.0
Dallas,US,Feb-07,CRX500,0.0
Dallas,US,Feb-07,CRX600,0.0
Dallas,US,Feb-07,CRX650,0.0
Dallas,US,Feb-07,Enduro 350,0.0
Dallas,US,Feb-07,Enduro 450,0.0
Dallas,US,Feb-07,Enduro 550,0.0
Dallas,US,Feb-07,KingTwin,0.0
Dallas,US,Feb-07,MegaTwin,0.0
Dallas,US,Feb-07,RoadLiner,0.0
Dallas,US,Feb-07,RoadStar,0.0
Dallas,US,Feb-07,ST1200,0.0
Dallas,US,Feb-07,ST1200R,0.0
Dallas,US,Feb-07,ST900,0.0
Dallas,US,Feb-07,Victory,0.0
Dallas,US,Jan-07,200S,0.0
Dallas,US,Jan-07,300S,0.0
Dallas,US,Jan-07,600S,0.0
Dallas,US,Jan-07,626S,0.0
Dallas,US,Jan-07,676RS,101.0
Dallas,US,Jan-07,676S,47.0
Dallas,US,Jan-07,900S,0.0
Dallas,US,Jan-07,929S,0.0
Dallas,US,Jan-07,996RS,0.0
Dallas,US,Jan-07,996S,70.0
Dallas,US,Jan-07,Bandit 1200,0.0
Dallas,US,Jan-07,Bandit 1200S,0.0
Dallas,US,Jan-07,Bandit 900,0.0
Dallas,US,Jan-07,Boulevard,269.0
Dallas,US,Jan-07,CRS550,0.0
Dallas,US,Jan-07,CRX500,0.0
Dallas,US,Jan-07,CRX600,0.0
Dallas,US,Jan-07,CRX650,0.0
Dallas,US,Jan-07,Enduro 350,0.0
Dallas,US,Jan-07,Enduro 450,190.0
Dallas,US,Jan-07,Enduro 550,0.0
Dallas,US,Jan-07,KingTwin,0.0
Dallas,US,Jan-07,MegaTwin,0.0
Dallas,US,Jan-07,RoadLiner,0.0
Dallas,US,Jan-07,RoadStar,166.0
Dallas,US,Jan-07,ST1200,0.0
Dallas,US,Jan-07,ST1200R,0.0
Dallas,US,Jan-07,ST900,0.0
Dallas,US,Jan-07,Victory,0.0
Dallas,US,Mar-07,200S,81.0
Dallas,US,Mar-07,300S,0.0
Dallas,US,Mar-07,600S,0.0
Dallas,US,Mar-07,626S,0.0
Dallas,US,Mar-07,676RS,116.0
Dallas,US,Mar-07,676S,56.0
Dallas,US,Mar-07,900S,0.0
Dallas,US,Mar-07,929S,0.0
Dallas,US,Mar-07,996RS,0.0
Dallas,US,Mar-07,996S,68.0
Dallas,US,Mar-07,Bandit 1200,0.0
Dallas,US,Mar-07,Bandit 1200S,0.0
Dallas,US,Mar-07,Bandit 900,0.0
Dallas,US,Mar-07,Boulevard,0.0
Dallas,US,Mar-07,CRS550,0.0
Dallas,US,Mar-07,CRX500,0.0
Dallas,US,Mar-07,CRX600,0.0
Dallas,US,Mar-07,CRX650,0.0
Dallas,US,Mar-07,Enduro 350,0.0
Dallas,US,Mar-07,Enduro 450,0.0
Dallas,US,Mar-07,Enduro 550,0.0
Dallas,US,Mar-07,KingTwin,0.0
Dallas,US,Mar-07,MegaTwin,0.0
Dallas,US,Mar-07,RoadLiner,0.0
Dallas,US,Mar-07,RoadStar,77.0
Dallas,US,Mar-07,ST1200,0.0
Dallas,US,Mar-07,ST1200R,0.0
Dallas,US,Mar-07,ST900,0.0
Dallas,US,Mar-07,Victory,0.0
Houston,Argentina,Feb-07,200S,0.0
Houston,Argentina,Feb-07,300S,0.0
Houston,Argentina,Feb-07,600S,0.0
Houston,Argentina,Feb-07,626S,0.0
Houston,Argentina,Feb-07,676RS,0.0
Houston,Argentina,Feb-07,676S,0.0
Houston,Argentina,Feb-07,900S,0.0
Houston,Argentina,Feb-07,929S,0.0
Houston,Argentina,Feb-07,996RS,0.0
Houston,Argentina,Feb-07,996S,0.0
Houston,Argentina,Feb-07,Bandit 1200,0.0
Houston,Argentina,Feb-07,Bandit 1200S,0.0
Houston,Argentina,Feb-07,Bandit 900,0.0
Houston,Argentina,Feb-07,Boulevard,0.0
Houston,Argentina,Feb-07,CRS550,0.0
Houston,Argentina,Feb-07,CRX500,0.0
Houston,Argentina,Feb-07,CRX600,0.0
Houston,Argentina,Feb-07,CRX650,0.0
Houston,Argentina,Feb-07,Enduro 350,0.0
Houston,Argentina,Feb-07,Enduro 450,0.0
Houston,Argentina,Feb-07,Enduro 550,0.0
Houston,Argentina,Feb-07,KingTwin,0.0
Houston,Argentina,Feb-07,MegaTwin,0.0
Houston,Argentina,Feb-07,RoadLiner,0.0
Houston,Argentina,Feb-07,RoadStar,0.0
Houston,Argentina,Feb-07,ST1200,0.0
Houston,Argentina,Feb-07,ST1200R,0.0
Houston,Argentina,Feb-07,ST900,0.0
Houston,Argentina,Feb-07,Victory,0.0
Houston,Argentina,Jan-07,200S,0.0
Houston,Argentina,Jan-07,300S,0.0
Houston,Argentina,Jan-07,600S,0.0
Houston,Argentina,Jan-07,626S,0.0
Houston,Argentina,Jan-07,676RS,0.0
Houston,Argentina,Jan-07,676S,0.0
Houston,Argentina,Jan-07,900S,0.0
Houston,Argentina,Jan-07,929S,0.0
Houston,Argentina,Jan-07,996RS,0.0
Houston,Argentina,Jan-07,996S,0.0
Houston,Argentina,Jan-07,Bandit 1200,0.0
Houston,Argentina,Jan-07,Bandit 1200S,0.0
Houston,Argentina,Jan-07,Bandit 900,0.0
Houston,Argentina,Jan-07,Boulevard,0.0
Houston,Argentina,Jan-07,CRS550,0.0
Houston,Argentina,Jan-07,CRX500,0.0
Houston,Argentina,Jan-07,CRX600,0.0
Houston,Argentina,Jan-07,CRX650,0.0
Houston,Argentina,Jan-07,Enduro 350,0.0
Houston,Argentina,Jan-07,Enduro 450,0.0
Houston,Argentina,Jan-07,Enduro 550,0.0
Houston,Argentina,Jan-07,KingTwin,0.0
Houston,Argentina,Jan-07,MegaTwin,0.0
Houston,Argentina,Jan-07,RoadLiner,0.0
Houston,Argentina,Jan-07,RoadStar,0.0
Houston,Argentina,Jan-07,ST1200,0.0
Houston,Argentina,Jan-07,ST1200R,0.0
Houston,Argentina,Jan-07,ST900,0.0
Houston,Argentina,Jan-07,Victory,0.0
Houston,Argentina,Mar-07,200S,0.0
Houston,Argentina,Mar-07,300S,0.0
Houston,Argentina,Mar-07,600S,0.0
Houston,Argentina,Mar-07,626S,0.0
Houston,Argentina,Mar-07,676RS,0.0
Houston,Argentina,Mar-07,676S,0.0
Houston,Argentina,Mar-07,900S,0.0
Houston,Argentina,Mar-07,929S,0.0
Houston,Argentina,Mar-07,996RS,0.0
Houston,Argentina,Mar-07,996S,0.0
Houston,Argentina,Mar-07,Bandit 1200,0.0
Houston,Argentina,Mar-07,Bandit 1200S,0.0
Houston,Argentina,Mar-07,Bandit 900,0.0
Houston,Argentina,Mar-07,Boulevard,0.0
Houston,Argentina,Mar-07,CRS550,0.0
Houston,Argentina,Mar-07,CRX500,0.0
Houston,Argentina,Mar-07,CRX600,0.0
Houston,Argentina,Mar-07,CRX650,0.0
Houston,Argentina,Mar-07,Enduro 350,0.0
Houston,Argentina,Mar-07,Enduro 450,0.0
Houston,Argentina,Mar-07,Enduro 550,0.0
Houston,Argentina,Mar-07,KingTwin,0.0
Houston,Argentina,Mar-07,MegaTwin,0.0
Houston,Argentina,Mar-07,RoadLiner,0.0
Houston,Argentina,Mar-07,RoadStar,0.0
Houston,Argentina,Mar-07,ST1200,0.0
Houston,Argentina,Mar-07,ST1200R,0.0
Houston,Argentina,Mar-07,ST900,0.0
Houston,Argentina,Mar-07,Victory,0.0
Houston,Brazil,Feb-07,200S,0.0
Houston,Brazil,Feb-07,300S,0.0
Houston,Brazil,Feb-07,600S,0.0
Houston,Brazil,Feb-07,626S,0.0
Houston,Brazil,Feb-07,676RS,0.0
Houston,Brazil,Feb-07,676S,0.0
Houston,Brazil,Feb-07,900S,0.0
Houston,Brazil,Feb-07,929S,0.0
Houston,Brazil,Feb-07,996RS,0.0
Houston,Brazil,Feb-07,996S,0.0
Houston,Brazil,Feb-07,Bandit 1200,0.0
Houston,Brazil,Feb-07,Bandit 1200S,0.0
Houston,Brazil,Feb-07,Bandit 900,0.0
Houston,Brazil,Feb-07,Boulevard,0.0
Houston,Brazil,Feb-07,CRS550,0.0
Houston,Brazil,Feb-07,CRX500,0.0
Houston,Brazil,Feb-07,CRX600,0.0
Houston,Brazil,Feb-07,CRX650,0.0
Houston,Brazil,Feb-07,Enduro 350,0.0
Houston,Brazil,Feb-07,Enduro 450,0.0
Houston,Brazil,Feb-07,Enduro 550,0.0
Houston,Brazil,Feb-07,KingTwin,0.0
Houston,Brazil,Feb-07,MegaTwin,0.0
Houston,Brazil,Feb-07,RoadLiner,0.0
Houston,Brazil,Feb-07,RoadStar,0.0
Houston,Brazil,Feb-07,ST1200,0.0
Houston,Brazil,Feb-07,ST1200R,0.0
Houston,Brazil,Feb-07,ST900,0.0
Houston,Brazil,Feb-07,Victory,0.0
Houston,Brazil,Jan-07,200S,0.0
Houston,Brazil,Jan-07,300S,0.0
Houston,Brazil,Jan-07,600S,0.0
Houston,Brazil,Jan-07,626S,0.0
Houston,Brazil,Jan-07,676RS,0.0
Houston,Brazil,Jan-07,676S,0.0
Houston,Brazil,Jan-07,900S,0.0
Houston,Brazil,Jan-07,929S,0.0
Houston,Brazil,Jan-07,996RS,0.0
Houston,Brazil,Jan-07,996S,0.0
Houston,Brazil,Jan-07,Bandit 1200,0.0
Houston,Brazil,Jan-07,Bandit 1200S,0.0
Houston,Brazil,Jan-07,Bandit 900,0.0
Houston,Brazil,Jan-07,Boulevard,0.0
Houston,Brazil,Jan-07,CRS550,0.0
Houston,Brazil,Jan-07,CRX500,0.0
Houston,Brazil,Jan-07,CRX600,0.0
Houston,Brazil,Jan-07,CRX650,0.0
Houston,Brazil,Jan-07,Enduro 350,0.0
Houston,Brazil,Jan-07,Enduro 450,0.0
Houston,Brazil,Jan-07,Enduro 550,0.0
Houston,Brazil,Jan-07,KingTwin,0.0
Houston,Brazil,Jan-07,MegaTwin,0.0
Houston,Brazil,Jan-07,RoadLiner,0.0
Houston,Brazil,Jan-07,RoadStar,0.0
Houston,Brazil,Jan-07,ST1200,0.0
Houston,Brazil,Jan-07,ST1200R,0.0
Houston,Brazil,Jan-07,ST900,0.0
Houston,Brazil,Jan-07,Victory,0.0
Houston,Brazil,Mar-07,200S,0.0
Houston,Brazil,Mar-07,300S,0.0
Houston,Brazil,Mar-07,600S,0.0
Houston,Brazil,Mar-07,626S,0.0
Houston,Brazil,Mar-07,676RS,0.0
Houston,Brazil,Mar-07,676S,0.0
Houston,Brazil,Mar-07,900S,0.0
Houston,Brazil,Mar-07,929S,0.0
Houston,Brazil,Mar-07,996RS,0.0
Houston,Brazil,Mar-07,996S,0.0
Houston,Brazil,Mar-07,Bandit 1200,0.0
Houston,Brazil,Mar-07,Bandit 1200S,0.0
Houston,Brazil,Mar-07,Bandit 900,0.0
Houston,Brazil,Mar-07,Boulevard,0.0
Houston,Brazil,Mar-07,CRS550,0.0
Houston,Brazil,Mar-07,CRX500,0.0
Houston,Brazil,Mar-07,CRX600,0.0
Houston,Brazil,Mar-07,CRX650,0.0
Houston,Brazil,Mar-07,Enduro 350,0.0
Houston,Brazil,Mar-07,Enduro 450,0.0
Houston,Brazil,Mar-07,Enduro 550,0.0
Houston,Brazil,Mar-07,KingTwin,0.0
Houston,Brazil,Mar-07,MegaTwin,0.0
Houston,Brazil,Mar-07,RoadLiner,0.0
Houston,Brazil,Mar-07,RoadStar,0.0
Houston,Brazil,Mar-07,ST1200,0.0
Houston,Brazil,Mar-07,ST1200R,0.0
Houston,Brazil,Mar-07,ST900,0.0
Houston,Brazil,Mar-07,Victory,0.0
Houston,Canada,Feb-07,200S,0.0
Houston,Canada,Feb-07,300S,0.0
Houston,Canada,Feb-07,600S,0.0
Houston,Canada,Feb-07,626S,0.0
Houston,Canada,Feb-07,676RS,0.0
Houston,Canada,Feb-07,676S,0.0
Houston,Canada,Feb-07,900S,0.0
Houston,Canada,Feb-07,929S,0.0
Houston,Canada,Feb-07,996RS,0.0
Houston,Canada,Feb-07,996S,0.0
Houston,Canada,Feb-07,Bandit 1200,0.0
Houston,Canada,Feb-07,Bandit 1200S,0.0
Houston,Canada,Feb-07,Bandit 900,0.0
Houston,Canada,Feb-07,Boulevard,0.0
Houston,Canada,Feb-07,CRS550,0.0
Houston,Canada,Feb-07,CRX500,0.0
Houston,Canada,Feb-07,CRX600,0.0
Houston,Canada,Feb-07,CRX650,0.0
Houston,Canada,Feb-07,Enduro 350,0.0
Houston,Canada,Feb-07,Enduro 450,0.0
Houston,Canada,Feb-07,Enduro 550,0.0
Houston,Canada,Feb-07,KingTwin,0.0
Houston,Canada,Feb-07,MegaTwin,0.0
Houston,Canada,Feb-07,RoadLiner,0.0
Houston,Canada,Feb-07,RoadStar,0.0
Houston,Canada,Feb-07,ST1200,0.0
Houston,Canada,Feb-07,ST1200R,0.0
Houston,Canada,Feb-07,ST900,0.0
Houston,Canada,Feb-07,Victory,0.0
Houston,Canada,Jan-07,200S,0.0
Houston,Canada,Jan-07,300S,0.0
Houston,Canada,Jan-07,600S,0.0
Houston,Canada,Jan-07,626S,0.0
Houston,Canada,Jan-07,676RS,0.0
Houston,Canada,Jan-07,676S,0.0
Houston,Canada,Jan-07,900S,0.0
Houston,Canada,Jan-07,929S,0.0
Houston,Canada,Jan-07,996RS,0.0
Houston,Canada,Jan-07,996S,0.0
Houston,Canada,Jan-07,Bandit 1200,0.0
Houston,Canada,Jan-07,Bandit 1200S,0.0
Houston,Canada,Jan-07,Bandit 900,0.0
Houston,Canada,Jan-07,Boulevard,0.0
Houston,Canada,Jan-07,CRS550,0.0
Houston,Canada,Jan-07,CRX500,0.0
Houston,Canada,Jan-07,CRX600,0.0
Houston,Canada,Jan-07,CRX650,0.0
Houston,Canada,Jan-07,Enduro 350,0.0
Houston,Canada,Jan-07,Enduro 450,0.0
Houston,Canada,Jan-07,Enduro 550,0.0
Houston,Canada,Jan-07,KingTwin,0.0
Houston,Canada,Jan-07,MegaTwin,0.0
Houston,Canada,Jan-07,RoadLiner,0.0
Houston,Canada,Jan-07,RoadStar,0.0
Houston,Canada,Jan-07,ST1200,0.0
Houston,Canada,Jan-07,ST1200R,0.0
Houston,Canada,Jan-07,ST900,0.0
Houston,Canada,Jan-07,Victory,0.0
Houston,Canada,Mar-07,200S,0.0
Houston,Canada,Mar-07,300S,0.0
Houston,Canada,Mar-07,600S,0.0
Houston,Canada,Mar-07,626S,0.0
Houston,Canada,Mar-07,676RS,0.0
Houston,Canada,Mar-07,676S,0.0
Houston,Canada,Mar-07,900S,0.0
Houston,Canada,Mar-07,929S,0.0
Houston,Canada,Mar-07,996RS,0.0
Houston,Canada,Mar-07,996S,0.0
Houston,Canada,Mar-07,Bandit 1200,0.0
Houston,Canada,Mar-07,Bandit 1200S,0.0
Houston,Canada,Mar-07,Bandit 900,0.0
Houston,Canada,Mar-07,Boulevard,0.0
Houston,Canada,Mar-07,CRS550,0.0
Houston,Canada,Mar-07,CRX500,0.0
Houston,Canada,Mar-07,CRX600,0.0
Houston,Canada,Mar-07,CRX650,0.0
Houston,Canada,Mar-07,Enduro 350,0.0
Houston,Canada,Mar-07,Enduro 450,0.0
Houston,Canada,Mar-07,Enduro 550,0.0
Houston,Canada,Mar-07,KingTwin,0.0
Houston,Canada,Mar-07,MegaTwin,0.0
Houston,Canada,Mar-07,RoadLiner,0.0
Houston,Canada,Mar-07,RoadStar,0.0
Houston,Canada,Mar-07,ST1200,0.0
Houston,Canada,Mar-07,ST1200R,0.0
Houston,Canada,Mar-07,ST900,0.0
Houston,Canada,Mar-07,Victory,0.0
Houston,China,Feb-07,200S,0.0
Houston,China,Feb-07,300S,0.0
Houston,China,Feb-07,600S,0.0
Houston,China,Feb-07,626S,0.0
Houston,China,Feb-07,676RS,0.0
Houston,China,Feb-07,676S,0.0
Houston,China,Feb-07,900S,0.0
Houston,China,Feb-07,929S,0.0
Houston,China,Feb-07,996RS,0.0
Houston,China,Feb-07,996S,0.0
Houston,China,Feb-07,Bandit 1200,0.0
Houston,China,Feb-07,Bandit 1200S,0.0
Houston,China,Feb-07,Bandit 900,0.0
Houston,China,Feb-07,Boulevard,0.0
Houston,China,Feb-07,CRS550,0.0
Houston,China,Feb-07,CRX500,0.0
Houston,China,Feb-07,CRX600,0.0
Houston,China,Feb-07,CRX650,0.0
Houston,China,Feb-07,Enduro 350,0.0
Houston,China,Feb-07,Enduro 450,0.0
Houston,China,Feb-07,Enduro 550,0.0
Houston,China,Feb-07,KingTwin,0.0
Houston,China,Feb-07,MegaTwin,0.0
