geo_code,store_id,store_geo_code,brand,alpha,distance,drive_time,beta
60881001,0,60880504,Donelans,1.0,1215.3,2.4306,1.0
60881001,6,60880502,Costco,0.9,1547.0,3.094,0.9
60881001,7,60880502,WalMart,0.8,1547.0,3.094,0.8
60881001,10,60880702,Target,0.7,1159.7,2.3194,0.7
60880905,0,60880504,Donelans,1.0,3278.6,6.5572,0.906568
60880905,6,60880502,Costco,0.9,3520.1,7.0402,0.7898292
60880905,7,60880502,WalMart,0.8,3520.1,7.0402,0.7020704000000001
60880905,10,60880702,Target,0.7,1742.9,3.4858,0.7
60880904,0,60880504,Donelans,1.0,2991.6,5.9832,0.941008
60880904,6,60880502,Costco,0.9,3222.1,6.4442,0.8220132
60880904,7,60880502,WalMart,0.8,3222.1,6.4442,0.7306784
60880904,10,60880702,Target,0.7,1550.9,3.1018,0.7
60880903,0,60880504,Donelans,1.0,4029.5,8.059,0.81646
60880903,6,60880502,Costco,0.9,4288.3,8.5766,0.7068636
60880903,10,60880702,Target,0.7,2369.8,4.7396,0.7
60880903,7,60880502,WalMart,0.8,4288.3,8.5766,0.6283232000000001
60880902,0,60880504,Donelans,1.0,2850.9,5.7018,0.957892
60880902,6,60880502,Costco,0.9,3108.0,6.216,0.834336
60880902,7,60880502,WalMart,0.8,3108.0,6.216,0.7416320000000001
60880902,10,60880702,Target,0.7,1270.9,2.5418,0.7
60880901,0,60880504,Donelans,1.0,2608.7,5.2174,0.986956
60880901,6,60880502,Costco,0.9,2879.4,5.7588,0.8590248
60880901,7,60880502,WalMart,0.8,2879.4,5.7588,0.7635776000000001
60880901,10,60880702,Target,0.7,977.4,1.9548,0.7
60880801,0,60880504,Donelans,1.0,1512.9,3.0258,1.0
60880801,6,60880502,Costco,0.9,1598.2,3.1964,0.9
60880801,7,60880502,WalMart,0.8,1598.2,3.1964,0.8
60880801,10,60880702,Target,0.7,1585.4,3.1708,0.7
60880702,0,60880504,Donelans,1.0,1795.2,3.5904,1.0
60880702,6,60880502,Costco,0.9,2108.3,4.216600000000001,0.9
60880702,7,60880502,WalMart,0.8,2108.3,4.216600000000001,0.8
60880702,10,60880702,Target,0.7,0.0,0.0,0.7
60880701,0,60880504,Donelans,1.0,707.0,1.414,1.0
60880701,6,60880502,Costco,0.9,1032.8,2.0656,0.9
60880701,7,60880502,WalMart,0.8,1032.8,2.0656,0.8
60880701,10,60880702,Target,0.7,1092.2,2.1844,0.7
60880605,0,60880504,Donelans,1.0,1681.4,3.3628,1.0
60880605,6,60880502,Costco,0.9,2015.0,4.03,0.9
60880605,7,60880502,WalMart,0.8,2015.0,4.03,0.8
60880605,10,60880702,Target,0.7,398.4,0.7968,0.7
60880604,0,60880504,Donelans,1.0,980.2,1.9604,1.0
60880604,6,60880502,Costco,0.9,1312.0,2.624,0.9
60880604,7,60880502,WalMart,0.8,1312.0,2.624,0.8
60880604,10,60880702,Target,0.7,848.3,1.6966,0.7
60880603,0,60880504,Donelans,1.0,986.2,1.9724,1.0
60880603,6,60880502,Costco,0.9,1326.4,2.6528,0.9
60880603,7,60880502,WalMart,0.8,1326.4,2.6528,0.8
60880603,10,60880702,Target,0.7,1016.4,2.0328,0.7
60880602,0,60880504,Donelans,1.0,643.9,1.2878,1.0
60880602,6,60880502,Costco,0.9,909.3,1.8186,0.9
60880602,7,60880502,WalMart,0.8,909.3,1.8186,0.8
60880602,10,60880702,Target,0.7,1716.4,3.4328,0.7
60880601,0,60880504,Donelans,1.0,452.9,0.9058,1.0
60880601,6,60880502,Costco,0.9,654.1,1.3082,0.9
60880601,7,60880502,WalMart,0.8,654.1,1.3082,0.8
60880601,10,60880702,Target,0.7,1888.2,3.7764,0.7
60880509,0,60880504,Donelans,1.0,1277.5,2.555,1.0
60880509,6,60880502,Costco,0.9,1522.3,3.0446,0.9
60880509,7,60880502,WalMart,0.8,1522.3,3.0446,0.8
60880509,10,60880702,Target,0.7,813.7,1.6274,0.7
60880508,0,60880504,Donelans,1.0,975.1,1.9502,1.0
60880508,6,60880502,Costco,0.9,1185.7,2.3714,0.9
60880508,7,60880502,WalMart,0.8,1185.7,2.3714,0.8
60880508,10,60880702,Target,0.7,1129.1,2.2582,0.7
60880507,0,60880504,Donelans,1.0,617.2,1.2344,1.0
60880507,6,60880502,Costco,0.9,885.1,1.7702,0.9
60880507,7,60880502,WalMart,0.8,885.1,1.7702,0.8
60880507,10,60880702,Target,0.7,1243.8,2.4876,0.7
60880506,0,60880504,Donelans,1.0,716.4,1.4328,1.0
60880506,6,60880502,Costco,0.9,818.3,1.6366,0.9
60880506,7,60880502,WalMart,0.8,818.3,1.6366,0.8
60880506,10,60880702,Target,0.7,1566.4,3.1328,0.7
60880505,0,60880504,Donelans,1.0,331.1,0.6622,1.0
60880505,6,60880502,Costco,0.9,466.8,0.9336,0.9
60880505,7,60880502,WalMart,0.8,466.8,0.9336,0.8
60880505,10,60880702,Target,0.7,1692.3,3.3846,0.7
60880504,0,60880504,Donelans,1.0,0.0,0.0,1.0
60880504,6,60880502,Costco,0.9,340.4,0.6808,0.9
60880504,7,60880502,WalMart,0.8,340.4,0.6808,0.8
60880504,10,60880702,Target,0.7,1795.2,3.5904,0.7
60880503,0,60880504,Donelans,1.0,570.8,1.1416,1.0
60880503,6,60880502,Costco,0.9,462.8,0.9256,0.9
60880503,7,60880502,WalMart,0.8,462.8,0.9256,0.8
60880503,10,60880702,Target,0.7,1982.2,3.9644,0.7
60880502,0,60880504,Donelans,1.0,340.4,0.6808,1.0
60880502,6,60880502,Costco,0.9,0.0,0.0,0.9
60880502,7,60880502,WalMart,0.8,0.0,0.0,0.8
60880502,10,60880702,Target,0.7,2108.3,4.216600000000001,0.7
60880501,0,60880504,Donelans,1.0,758.4,1.5168,1.0
60880501,6,60880502,Costco,0.9,420.9,0.8418,0.9
60880501,7,60880502,WalMart,0.8,420.9,0.8418,0.8
60880501,10,60880702,Target,0.7,2477.7,4.9554,0.7
60880404,0,60880504,Donelans,1.0,903.6,1.8072,1.0
60880404,6,60880502,Costco,0.9,679.1,1.3582,0.9
60880404,7,60880502,WalMart,0.8,679.1,1.3582,0.8
60880404,10,60880702,Target,0.7,2324.4,4.6488,0.7
60880403,0,60880504,Donelans,1.0,1671.7,3.3434,1.0
60880403,6,60880502,Costco,0.9,1333.8,2.6676,0.9
60880403,7,60880502,WalMart,0.8,1333.8,2.6676,0.8
60880403,10,60880702,Target,0.7,3337.9,6.6758,0.6296164
60880402,0,60880504,Donelans,1.0,1685.3,3.3706,1.0
60880402,6,60880502,Costco,0.9,1357.8,2.7156,0.9
60880402,7,60880502,WalMart,0.8,1357.8,2.7156,0.8
60880402,10,60880702,Target,0.7,3464.5,6.929,0.6189819999999999
60880401,0,60880504,Donelans,1.0,2633.3,5.2666,0.984004
60880401,6,60880502,Costco,0.9,2293.1,4.5862,0.9
60880401,7,60880502,WalMart,0.8,2293.1,4.5862,0.8
60880401,10,60880702,Target,0.7,4334.6,8.669200000000002,0.5458935999999999
60880305,0,60880504,Donelans,1.0,1113.3,2.2266,1.0
60880305,6,60880502,Costco,0.9,776.4,1.5528,0.9
60880305,7,60880502,WalMart,0.8,776.4,1.5528,0.8
60880305,10,60880702,Target,0.7,2873.6,5.7472,0.6686175999999999
60880304,0,60880504,Donelans,1.0,965.5,1.931,1.0
60880304,6,60880502,Costco,0.9,655.9,1.3118,0.9
60880304,7,60880502,WalMart,0.8,655.9,1.3118,0.8
60880304,10,60880702,Target,0.7,2758.1,5.5162,0.6783195999999999
60880303,0,60880504,Donelans,1.0,873.9,1.7478,1.0
60880303,6,60880502,Costco,0.9,622.2,1.2444,0.9
60880303,7,60880502,WalMart,0.8,622.2,1.2444,0.8
60880303,10,60880702,Target,0.7,2661.8,5.3236,0.6864087999999999
60880302,0,60880504,Donelans,1.0,589.2,1.1784,1.0
60880302,6,60880502,Costco,0.9,325.9,0.6518,0.9
60880302,7,60880502,WalMart,0.8,325.9,0.6518,0.8
60880302,10,60880702,Target,0.7,2384.1,4.7682,0.7
60880301,0,60880504,Donelans,1.0,806.5,1.613,1.0
60880301,6,60880502,Costco,0.9,618.6,1.2372,0.9
60880301,7,60880502,WalMart,0.8,618.6,1.2372,0.8
60880301,10,60880702,Target,0.7,2566.1,5.1322,0.6944475999999999
60880206,0,60880504,Donelans,1.0,1502.9,3.0058,1.0
60880206,6,60880502,Costco,0.9,1205.8,2.4116,0.9
60880206,7,60880502,WalMart,0.8,1205.8,2.4116,0.8
60880206,10,60880702,Target,0.7,3298.1,6.5962,0.6329596
60880205,0,60880504,Donelans,1.0,1268.0,2.536,1.0
60880205,6,60880502,Costco,0.9,959.8,1.9196,0.9
60880205,7,60880502,WalMart,0.8,959.8,1.9196,0.8
60880205,10,60880702,Target,0.7,3061.8,6.1236,0.6528088
60880204,0,60880504,Donelans,1.0,1216.8,2.4336,1.0
60880204,6,60880502,Costco,0.9,949.3,1.8986,0.9
60880204,7,60880502,WalMart,0.8,949.3,1.8986,0.8
60880204,10,60880702,Target,0.7,3005.3,6.0106,0.6575548
60880203,0,60880504,Donelans,1.0,1441.0,2.882,1.0
60880203,6,60880502,Costco,0.9,1196.3,2.3926,0.9
60880203,7,60880502,WalMart,0.8,1196.3,2.3926,0.8
60880203,10,60880702,Target,0.7,3212.4,6.4248,0.6401583999999999
60880202,0,60880504,Donelans,1.0,1875.8,3.7516,1.0
60880202,6,60880502,Costco,0.9,1582.5,3.165,0.9
60880202,7,60880502,WalMart,0.8,1582.5,3.165,0.8
60880202,10,60880702,Target,0.7,3670.1,7.3402,0.6017116
60880201,0,60880504,Donelans,1.0,1258.8,2.5176,1.0
60880201,6,60880502,Costco,0.9,1056.5,2.113,0.9
60880201,7,60880502,WalMart,0.8,1056.5,2.113,0.8
60880201,10,60880702,Target,0.7,3000.3,6.0006,0.6579748
60880103,0,60880504,Donelans,1.0,1728.1,3.4562,1.0
60880103,6,60880502,Costco,0.9,1509.8,3.0196,0.9
60880103,7,60880502,WalMart,0.8,1509.8,3.0196,0.8
60880103,10,60880702,Target,0.7,3467.2,6.9344,0.6187552
60880102,0,60880504,Donelans,1.0,1966.4,3.9328,1.0
60880102,6,60880502,Costco,0.9,1780.5,3.561,0.9
60880102,7,60880502,WalMart,0.8,1780.5,3.561,0.8
60880102,10,60880702,Target,0.7,3654.2,7.3084,0.6030472
60880101,0,60880504,Donelans,1.0,2116.6,4.2332,1.0
60880101,6,60880502,Costco,0.9,1912.1,3.8242,0.9
60880101,7,60880502,WalMart,0.8,1912.1,3.8242,0.8
60880101,10,60880702,Target,0.7,3825.6,7.6512,0.5886496
