geo_code,store_id,store_geo_code,brand,alpha,distance,drive_time,beta,agg_beta,baseline_cf_beta,retail_market,optimized_cf_beta,baseline_revenue,optimized_revenue,incremental_revenue
60882201,10,60880702,Target,0.7,3898.1,7.7962,0.5825596,3.2825596,1.0,3321049.78368,1.0,451764.74218,451764.74218,0.0
60882104,1,60883003,Donelans,1.0,3136.5,6.273,0.92362,3.1182196,0.831184,4524659.49072,1.0,1058151.15954,1014774.92818,-43376.231357
60882104,9,60883403,WalMart,0.8,2358.7,4.7174,0.8,3.1182196,0.831184,4524659.49072,1.0,916525.115989,878954.4862,-37570.6297889
60882104,5,60882902,Costco,0.9,3906.8,7.8136,0.7480656,3.1182196,0.831184,4524659.49072,1.0,857026.13851,821894.518865,-35131.6196442
60882104,2,60883003,Target,0.7,3136.5,6.273,0.646534,3.1182196,0.831184,4524659.49072,1.0,740705.811676,710342.449726,-30363.3619499
60882103,1,60883003,Donelans,1.0,2637.8,5.2756,0.983464,3.2824648,0.90064,7477743.11166,1.0,1758046.11722,1717256.64892,-40789.4683004
60882103,5,60882902,Costco,0.9,3328.0,6.656,0.810576,3.2824648,0.90064,7477743.11166,1.0,1448990.49636,1415371.61041,-33618.8859552
60882103,9,60883403,WalMart,0.8,2424.1,4.8482,0.8,3.2824648,0.90064,7477743.11166,1.0,1430084.77563,1396904.53249,-33180.2431409
60882103,2,60883003,Target,0.7,2637.8,5.2756,0.6884248,3.2824648,0.90064,7477743.11166,1.0,1230632.28205,1202079.65424,-28552.6278103
60882102,1,60883003,Donelans,1.0,2866.7,5.7334,0.955996,3.177352,0.8533,9676819.99429,1.0,2295162.47179,2214561.09211,-80601.3796808
60882102,9,60883403,WalMart,0.8,2664.7,5.3294,0.7841888,3.177352,0.8533,9676819.99429,1.0,1882686.43861,1816570.36782,-66116.0707892
60882102,5,60882902,Costco,0.9,3722.5,7.445,0.76797,3.177352,0.8533,9676819.99429,1.0,1843748.22014,1778999.5794,-64748.6407406
60882102,2,60883003,Target,0.7,2866.7,5.7334,0.6691972,3.177352,0.8533,9676819.99429,1.0,1606613.73026,1550192.76448,-56420.9657765
60882101,1,60883003,Donelans,1.0,2386.7,4.7734,1.0,3.2818816,0.898336,6825556.97309,1.0,1632823.3662,1594055.51361,-38767.8525958
60882101,5,60882902,Costco,0.9,3347.2,6.6944,0.8085024,3.2818816,0.898336,6825556.97309,1.0,1320141.61035,1288797.70848,-31343.9018666
60882101,8,60883002,WalMart,0.8,2777.3,5.5546,0.7733792,3.2818816,0.898336,6825556.97309,1.0,1262791.62869,1232809.37787,-29982.2508263
60882101,2,60883003,Target,0.7,2386.7,4.7734,0.7,3.2818816,0.898336,6825556.97309,1.0,1142976.35634,1115838.85952,-27137.4968171
60882002,1,60883003,Donelans,1.0,3480.5,6.961,0.88234,3.07189,0.859456,5022032.43887,1.0,1127130.53039,1088226.86814,-38903.6622459
60882002,6,60880502,Costco,0.9,3530.0,7.06,0.78876,3.07189,0.859456,5022032.43887,1.0,1007588.31873,972810.735673,-34777.5830554
60882002,9,60883403,WalMart,0.8,2675.5,5.351,0.783152,3.07189,0.859456,5022032.43887,1.0,1000424.47258,965894.15445,-34530.3181259
60882002,2,60883003,Target,0.7,3480.5,6.961,0.617638,3.07189,0.859456,5022032.43887,1.0,788991.37127,761758.807698,-27232.5635721
60882001,0,60880504,Donelans,1.0,3400.8,6.8016,0.891904,3.064966,0.892192,5205169.17898,1.0,1173193.28958,1142078.73114,-31114.5584399
60882001,9,60883403,WalMart,0.8,2239.6,4.4792,0.8,3.064966,0.892192,5205169.17898,1.0,1052304.54361,1024396.10643,-27908.437177
60882001,6,60880502,Costco,0.9,3479.1,6.9582,0.7942572,3.064966,0.892192,5205169.17898,1.0,1044750.57544,1017042.47898,-27708.0964607
60882001,2,60883003,Target,0.7,3942.8,7.8856,0.5788048,3.064966,0.892192,5205169.17898,1.0,761348.65113,741156.729381,-20191.9217482
60881903,0,60880504,Donelans,1.0,2780.3,5.5606,0.966364,3.2161588,0.928612,8474102.31765,1.0,1975758.80724,1942305.25949,-33453.5477486
60881903,6,60880502,Costco,0.9,2870.4,5.7408,0.8599968,3.2161588,0.928612,8474102.31765,1.0,1758288.02791,1728516.69535,-29771.3325542
60881903,9,60883403,WalMart,0.8,2653.5,5.307,0.785264,3.2161588,0.928612,8474102.31765,1.0,1605494.68317,1578310.4475,-27184.2356702
60881903,10,60880702,Target,0.7,3636.5,7.273,0.604534,3.2161588,0.928612,8474102.31765,1.0,1235987.03467,1215059.30244,-20927.7322361
60881902,0,60880504,Donelans,1.0,2932.1,5.8642,0.948148,3.1521268,0.919948,5865907.92908,1.0,1365826.79452,1339493.98442,-26332.8101047
60881902,6,60880502,Costco,0.9,2984.3,5.9686,0.8476956,3.1521268,0.919948,5865907.92908,1.0,1221123.03573,1197580.07908,-23542.9566496
60881902,9,60883403,WalMart,0.8,2756.3,5.5126,0.7753952,3.1521268,0.919948,5865907.92908,1.0,1116972.8149,1095437.84931,-21534.9655937
60881902,10,60880702,Target,0.7,3918.0,7.836,0.580888,3.1521268,0.919948,5865907.92908,1.0,836781.172366,820648.233842,-16132.9385245
60881901,0,60880504,Donelans,1.0,2949.7,5.8994,0.946036,3.1297372,0.924916,7674237.80201,1.0,1790561.33167,1758006.59501,-32554.7366615
60881901,6,60880502,Costco,0.9,2973.8,5.9476,0.8488296,3.1297372,0.924916,7674237.80201,1.0,1606578.88171,1577369.18557,-29209.6961411
60881901,9,60883403,WalMart,0.8,2941.8,5.8836,0.7575872,3.1297372,0.924916,7674237.80201,1.0,1433884.48821,1407814.60103,-26069.8871863
60881901,2,60883003,Target,0.7,3960.9,7.9218,0.5772844,3.1297372,0.924916,7674237.80201,1.0,1092625.57029,1072760.21462,-19865.3556744
60881805,0,60880504,Donelans,1.0,2308.5,4.617,1.0,3.3419308,0.98104,7487383.10271,1.0,1731999.46266,1724436.3044,-7563.15826408
60881805,6,60880502,Costco,0.9,2412.4,4.8248,0.9,3.3419308,0.98104,7487383.10271,1.0,1558799.5164,1551992.67396,-6806.84243768
60881805,7,60880502,WalMart,0.8,2412.4,4.8248,0.8,3.3419308,0.98104,7487383.10271,1.0,1385599.57013,1379549.04352,-6050.52661127
60881805,10,60880702,Target,0.7,3191.3,6.3826,0.6419308,3.3419308,0.98104,7487383.10271,1.0,1111823.80067,1106968.77643,-4855.02423499
60881804,0,60880504,Donelans,1.0,2291.2,4.5824,1.0,3.3356056,0.988528,7474748.10992,1.0,1728611.74084,1724037.83912,-4573.90171535
60881804,6,60880502,Costco,0.9,2372.1,4.7442,0.9,3.3356056,0.988528,7474748.10992,1.0,1555750.56676,1551634.05521,-4116.51154381
60881804,7,60880502,WalMart,0.8,2372.1,4.7442,0.8,3.3356056,0.988528,7474748.10992,1.0,1382889.39267,1379230.2713,-3659.12137228
60881804,10,60880702,Target,0.7,3266.6,6.5332,0.6356056,3.3356056,0.988528,7474748.10992,1.0,1098715.3027,1095808.10516,-2907.19754413
60881803,0,60880504,Donelans,1.0,2115.2,4.2304,1.0,3.3401332,1.0,6013816.3536,1.0,1385629.44418,1385629.44418,0.0
60881803,6,60880502,Costco,0.9,2171.0,4.342,0.9,3.3401332,1.0,6013816.3536,1.0,1247066.49977,1247066.49977,0.0
60881803,7,60880502,WalMart,0.8,2171.0,4.342,0.8,3.3401332,1.0,6013816.3536,1.0,1108503.55535,1108503.55535,0.0
60881803,10,60880702,Target,0.7,3212.7,6.4254,0.6401332,3.3401332,1.0,6013816.3536,1.0,886987.41012,886987.41012,0.0
60881802,0,60880504,Donelans,1.0,2485.2,4.9704,1.0,3.3059668,0.97186,8868663.64528,1.0,2073170.3409,2059621.92864,-13548.412262
60881802,6,60880502,Costco,0.9,2540.7,5.0814,0.8956044,3.3059668,0.97186,8868663.64528,1.0,1856740.47926,1844606.46163,-12134.0176349
60881802,7,60880502,WalMart,0.8,2540.7,5.0814,0.7960928,3.3059668,0.97186,8868663.64528,1.0,1650435.98157,1639650.18811,-10785.7934532
60881802,10,60880702,Target,0.7,3520.6,7.0412,0.6142696,3.3059668,0.97186,8868663.64528,1.0,1273485.51604,1265163.13826,-8322.37778084
60881801,0,60880504,Donelans,1.0,2394.5,4.789,1.0,3.3126652,0.989428,210420.163869,1.0,48911.1123555,48791.2124199,-119.899935618
60881801,6,60880502,Costco,0.9,2421.9,4.8438,0.9,3.3126652,0.989428,210420.163869,1.0,44020.00112,43912.0911779,-107.909942056
60881801,7,60880502,WalMart,0.8,2421.9,4.8438,0.8,3.3126652,0.989428,210420.163869,1.0,39128.8898844,39032.9699359,-95.9199484945
60881801,10,60880702,Target,0.7,3539.7,7.0794,0.6126652,3.3126652,0.989428,210420.163869,1.0,29966.1364335,29892.6779155,-73.4585180354
60881705,0,60880504,Donelans,1.0,1736.0,3.472,1.0,3.3413512,1.0,6887192.29916,1.0,1586416.75872,1586416.75872,0.0
60881705,6,60880502,Costco,0.9,1682.2,3.3644,0.9,3.3413512,1.0,6887192.29916,1.0,1427775.08285,1427775.08285,0.0
60881705,7,60880502,WalMart,0.8,1682.2,3.3644,0.8,3.3413512,1.0,6887192.29916,1.0,1269133.40697,1269133.40697,0.0
60881705,10,60880702,Target,0.7,3198.2,6.3964,0.6413512,3.3413512,1.0,6887192.29916,1.0,1017450.2919,1017450.2919,0.0
60881704,0,60880504,Donelans,1.0,1660.5,3.321,1.0,3.3547744,1.0,6305824.74951,1.0,1448025.58532,1448025.58532,0.0
60881704,6,60880502,Costco,0.9,1648.5,3.297,0.9,3.3547744,1.0,6305824.74951,1.0,1303223.02679,1303223.02679,0.0
60881704,7,60880502,WalMart,0.8,1648.5,3.297,0.8,3.3547744,1.0,6305824.74951,1.0,1158420.46826,1158420.46826,0.0
60881704,10,60880702,Target,0.7,3038.4,6.0768,0.6547744,3.3547744,1.0,6305824.74951,1.0,948130.083815,948130.083815,0.0
60881703,0,60880504,Donelans,1.0,1632.2,3.2644,1.0,3.3662404,1.0,6218563.80978,1.0,1424237.61408,1424237.61408,0.0
60881703,6,60880502,Costco,0.9,1664.5,3.329,0.9,3.3662404,1.0,6218563.80978,1.0,1281813.85267,1281813.85267,0.0
60881703,7,60880502,WalMart,0.8,1664.5,3.329,0.8,3.3662404,1.0,6218563.80978,1.0,1139390.09126,1139390.09126,0.0
60881703,10,60880702,Target,0.7,2901.9,5.8038,0.6662404,3.3662404,1.0,6218563.80978,1.0,948884.637697,948884.637697,0.0
60881702,0,60880504,Donelans,1.0,1454.0,2.908,1.0,3.3522964,1.0,6686654.643,1.0,1536350.93488,1536350.93488,0.0
60881702,6,60880502,Costco,0.9,1339.2,2.6784,0.9,3.3522964,1.0,6686654.643,1.0,1382715.84139,1382715.84139,0.0
60881702,7,60880502,WalMart,0.8,1339.2,2.6784,0.8,3.3522964,1.0,6686654.643,1.0,1229080.7479,1229080.7479,0.0
60881702,10,60880702,Target,0.7,3067.9,6.1358,0.6522964,3.3522964,1.0,6686654.643,1.0,1002156.18396,1002156.18396,0.0
60881701,0,60880504,Donelans,1.0,1693.4,3.3868,1.0,3.3294232,1.0,5855894.9567,1.0,1352580.86035,1352580.86035,0.0
60881701,6,60880502,Costco,0.9,1544.2,3.0884,0.9,3.3294232,1.0,5855894.9567,1.0,1217322.77432,1217322.77432,0.0
60881701,7,60880502,WalMart,0.8,1544.2,3.0884,0.8,3.3294232,1.0,5855894.9567,1.0,1082064.68828,1082064.68828,0.0
60881701,10,60880702,Target,0.7,3340.2,6.6804,0.6294232,3.3294232,1.0,5855894.9567,1.0,851345.773383,851345.773383,0.0
60881606,0,60880504,Donelans,1.0,1523.9,3.0478,1.0,3.4,1.0,6830080.80494,1.0,1552291.09203,1552291.09203,0.0
60881606,6,60880502,Costco,0.9,1748.7,3.4974,0.9,3.4,1.0,6830080.80494,1.0,1397061.98283,1397061.98283,0.0
60881606,7,60880502,WalMart,0.8,1748.7,3.4974,0.8,3.4,1.0,6830080.80494,1.0,1241832.87362,1241832.87362,0.0
60881606,10,60880702,Target,0.7,2109.2,4.2184,0.7,3.4,1.0,6830080.80494,1.0,1086603.76442,1086603.76442,0.0
60881605,0,60880504,Donelans,1.0,1531.0,3.062,1.0,3.3960436,1.0,5312140.9946,1.0,1208391.33502,1208391.33502,0.0
60881605,6,60880502,Costco,0.9,1654.7,3.3094,0.9,3.3960436,1.0,5312140.9946,1.0,1087552.20152,1087552.20152,0.0
60881605,7,60880502,WalMart,0.8,1654.7,3.3094,0.8,3.3960436,1.0,5312140.9946,1.0,966713.068014,966713.068014,0.0
60881605,10,60880702,Target,0.7,2547.1,5.0942,0.6960436,3.3960436,1.0,5312140.9946,1.0,841093.055034,841093.055034,0.0
60881604,0,60880504,Donelans,1.0,1146.5,2.293,1.0,3.4,1.0,7894038.76393,1.0,1794099.71907,1794099.71907,0.0
60881604,6,60880502,Costco,0.9,1277.4,2.5548,0.9,3.4,1.0,7894038.76393,1.0,1614689.74717,1614689.74717,0.0
60881604,7,60880502,WalMart,0.8,1277.4,2.5548,0.8,3.4,1.0,7894038.76393,1.0,1435279.77526,1435279.77526,0.0
60881604,10,60880702,Target,0.7,2294.6,4.5892,0.7,3.4,1.0,7894038.76393,1.0,1255869.80335,1255869.80335,0.0
60881603,0,60880504,Donelans,1.0,843.8,1.6876,1.0,3.4,1.0,8891993.87844,1.0,2020907.69965,2020907.69965,0.0
60881603,6,60880502,Costco,0.9,1018.2,2.0364,0.9,3.4,1.0,8891993.87844,1.0,1818816.92968,1818816.92968,0.0
60881603,7,60880502,WalMart,0.8,1018.2,2.0364,0.8,3.4,1.0,8891993.87844,1.0,1616726.15972,1616726.15972,0.0
60881603,10,60880702,Target,0.7,2033.7,4.0674,0.7,3.4,1.0,8891993.87844,1.0,1414635.38975,1414635.38975,0.0
60881602,0,60880504,Donelans,1.0,849.3,1.6986,1.0,3.399328,1.0,6351363.32912,1.0,1443712.15993,1443712.15993,0.0
60881602,6,60880502,Costco,0.9,769.0,1.538,0.9,3.399328,1.0,6351363.32912,1.0,1299340.94394,1299340.94394,0.0
60881602,7,60880502,WalMart,0.8,769.0,1.538,0.8,3.399328,1.0,6351363.32912,1.0,1154969.72794,1154969.72794,0.0
60881602,10,60880702,Target,0.7,2508.0,5.016,0.699328,3.399328,1.0,6351363.32912,1.0,1009628.33738,1009628.33738,0.0
60881601,0,60880504,Donelans,1.0,1302.9,2.6058,1.0,3.374758,1.0,6194611.09932,1.0,1415989.43286,1415989.43286,0.0
60881601,6,60880502,Costco,0.9,1267.3,2.5346,0.9,3.374758,1.0,6194611.09932,1.0,1274390.48957,1274390.48957,0.0
60881601,7,60880502,WalMart,0.8,1267.3,2.5346,0.8,3.374758,1.0,6194611.09932,1.0,1132791.54629,1132791.54629,0.0
60881601,10,60880702,Target,0.7,2800.5,5.601,0.674758,3.374758,1.0,6194611.09932,1.0,955450.197737,955450.197737,0.0
60881506,0,60880504,Donelans,1.0,1989.8,3.9796,1.0,3.3968668,0.9979,6662098.62909,1.0,1515916.30052,1515192.27944,-724.021075891
60881506,6,60880502,Costco,0.9,2185.2,4.3704,0.9,3.3968668,0.9979,6662098.62909,1.0,1364324.67047,1363673.0515,-651.618968302
60881506,7,60880502,WalMart,0.8,2185.2,4.3704,0.8,3.3968668,0.9979,6662098.62909,1.0,1212733.04041,1212153.82355,-579.216860713
60881506,10,60880702,Target,0.7,2537.3,5.0746,0.6968668,3.3968668,0.9979,6662098.62909,1.0,1056391.74141,1055887.19516,-504.546250289
60881505,0,60880504,Donelans,1.0,2235.0,4.47,1.0,3.3769756,0.971632,7178214.7086,1.0,1650692.67427,1639994.22537,-10698.4488979
60881505,6,60880502,Costco,0.9,2417.8,4.8356,0.9,3.3769756,0.971632,7178214.7086,1.0,1485623.40685,1475994.80284,-9628.60400807
60881505,7,60880502,WalMart,0.8,2417.8,4.8356,0.8,3.3769756,0.971632,7178214.7086,1.0,1320554.13942,1311995.3803,-8558.75911828
60881505,10,60880702,Target,0.7,2774.1,5.5482,0.6769756,3.3769756,0.971632,7178214.7086,1.0,1117478.66358,1110236.07472,-7242.58886169
60881504,0,60880504,Donelans,1.0,2171.7,4.3434,1.0,3.363838,0.988636,6254476.90254,1.0,1436993.51278,1433251.39534,-3742.11743865
60881504,6,60880502,Costco,0.9,2312.3,4.6246,0.9,3.363838,0.988636,6254476.90254,1.0,1293294.1615,1289926.25581,-3367.90569478
60881504,7,60880502,WalMart,0.8,2312.3,4.6246,0.8,3.363838,0.988636,6254476.90254,1.0,1149594.81022,1146601.11627,-2993.69395092
60881504,10,60880702,Target,0.7,2930.5,5.861,0.663838,3.363838,0.988636,6254476.90254,1.0,953930.899536,951446.73978,-2484.15975624
60881503,0,60880504,Donelans,1.0,1909.3,3.8186,1.0,3.3840232,1.0,7099798.94888,1.0,1619471.11705,1619471.11705,0.0
60881503,6,60880502,Costco,0.9,2061.4,4.1228,0.9,3.3840232,1.0,7099798.94888,1.0,1457524.00535,1457524.00535,0.0
60881503,7,60880502,WalMart,0.8,2061.4,4.1228,0.8,3.3840232,1.0,7099798.94888,1.0,1295576.89364,1295576.89364,0.0
60881503,10,60880702,Target,0.7,2690.2,5.3804,0.6840232,3.3840232,1.0,7099798.94888,1.0,1107755.81579,1107755.81579,0.0
60881502,0,60880504,Donelans,1.0,1903.9,3.8078,1.0,3.36745,1.0,6761423.7023,1.0,1548139.92199,1548139.92199,0.0
60881502,6,60880502,Costco,0.9,2005.6,4.0112,0.9,3.36745,1.0,6761423.7023,1.0,1393325.92979,1393325.92979,0.0
60881502,7,60880502,WalMart,0.8,2005.6,4.0112,0.8,3.36745,1.0,6761423.7023,1.0,1238511.93759,1238511.93759,0.0
60881502,10,60880702,Target,0.7,2887.5,5.775,0.66745,3.36745,1.0,6761423.7023,1.0,1033305.99093,1033305.99093,0.0
60881501,0,60880504,Donelans,1.0,1818.2,3.6364,1.0,3.362074,1.0,5848985.42514,1.0,1340872.58152,1340872.58152,0.0
60881501,6,60880502,Costco,0.9,1882.1,3.7642,0.9,3.362074,1.0,5848985.42514,1.0,1206785.32336,1206785.32336,0.0
60881501,7,60880502,WalMart,0.8,1882.1,3.7642,0.8,3.362074,1.0,5848985.42514,1.0,1072698.06521,1072698.06521,0.0
60881501,10,60880702,Target,0.7,2951.5,5.903,0.662074,3.362074,1.0,5848985.42514,1.0,887756.873535,887756.873535,0.0
60881404,0,60880504,Donelans,1.0,3013.0,6.026,0.93844,3.1753708,0.960256,4766538.36573,1.0,1081603.94549,1071308.50844,-10295.4370446
60881404,6,60880502,Costco,0.9,3154.5,6.309,0.829314,3.1753708,0.960256,4766538.36573,1.0,955830.201661,946731.964078,-9098.23758283
60881404,9,60883403,WalMart,0.8,2227.3,4.4546,0.8,3.1753708,0.960256,4766538.36573,1.0,922044.197166,913267.557598,-8776.63956748
60881404,10,60880702,Target,0.7,3599.8,7.1996,0.6076168,3.1753708,0.960256,4766538.36573,1.0,700311.930676,693645.888615,-6666.04206093
60881403,0,60880504,Donelans,1.0,2758.6,5.5172,0.968968,3.2539492,0.957868,7052355.65785,1.0,1622460.48026,1606391.29331,-16069.1869462
60881403,6,60880502,Costco,0.9,2909.4,5.8188,0.8557848,3.2539492,0.957868,7052355.65785,1.0,1432944.14016,1418751.96257,-14192.1775919
60881403,9,60883403,WalMart,0.8,2452.8,4.9056,0.8,3.2539492,0.957868,7052355.65785,1.0,1339536.89307,1326269.84034,-13267.0527375
60881403,10,60880702,Target,0.7,3342.9,6.6858,0.6291964,3.2539492,0.957868,7052355.65785,1.0,1053539.73849,1043105.26121,-10434.4772763
60881402,0,60880504,Donelans,1.0,2442.2,4.8844,1.0,3.3291712,0.957052,7691075.50799,1.0,1794371.2096,1776569.96055,-17801.2490497
60881402,6,60880502,Costco,0.9,2581.2,5.1624,0.8912304,3.3291712,0.957052,7691075.50799,1.0,1599198.17088,1583333.15657,-15865.014311
60881402,7,60880502,WalMart,0.8,2581.2,5.1624,0.7922048,3.3291712,0.957052,7691075.50799,1.0,1421509.48523,1407407.25028,-14102.2349431
60881402,10,60880702,Target,0.7,3146.0,6.292,0.645736,3.3291712,0.957052,7691075.50799,1.0,1158690.0874,1147195.18005,-11494.9073563
60881401,0,60880504,Donelans,1.0,2491.2,4.9824,1.0,3.3241648,0.965356,7593593.05371,1.0,1770266.0525,1756083.17558,-14182.8769159
60881401,6,60880502,Costco,0.9,2668.7,5.3374,0.8817804,3.3241648,0.965356,7593593.05371,1.0,1560985.90788,1548479.725,-12506.1828801
60881401,7,60880502,WalMart,0.8,2668.7,5.3374,0.7838048,3.3241648,0.965356,7593593.05371,1.0,1387543.02922,1376426.42222,-11116.6070045
60881401,10,60880702,Target,0.7,2993.1,5.9862,0.6585796,3.3241648,0.965356,7593593.05371,1.0,1165861.10875,1156520.55534,-9340.55340615
60881309,0,60880504,Donelans,1.0,3200.7,6.4014,0.915916,3.161968,1.0,6988791.6087,1.0,1538009.4357,1538009.4357,0.0
60881309,4,60883501,Costco,0.9,3424.4,6.8488,0.8001648,3.161968,1.0,6988791.6087,1.0,1343639.60507,1343639.60507,0.0
60881309,9,60883403,WalMart,0.8,2216.9,4.4338,0.8,3.161968,1.0,6988791.6087,1.0,1343362.87231,1343362.87231,0.0
60881309,10,60880702,Target,0.7,3144.2,6.2884,0.6458872,3.161968,1.0,6988791.6087,1.0,1084576.10523,1084576.10523,0.0
60881308,3,60883501,Donelans,1.0,2832.1,5.6642,0.960148,3.2367532,1.0,5862821.33766,1.0,1328653.31446,1328653.31446,0.0
60881308,4,60883501,Costco,0.9,2832.1,5.6642,0.8641332,3.2367532,1.0,5862821.33766,1.0,1195787.98301,1195787.98301,0.0
60881308,9,60883403,WalMart,0.8,1953.1,3.9062,0.8,3.2367532,1.0,5862821.33766,1.0,1107040.42665,1107040.42665,0.0
60881308,10,60880702,Target,0.7,3542.0,7.084,0.612472,3.2367532,1.0,5862821.33766,1.0,847539.080236,847539.080236,0.0
60881307,3,60883501,Donelans,1.0,3193.7,6.3874,0.916756,3.1682776,1.0,6186513.19694,1.0,1360639.48629,1360639.48629,0.0
60881307,4,60883501,Costco,0.9,3193.7,6.3874,0.8250804,3.1682776,1.0,6186513.19694,1.0,1224575.53766,1224575.53766,0.0
60881307,9,60883403,WalMart,0.8,1990.5,3.981,0.8,3.1682776,1.0,6186513.19694,1.0,1187351.47524,1187351.47524,0.0
60881307,10,60880702,Target,0.7,3375.7,6.7514,0.6264412,3.1682776,1.0,6186513.19694,1.0,929757.353711,929757.353711,0.0
60881306,0,60880504,Donelans,1.0,2932.3,5.8646,0.948124,3.2200084,1.0,5400981.95547,1.0,1213457.44609,1213457.44609,0.0
60881306,6,60880502,Costco,0.9,3132.4,6.2648,0.8317008,3.2200084,1.0,5400981.95547,1.0,1064453.09757,1064453.09757,0.0
60881306,9,60883403,WalMart,0.8,2264.5,4.529,0.8,3.2200084,1.0,5400981.95547,1.0,1023880.7971,1023880.7971,0.0
60881306,10,60880702,Target,0.7,3212.1,6.4242,0.6401836,3.2200084,1.0,5400981.95547,1.0,819339.618327,819339.618327,0.0
60881305,0,60880504,Donelans,1.0,3016.8,6.0336,0.937984,3.2166952,1.0,8421443.24735,1.0,1873310.41213,1873310.41213,0.0
60881305,6,60880502,Costco,0.9,3263.4,6.5268,0.8175528,3.2166952,1.0,8421443.24735,1.0,1632789.22956,1632789.22956,0.0
60881305,9,60883403,WalMart,0.8,2398.1,4.7962,0.8,3.2166952,1.0,8421443.24735,1.0,1597733.36187,1597733.36187,0.0
60881305,10,60880702,Target,0.7,2962.4,5.9248,0.6611584,3.2166952,1.0,8421443.24735,1.0,1320443.54145,1320443.54145,0.0
60881304,0,60880504,Donelans,1.0,2974.4,5.9488,0.943072,3.2319232,1.0,5827197.86243,1.0,1298574.40289,1298574.40289,0.0
60881304,6,60880502,Costco,0.9,3236.8,6.4736,0.8204256,3.2319232,1.0,5827197.86243,1.0,1129694.95822,1129694.95822,0.0
60881304,9,60883403,WalMart,0.8,2564.3,5.1286,0.7938272,3.2319232,1.0,5827197.86243,1.0,1093069.96946,1093069.96946,0.0
60881304,10,60880702,Target,0.7,2802.4,5.6048,0.6745984,3.2319232,1.0,5827197.86243,1.0,928896.430464,928896.430464,0.0
60881303,0,60880504,Donelans,1.0,2710.0,5.42,0.9748,3.2919832,1.0,6883443.05292,1.0,1563375.24527,1563375.24527,0.0
60881303,6,60880502,Costco,0.9,2959.0,5.918,0.850428,3.2919832,1.0,6883443.05292,1.0,1363908.57928,1363908.57928,0.0
60881303,9,60883403,WalMart,0.8,2666.4,5.3328,0.7840256,3.2919832,1.0,6883443.05292,1.0,1257413.02287,1257413.02287,0.0
60881303,10,60880702,Target,0.7,2705.6,5.4112,0.6827296,3.2919832,1.0,6883443.05292,1.0,1094955.43276,1094955.43276,0.0
60881302,0,60880504,Donelans,1.0,2613.1,5.2262,0.986428,3.3110392,1.0,8377917.57284,1.0,1916988.47822,1916988.47822,0.0
60881302,6,60880502,Costco,0.9,2836.1,5.6722,0.8637012,3.3110392,1.0,8377917.57284,1.0,1678485.65635,1678485.65635,0.0
60881302,9,60883403,WalMart,0.8,2629.9,5.2598,0.7875296,3.3110392,1.0,8377917.57284,1.0,1530456.52542,1530456.52542,0.0
60881302,10,60880702,Target,0.7,2816.9,5.6338,0.6733804,3.3110392,1.0,8377917.57284,1.0,1308623.10098,1308623.10098,0.0
60881301,0,60880504,Donelans,1.0,2730.5,5.461,0.97234,3.2805976,1.0,7053579.41584,1.0,1602224.28037,1602224.28037,0.0
60881301,6,60880502,Costco,0.9,2933.2,5.8664,0.8532144,3.2805976,1.0,7053579.41584,1.0,1405928.81918,1405928.81918,0.0
60881301,9,60883403,WalMart,0.8,2466.7,4.9334,0.8,3.2805976,1.0,7053579.41584,1.0,1318241.99796,1318241.99796,0.0
60881301,10,60880702,Target,0.7,3035.2,6.0704,0.6550432,3.2805976,1.0,7053579.41584,1.0,1079381.82089,1079381.82089,0.0
60881204,3,60883501,Donelans,1.0,2900.3,5.8006,0.951964,3.237172,1.0,10568657.8523,1.0,2374456.78479,2374456.78479,0.0
60881204,4,60883501,Costco,0.9,2900.3,5.8006,0.8567676,3.237172,1.0,10568657.8523,1.0,2137011.10631,2137011.10631,0.0
60881204,9,60883403,WalMart,0.8,2410.9,4.8218,0.8,3.237172,1.0,10568657.8523,1.0,1995417.29292,1995417.29292,0.0
60881204,10,60880702,Target,0.7,3351.9,6.7038,0.6284404,3.237172,1.0,10568657.8523,1.0,1567501.05216,1567501.05216,0.0
60881203,3,60883501,Donelans,1.0,3281.1,6.5622,0.906268,3.1739956,1.0,5640198.5768,1.0,1224613.52949,1224613.52949,0.0
60881203,4,60883501,Costco,0.9,3281.1,6.5622,0.8156412,3.1739956,1.0,5640198.5768,1.0,1102152.17654,1102152.17654,0.0
60881203,9,60883403,WalMart,0.8,2567.9,5.1358,0.7934816,3.1739956,1.0,5640198.5768,1.0,1072208.55504,1072208.55504,0.0
60881203,10,60880702,Target,0.7,2992.8,5.9856,0.6586048,3.1739956,1.0,5640198.5768,1.0,889953.467041,889953.467041,0.0
60881202,0,60880504,Donelans,1.0,3153.1,6.3062,0.921628,3.1804672,1.0,4055733.21434,1.0,894129.079847,894129.079847,0.0
60881202,6,60880502,Costco,0.9,3435.8,6.8716,0.7989336,3.1804672,1.0,4055733.21434,1.0,775095.553333,775095.553333,0.0
60881202,9,60883403,WalMart,0.8,2690.5,5.381,0.781712,3.1804672,1.0,4055733.21434,1.0,758387.799921,758387.799921,0.0
60881202,10,60880702,Target,0.7,2759.6,5.5192,0.6781936,3.1804672,1.0,4055733.21434,1.0,657958.112738,657958.112738,0.0
