CustomerID,OfferID,ChannelID,Probability,Cost,ExpectedRevenue
C-11770,O-4,Email,0.47527620847616503,30,4.752762084761651
C-11772,O-4,Email,0.47912698027212225,30,4.791269802721223
C-11772,O-7,Email,0.35974583247475395,30,14.389833298990158
C-11777,O-6,Mobile,0.3179504155691471,50,9.538512467074414
C-11779,O-5,Email,0.2810025935235581,30,5.620051870471162
C-11779,O-7,Email,0.32225626602357205,30,12.890250640942881
C-11785,O-5,Email,0.3357071613229503,30,6.714143226459006
C-11793,O-3,Mobile,0.37649795918079787,50,7.529959183615958
C-11793,O-6,Mobile,0.33245984299100556,50,9.973795289730166
C-11793,O-11,Mobile,0.4069942017738252,50,13.023814456762407
C-11808,O-2,Mobile,0.5536794403426041,50,16.610383210278123
C-11808,O-4,Mobile,0.46659832190791284,50,4.665983219079129
C-11808,O-11,Mobile,0.3965924111996565,50,12.690957158389008
C-11812,O-9,Mobile,0.21893595353617482,50,5.47339883840437
C-11814,O-2,Mobile,0.5585458354495583,50,16.756375063486747
C-11814,O-3,Mobile,0.2902007043909979,50,5.804014087819958
C-11814,O-7,Mobile,0.30442278823606317,50,12.176911529442528
C-11814,O-8,Mobile,0.2287705034170918,50,2.287705034170918
