CustomerID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV
C-11077,F,Men's Casual,129.942,YES,Mobile,12994.2
C-11081,F,Women's Shoes,239.797,NO,Direct Mail,23979.7
C-11082,M,Men's Sportswear,190.629,NO,Email,19062.9
C-11083,M,Men's Career,468.411,NO,Mobile,46841.1
C-11086,M,Home goods,306.545,NO,Email,30654.5
C-11087,M,Women's Sportwear,183.222,YES,Email,18322.2
C-11088,M,Women's Career,225.496,YES,Direct Mail,22549.6
C-11092,F,Women's Shoes,213.574,NO,Mobile,21357.4
C-11094,M,Men's Casual,472.705,NO,Mobile,47270.5
C-11096,M,Women's Shoes,248.952,YES,Mobile,24895.2
C-11100,F,Men's Sportswear,340.379,NO,Direct Mail,34037.9
C-11102,M,Men's Career,331.864,YES,Email,33186.4
C-11103,M,Home goods,295.005,NO,Email,29500.5
C-11105,M,Women's Sportwear,118.488,NO,Email,11848.8
C-11108,M,Women's Career,297.839,YES,Mobile,29783.9
C-11110,F,Women's Shoes,368.045,NO,Mobile,36804.5
C-11111,M,Men's Casual,475.451,YES,Mobile,47545.1
C-11116,M,Women's Shoes,200.766,NO,Direct Mail,20076.6
C-11117,F,Men's Sportswear,478.98,YES,Mobile,47898
C-11118,F,Men's Career,491.791,NO,Direct Mail,49179.1
C-11119,M,Home goods,492.505,YES,Mobile,49250.5
C-11121,M,Women's Sportwear,345.206,NO,Mobile,34520.6
C-11123,F,Women's Career,157.511,NO,Email,15751.1
C-11126,M,Women's Shoes,433.344,YES,Mobile,43334.4
C-11129,M,Men's Casual,185.153,YES,Direct Mail,18515.3
C-11130,F,Women's Shoes,130.883,NO,Direct Mail,13088.3
C-11131,F,Men's Sportswear,224.563,NO,Mobile,22456.3
C-11133,M,Men's Career,169.606,NO,Direct Mail,16960.6
C-11134,F,Home goods,288.307,NO,Mobile,28830.7
C-11138,M,Women's Sportwear,253.568,YES,Mobile,25356.8
C-11142,F,Women's Career,112.168,NO,Email,11216.8
C-11146,M,Women's Shoes,410.628,YES,Email,41062.8
C-11147,M,Men's Casual,189.1,YES,Email,18910
C-11149,F,Women's Shoes,151.803,YES,Direct Mail,15180.3
C-11151,F,Men's Sportswear,408.875,YES,Mobile,40887.5
C-11153,F,Men's Career,280.822,NO,Email,28082.2
C-11156,M,Home goods,419.003,YES,Direct Mail,41900.3
C-11158,F,Women's Sportwear,433.446,NO,Mobile,43344.6
C-11159,F,Women's Career,441.263,YES,Email,44126.3
C-11162,F,Women's Shoes,276.473,NO,Mobile,27647.3
C-11164,M,Men's Casual,483.546,NO,Direct Mail,48354.6
C-11166,M,Women's Shoes,375.076,YES,Mobile,37507.6
C-11168,F,Men's Sportswear,460.629,NO,Mobile,46062.9
C-11170,M,Men's Career,423.719,YES,Mobile,42371.9
C-11172,M,Home goods,207.035,YES,Email,20703.5
C-11173,F,Women's Sportwear,259.133,NO,Mobile,25913.3
C-11175,F,Women's Career,123.961,YES,Email,12396.1
C-11177,F,Women's Shoes,453.326,YES,Email,45332.6
C-11178,F,Men's Casual,429.427,YES,Mobile,42942.7
C-11179,M,Women's Shoes,301.201,YES,Mobile,30120.1
C-11180,M,Men's Sportswear,131.243,YES,Direct Mail,13124.3
C-11182,F,Men's Career,374.002,YES,Mobile,37400.2
C-11183,M,Home goods,140.502,YES,Mobile,14050.2
C-11184,M,Women's Sportwear,317.561,YES,Mobile,31756.1
C-11189,F,Women's Career,319.051,YES,Mobile,31905.1
C-11190,F,Women's Shoes,219.571,YES,Direct Mail,21957.1
C-11192,F,Men's Casual,408.684,YES,Email,40868.4
C-11193,M,Women's Shoes,172.856,YES,Email,17285.6
C-11194,F,Men's Sportswear,382.586,YES,Mobile,38258.6
C-11195,M,Men's Career,132.577,NO,Mobile,13257.7
C-11196,F,Home goods,157.945,NO,Mobile,15794.5
C-11197,M,Women's Sportwear,429.349,NO,Email,42934.9
C-11198,M,Women's Career,212.654,NO,Email,21265.4
C-11200,M,Women's Shoes,262.117,YES,Mobile,26211.7
C-11201,F,Men's Casual,184.71,YES,Mobile,18471
C-11203,M,Women's Shoes,172.076,YES,Mobile,17207.6
C-11204,M,Men's Sportswear,463,NO,Email,46300
C-11205,F,Men's Career,208.372,YES,Mobile,20837.2
C-11206,F,Home goods,230.249,YES,Mobile,23024.9
C-11207,M,Women's Sportwear,366.913,NO,Direct Mail,36691.3
C-11209,F,Women's Career,352.522,YES,Mobile,35252.2
C-11211,M,Women's Shoes,226.799,NO,Direct Mail,22679.9
C-11214,M,Men's Casual,440.704,NO,Email,44070.4
C-11218,M,Women's Shoes,340.079,NO,Mobile,34007.9
C-11219,M,Men's Sportswear,256.014,NO,Email,25601.4
C-11220,F,Men's Career,171.59,NO,Direct Mail,17159
C-11221,F,Home goods,464.065,YES,Mobile,46406.5
C-11222,M,Women's Sportwear,151.33,YES,Email,15133
C-11225,M,Women's Career,284.931,YES,Mobile,28493.1
C-11226,F,Women's Shoes,280.198,NO,Mobile,28019.8
C-11228,F,Men's Casual,367.54,NO,Email,36754
C-11230,F,Women's Shoes,260.61,YES,Email,26061
C-11231,F,Men's Sportswear,356.361,YES,Email,35636.1
C-11232,F,Men's Career,276.682,NO,Mobile,27668.2
C-11234,M,Home goods,410.697,YES,Email,41069.7
C-11239,F,Women's Sportwear,304.989,NO,Direct Mail,30498.9
C-11242,M,Women's Career,461.326,YES,Email,46132.6
C-11243,F,Women's Shoes,197.255,YES,Direct Mail,19725.5
C-11245,M,Men's Casual,228.296,NO,Email,22829.6
C-11246,F,Women's Shoes,468.845,NO,Email,46884.5
C-11248,M,Men's Sportswear,224.622,NO,Mobile,22462.2
C-11249,M,Men's Career,388.52,YES,Email,38852
C-11250,M,Home goods,431.101,YES,Email,43110.1
C-11251,F,Women's Sportwear,481.146,NO,Email,48114.6
C-11253,M,Women's Career,247.74,YES,Mobile,24774
C-11255,F,Women's Shoes,230.34,YES,Mobile,23034
C-11258,F,Men's Casual,433.975,YES,Mobile,43397.5
C-11261,F,Women's Shoes,270.835,YES,Direct Mail,27083.5
C-11262,M,Men's Sportswear,353.104,NO,Mobile,35310.4
C-11263,F,Men's Career,455.905,NO,Mobile,45590.5
C-11267,M,Home goods,148.671,YES,Mobile,14867.1
C-11269,M,Women's Sportwear,274.8,YES,Mobile,27480
C-11270,M,Women's Career,173.132,NO,Email,17313.2
C-11271,M,Women's Shoes,287.408,YES,Email,28740.8
C-11273,M,Men's Casual,407.653,YES,Mobile,40765.3
C-11275,M,Women's Shoes,241.621,YES,Direct Mail,24162.1
C-11278,M,Men's Sportswear,440.797,YES,Email,44079.7
C-11279,M,Men's Career,213.284,YES,Mobile,21328.4
C-11280,F,Home goods,294.205,YES,Direct Mail,29420.5
C-11281,M,Women's Sportwear,467.916,YES,Mobile,46791.6
C-11282,M,Women's Career,319.036,NO,Mobile,31903.6
C-11285,M,Women's Shoes,236.325,YES,Mobile,23632.5
C-11287,F,Men's Casual,356.412,NO,Email,35641.2
C-11289,F,Women's Shoes,242.582,NO,Email,24258.2
C-11290,F,Men's Sportswear,191.763,NO,Email,19176.3
C-11291,F,Men's Career,327.941,NO,Email,32794.1
C-11296,M,Home goods,246.694,YES,Email,24669.4
C-11297,F,Women's Sportwear,124.807,NO,Email,12480.7
C-11300,F,Women's Career,182.962,YES,Direct Mail,18296.2
C-11302,M,Women's Shoes,216.406,NO,Mobile,21640.6
C-11304,F,Men's Casual,192.175,YES,Mobile,19217.5
C-11309,F,Women's Shoes,269.729,NO,Mobile,26972.9
C-11310,F,Men's Sportswear,438.689,YES,Mobile,43868.9
C-11314,M,Men's Career,432.528,NO,Email,43252.8
C-11316,F,Home goods,174.561,NO,Direct Mail,17456.1
C-11318,M,Women's Sportwear,200.58,YES,Mobile,20058
C-11319,F,Women's Career,298.812,NO,Mobile,29881.2
C-11322,M,Women's Shoes,115.295,YES,Direct Mail,11529.5
C-11324,F,Men's Casual,263.646,YES,Mobile,26364.6
C-11325,M,Women's Shoes,498.042,YES,Email,49804.2
C-11326,F,Men's Sportswear,495.666,NO,Email,49566.6
C-11328,F,Men's Career,268.28,NO,Mobile,26828
C-11329,F,Home goods,382.775,NO,Mobile,38277.5
C-11333,M,Women's Sportwear,480.396,NO,Email,48039.6
C-11337,M,Women's Career,397.012,NO,Mobile,39701.2
C-11338,F,Women's Shoes,446.825,NO,Mobile,44682.5
C-11339,F,Men's Casual,472.099,YES,Email,47209.9
C-11342,M,Women's Shoes,417.778,NO,Mobile,41777.8
C-11343,F,Men's Sportswear,360.895,YES,Mobile,36089.5
C-11346,M,Men's Career,323.073,YES,Mobile,32307.3
C-11350,M,Home goods,479.564,YES,Direct Mail,47956.4
C-11351,F,Women's Sportwear,395.687,NO,Mobile,39568.7
C-11352,F,Women's Career,262.23,NO,Direct Mail,26223
C-11354,F,Women's Shoes,390.228,YES,Mobile,39022.8
C-11359,F,Men's Casual,387.433,NO,Direct Mail,38743.3
C-11361,M,Women's Shoes,123.519,YES,Mobile,12351.9
C-11362,F,Men's Sportswear,363.388,NO,Mobile,36338.8
C-11365,M,Men's Career,406.114,YES,Email,40611.4
C-11366,F,Home goods,240.284,YES,Email,24028.4
C-11367,M,Women's Sportwear,213.607,YES,Direct Mail,21360.7
C-11368,M,Women's Career,256.03,NO,Email,25603
C-11369,F,Women's Shoes,248.043,YES,Mobile,24804.3
C-11370,F,Men's Casual,257.388,YES,Mobile,25738.8
C-11373,M,Women's Shoes,334.191,YES,Email,33419.1
C-11374,F,Men's Sportswear,459.019,NO,Direct Mail,45901.9
C-11379,M,Men's Career,291.147,YES,Direct Mail,29114.7
C-11381,M,Home goods,412.905,NO,Direct Mail,41290.5
C-11383,M,Women's Sportwear,402.238,YES,Email,40223.8
C-11385,M,Women's Career,106.842,YES,Email,10684.2
C-11386,F,Women's Shoes,439.612,NO,Mobile,43961.2
C-11389,F,Men's Casual,464.275,NO,Direct Mail,46427.5
C-11391,M,Women's Shoes,183.863,YES,Email,18386.3
C-11393,M,Men's Sportswear,354.566,NO,Email,35456.6
C-11394,M,Men's Career,446.318,NO,Mobile,44631.8
C-11395,M,Home goods,209.389,YES,Mobile,20938.9
C-11396,F,Women's Sportwear,391.493,YES,Direct Mail,39149.3
C-11397,M,Women's Career,177.18,NO,Mobile,17718
C-11399,F,Women's Shoes,248.076,NO,Direct Mail,24807.6
C-11401,M,Men's Casual,187.703,NO,Direct Mail,18770.3
C-11402,F,Women's Shoes,241.036,NO,Email,24103.6
C-11404,F,Men's Sportswear,431.953,NO,Mobile,43195.3
C-11405,F,Men's Career,126.155,YES,Mobile,12615.5
C-11406,M,Home goods,261.937,NO,Mobile,26193.7
C-11408,F,Women's Sportwear,382.919,YES,Mobile,38291.9
C-11409,F,Women's Career,108.55,YES,Direct Mail,10855
C-11411,F,Women's Shoes,275.05,YES,Direct Mail,27505
C-11412,M,Men's Casual,161.359,NO,Mobile,16135.9
C-11414,M,Women's Shoes,486.573,NO,Email,48657.3
C-11415,M,Men's Sportswear,180.642,NO,Email,18064.2
C-11416,F,Men's Career,122.038,NO,Mobile,12203.8
C-11418,M,Home goods,192.276,YES,Email,19227.6
C-11419,M,Women's Sportwear,312.017,NO,Email,31201.7
C-11420,M,Women's Career,181.721,YES,Mobile,18172.1
C-11422,M,Women's Shoes,149.206,YES,Mobile,14920.6
C-11427,F,Men's Casual,408.109,YES,Email,40810.9
C-11428,F,Women's Shoes,465.449,YES,Email,46544.9
C-11431,M,Men's Sportswear,400.432,YES,Mobile,40043.2
C-11435,F,Men's Career,316.988,YES,Direct Mail,31698.8
C-11437,F,Home goods,335.207,YES,Email,33520.7
C-11440,F,Women's Sportwear,481.999,NO,Direct Mail,48199.9
C-11444,M,Women's Career,311.958,YES,Email,31195.8
C-11445,M,Women's Shoes,294.406,NO,Email,29440.6
C-11450,M,Men's Casual,236.473,NO,Email,23647.3
C-11451,M,Women's Shoes,374.77,NO,Email,37477
C-11452,M,Men's Sportswear,263.763,YES,Mobile,26376.3
C-11453,F,Men's Career,171.606,NO,Mobile,17160.6
C-11454,F,Home goods,275.548,NO,Mobile,27554.8
C-11455,F,Women's Sportwear,434.2,YES,Email,43420
C-11456,M,Women's Career,177.878,YES,Mobile,17787.8
C-11459,F,Women's Shoes,445.139,YES,Direct Mail,44513.9
C-11462,M,Men's Casual,151.186,YES,Mobile,15118.6
C-11463,M,Women's Shoes,364.903,NO,Direct Mail,36490.3
C-11464,M,Men's Sportswear,424.066,NO,Mobile,42406.6
C-11466,M,Men's Career,161.584,NO,Mobile,16158.4
C-11468,F,Home goods,412.514,YES,Mobile,41251.4
C-11469,F,Women's Sportwear,165.851,YES,Mobile,16585.1
C-11470,F,Women's Career,255.922,NO,Email,25592.2
C-11471,F,Women's Shoes,311.795,NO,Direct Mail,31179.5
C-11472,M,Men's Casual,261.124,NO,Mobile,26112.4
C-11475,M,Women's Shoes,361.337,NO,Mobile,36133.7
C-11478,M,Men's Sportswear,338.901,NO,Direct Mail,33890.1
C-11479,M,Men's Career,221.877,NO,Mobile,22187.7
C-11482,F,Home goods,243.642,YES,Email,24364.2
C-11484,F,Women's Sportwear,221.969,YES,Mobile,22196.9
C-11487,M,Women's Career,467.096,NO,Direct Mail,46709.6
C-11492,F,Women's Shoes,339.481,YES,Email,33948.1
C-11493,F,Men's Casual,449.825,NO,Email,44982.5
C-11495,M,Women's Shoes,277.087,NO,Email,27708.7
C-11496,M,Men's Sportswear,492.205,YES,Email,49220.5
C-11498,M,Men's Career,166.528,NO,Mobile,16652.8
C-11499,M,Home goods,487.559,YES,Mobile,48755.9
C-11500,F,Women's Sportwear,467.188,YES,Email,46718.8
C-11502,F,Women's Career,104.023,YES,Direct Mail,10402.3
C-11504,F,Women's Shoes,347.506,YES,Mobile,34750.6
C-11506,F,Men's Casual,326.006,NO,Email,32600.6
C-11507,M,Women's Shoes,267.967,YES,Email,26796.7
C-11509,F,Men's Sportswear,398.343,NO,Email,39834.3
C-11510,M,Men's Career,318.546,NO,Email,31854.6
C-11511,M,Home goods,139.755,NO,Mobile,13975.5
C-11516,M,Women's Sportwear,449.981,NO,Email,44998.1
C-11517,M,Women's Career,182.815,NO,Email,18281.5
C-11518,M,Women's Shoes,205.746,NO,Mobile,20574.6
C-11522,M,Men's Casual,174.934,NO,Mobile,17493.4
C-11523,F,Women's Shoes,123.794,YES,Mobile,12379.4
C-11525,F,Men's Sportswear,257.551,YES,Email,25755.1
C-11527,F,Men's Career,140.896,YES,Mobile,14089.6
C-11529,M,Home goods,375.927,NO,Mobile,37592.7
C-11531,F,Women's Sportwear,305.207,NO,Email,30520.7
C-11533,F,Women's Career,190.756,NO,Email,19075.6
C-11536,M,Women's Shoes,327.653,YES,Email,32765.3
C-11540,M,Men's Casual,100.726,NO,Email,10072.6
C-11541,F,Women's Shoes,125.105,NO,Mobile,12510.5
C-11545,M,Men's Sportswear,162.099,YES,Mobile,16209.9
C-11547,F,Men's Career,394.701,YES,Mobile,39470.1
C-11548,F,Home goods,409.457,YES,Email,40945.7
C-11549,M,Women's Sportwear,387.874,NO,Mobile,38787.4
C-11551,F,Women's Career,241.955,NO,Direct Mail,24195.5
C-11556,F,Women's Shoes,412.805,NO,Mobile,41280.5
C-11557,M,Men's Casual,338.601,YES,Mobile,33860.1
C-11558,F,Women's Shoes,344.744,YES,Direct Mail,34474.4
C-11559,F,Men's Sportswear,493.472,NO,Mobile,49347.2
C-11562,M,Men's Career,372.656,NO,Mobile,37265.6
C-11563,M,Home goods,490.631,YES,Mobile,49063.1
C-11565,F,Women's Sportwear,323.863,NO,Email,32386.3
C-11566,M,Women's Career,391,YES,Mobile,39100
C-11568,M,Women's Shoes,330.487,YES,Direct Mail,33048.7
C-11571,M,Men's Casual,290.087,YES,Email,29008.7
C-11572,F,Women's Shoes,382.007,NO,Mobile,38200.7
C-11576,M,Men's Sportswear,200.102,NO,Email,20010.2
C-11579,F,Men's Career,351.138,YES,Direct Mail,35113.8
C-11581,F,Home goods,482.053,YES,Mobile,48205.3
C-11583,M,Women's Sportwear,297.183,YES,Direct Mail,29718.3
C-11584,M,Women's Career,438.679,NO,Email,43867.9
C-11586,F,Women's Shoes,138.218,YES,Mobile,13821.8
C-11589,F,Men's Casual,163.794,YES,Mobile,16379.4
C-11590,F,Women's Shoes,435.423,YES,Email,43542.3
C-11593,M,Men's Sportswear,297.398,YES,Mobile,29739.8
C-11596,M,Men's Career,279.826,YES,Mobile,27982.6
C-11598,F,Home goods,278.603,NO,Direct Mail,27860.3
C-11600,M,Women's Sportwear,371.075,NO,Email,37107.5
C-11601,F,Women's Career,385.516,YES,Mobile,38551.6
C-11605,M,Women's Shoes,227.651,YES,Mobile,22765.1
C-11606,F,Men's Casual,351.619,YES,Email,35161.9
C-11607,M,Women's Shoes,373.032,NO,Email,37303.2
C-11609,M,Men's Sportswear,218.933,NO,Direct Mail,21893.3
C-11611,F,Men's Career,358.777,NO,Mobile,35877.7
C-11613,F,Home goods,305.01,NO,Email,30501
C-11616,M,Women's Sportwear,136.852,YES,Mobile,13685.2
C-11618,M,Women's Career,377.746,NO,Mobile,37774.6
C-11622,M,Women's Shoes,265.31,YES,Direct Mail,26531
C-11623,M,Men's Casual,135.356,YES,Mobile,13535.6
C-11626,M,Women's Shoes,405.415,YES,Email,40541.5
C-11627,M,Men's Sportswear,143.525,NO,Email,14352.5
C-11629,F,Men's Career,420.572,YES,Email,42057.2
C-11630,M,Home goods,475.807,YES,Direct Mail,47580.7
C-11631,F,Women's Sportwear,329.802,NO,Email,32980.2
C-11632,F,Women's Career,448.626,NO,Mobile,44862.6
C-11634,M,Women's Shoes,195.788,NO,Email,19578.8
C-11635,F,Men's Casual,466.62,YES,Direct Mail,46662
C-11639,F,Women's Shoes,262.052,NO,Direct Mail,26205.2
C-11643,F,Men's Sportswear,145.031,YES,Mobile,14503.1
C-11644,F,Men's Career,349.178,NO,Direct Mail,34917.8
C-11645,M,Home goods,344.264,YES,Direct Mail,34426.4
C-11649,F,Women's Sportwear,411.354,NO,Mobile,41135.4
C-11656,F,Women's Career,494.212,YES,Email,49421.2
C-11659,M,Women's Shoes,190.425,NO,Email,19042.5
C-11660,M,Men's Casual,376.643,NO,Email,37664.3
C-11664,F,Women's Shoes,255.805,NO,Email,25580.5
C-11665,M,Men's Sportswear,150.174,NO,Direct Mail,15017.4
C-11666,M,Men's Career,192.051,YES,Mobile,19205.1
C-11668,F,Home goods,291.647,NO,Email,29164.7
C-11670,M,Women's Sportwear,254.476,YES,Email,25447.6
C-11673,M,Women's Career,219.79,YES,Email,21979
C-11675,M,Women's Shoes,330.381,NO,Email,33038.1
C-11676,M,Men's Casual,116.56,YES,Mobile,11656
C-11680,M,Women's Shoes,277.47,NO,Mobile,27747
C-11682,M,Men's Sportswear,236.457,NO,Email,23645.7
C-11684,F,Men's Career,495.42,YES,Email,49542
C-11686,F,Home goods,283.283,YES,Direct Mail,28328.3
C-11689,M,Women's Sportwear,425.797,NO,Mobile,42579.7
C-11690,M,Women's Career,396.933,NO,Mobile,39693.3
C-11691,F,Women's Shoes,275.034,NO,Direct Mail,27503.4
C-11695,F,Men's Casual,242.185,NO,Email,24218.5
C-11698,M,Women's Shoes,400.922,NO,Email,40092.2
C-11700,F,Men's Sportswear,195.891,NO,Mobile,19589.1
C-11706,M,Men's Career,490.56,NO,Direct Mail,49056
C-11707,M,Home goods,322.881,NO,Mobile,32288.1
C-11712,M,Women's Sportwear,223.496,NO,Mobile,22349.6
C-11713,F,Women's Career,385.706,YES,Email,38570.6
C-11715,M,Women's Shoes,275.586,NO,Mobile,27558.6
C-11717,F,Men's Casual,411.357,NO,Email,41135.7
C-11718,M,Women's Shoes,133.662,YES,Mobile,13366.2
C-11722,F,Men's Sportswear,494.836,NO,Direct Mail,49483.6
C-11723,M,Men's Career,386.381,YES,Email,38638.1
C-11724,F,Home goods,243.927,YES,Email,24392.7
C-11725,F,Women's Sportwear,178.494,YES,Direct Mail,17849.4
C-11729,F,Women's Career,271.358,YES,Email,27135.8
C-11731,F,Women's Shoes,457.7,YES,Mobile,45770
C-11732,F,Men's Casual,465.812,YES,Mobile,46581.2
C-11734,F,Women's Shoes,209.334,NO,Direct Mail,20933.4
C-11735,M,Men's Sportswear,260.39,YES,Mobile,26039
C-11736,F,Men's Career,234.978,NO,Email,23497.8
C-11737,M,Home goods,236.343,YES,Email,23634.3
C-11739,M,Women's Sportwear,222.416,YES,Mobile,22241.6
C-11750,F,Women's Career,139.837,NO,Mobile,13983.7
C-11753,F,Women's Shoes,197.256,YES,Mobile,19725.6
C-11756,F,Men's Casual,129.531,YES,Direct Mail,12953.1
C-11760,M,Women's Shoes,319.126,YES,Email,31912.6
C-11761,M,Men's Sportswear,101.17,YES,Email,10117
C-11762,F,Men's Career,380.608,NO,Direct Mail,38060.8
C-11763,F,Home goods,140.777,YES,Mobile,14077.7
C-11764,F,Women's Sportwear,306.867,YES,Mobile,30686.7
C-11768,M,Women's Career,328.441,YES,Mobile,32844.1
C-11769,F,Women's Shoes,407.113,YES,Direct Mail,40711.3
C-11770,M,Men's Casual,368.276,NO,Email,36827.6
C-11771,M,Women's Shoes,119.406,NO,Direct Mail,11940.6
C-11772,M,Men's Sportswear,188.338,YES,Email,18833.8
C-11775,F,Men's Career,342.302,NO,Direct Mail,34230.2
C-11776,F,Home goods,374.335,NO,Direct Mail,37433.5
C-11777,F,Women's Sportwear,256.375,YES,Mobile,25637.5
C-11779,M,Women's Career,428.928,NO,Email,42892.8
C-11781,M,Women's Shoes,114.418,NO,Direct Mail,11441.8
C-11784,M,Men's Casual,184.9,YES,Email,18490
C-11785,F,Women's Shoes,132.185,YES,Email,13218.5
C-11786,F,Men's Sportswear,460.157,YES,Email,46015.7
C-11787,F,Men's Career,403.384,YES,Email,40338.4
C-11790,F,Home goods,243.813,NO,Direct Mail,24381.3
C-11791,M,Women's Sportwear,496.018,YES,Email,49601.8
C-11792,F,Women's Career,259.767,YES,Mobile,25976.7
C-11793,M,Women's Shoes,463.67,YES,Mobile,46367
C-11794,F,Men's Casual,188.473,NO,Email,18847.3
C-11795,M,Women's Shoes,302.371,YES,Mobile,30237.1
C-11797,F,Men's Sportswear,122.678,YES,Mobile,12267.8
C-11800,F,Men's Career,181.207,NO,Email,18120.7
C-11803,F,Home goods,302.881,YES,Email,30288.1
C-11808,F,Women's Sportwear,489.554,YES,Mobile,48955.4
C-11809,F,Women's Career,135.428,YES,Mobile,13542.8
C-11812,F,Women's Shoes,365.954,NO,Mobile,36595.4
C-11814,F,Men's Casual,123.374,NO,Mobile,12337.4
C-11817,M,Women's Shoes,250.85,NO,Direct Mail,25085
