Plants,Markets,Months,Products,value
Dallas,Italy,Feb-07,Enduro 450,0.0
Dallas,Italy,Feb-07,Enduro 550,0.0
Dallas,Italy,Feb-07,KingTwin,0.0
Dallas,Italy,Feb-07,MegaTwin,0.0
Dallas,Italy,Feb-07,RoadLiner,0.0
Dallas,Italy,Feb-07,RoadStar,0.0
Dallas,Italy,Feb-07,ST1200,0.0
Dallas,Italy,Feb-07,ST1200R,0.0
Dallas,Italy,Feb-07,ST900,0.0
Dallas,Italy,Feb-07,Victory,0.0
Dallas,Italy,Jan-07,200S,0.0
Dallas,Italy,Jan-07,300S,0.0
Dallas,Italy,Jan-07,600S,0.0
Dallas,Italy,Jan-07,626S,0.0
Dallas,Italy,Jan-07,676RS,0.0
Dallas,Italy,Jan-07,676S,339.0
Dallas,Italy,Jan-07,900S,0.0
Dallas,Italy,Jan-07,929S,0.0
Dallas,Italy,Jan-07,996RS,0.0
Dallas,Italy,Jan-07,996S,81.0
Dallas,Italy,Jan-07,Bandit 1200,0.0
Dallas,Italy,Jan-07,Bandit 1200S,0.0
Dallas,Italy,Jan-07,Bandit 900,0.0
Dallas,Italy,Jan-07,Boulevard,244.0
Dallas,Italy,Jan-07,CRS550,0.0
Dallas,Italy,Jan-07,CRX500,0.0
Dallas,Italy,Jan-07,CRX600,0.0
Dallas,Italy,Jan-07,CRX650,0.0
Dallas,Italy,Jan-07,Enduro 350,0.0
Dallas,Italy,Jan-07,Enduro 450,118.0
Dallas,Italy,Jan-07,Enduro 550,0.0
Dallas,Italy,Jan-07,KingTwin,0.0
Dallas,Italy,Jan-07,MegaTwin,0.0
Dallas,Italy,Jan-07,RoadLiner,0.0
Dallas,Italy,Jan-07,RoadStar,330.0
Dallas,Italy,Jan-07,ST1200,0.0
Dallas,Italy,Jan-07,ST1200R,0.0
Dallas,Italy,Jan-07,ST900,0.0
Dallas,Italy,Jan-07,Victory,0.0
Dallas,Italy,Mar-07,200S,0.0
Dallas,Italy,Mar-07,300S,0.0
Dallas,Italy,Mar-07,600S,0.0
Dallas,Italy,Mar-07,626S,0.0
Dallas,Italy,Mar-07,676RS,0.0
Dallas,Italy,Mar-07,676S,0.0
Dallas,Italy,Mar-07,900S,0.0
Dallas,Italy,Mar-07,929S,0.0
Dallas,Italy,Mar-07,996RS,0.0
Dallas,Italy,Mar-07,996S,0.0
Dallas,Italy,Mar-07,Bandit 1200,0.0
Dallas,Italy,Mar-07,Bandit 1200S,0.0
Dallas,Italy,Mar-07,Bandit 900,0.0
Dallas,Italy,Mar-07,Boulevard,0.0
Dallas,Italy,Mar-07,CRS550,0.0
Dallas,Italy,Mar-07,CRX500,0.0
Dallas,Italy,Mar-07,CRX600,0.0
Dallas,Italy,Mar-07,CRX650,0.0
Dallas,Italy,Mar-07,Enduro 350,0.0
Dallas,Italy,Mar-07,Enduro 450,0.0
Dallas,Italy,Mar-07,Enduro 550,0.0
Dallas,Italy,Mar-07,KingTwin,0.0
Dallas,Italy,Mar-07,MegaTwin,0.0
Dallas,Italy,Mar-07,RoadLiner,0.0
Dallas,Italy,Mar-07,RoadStar,0.0
Dallas,Italy,Mar-07,ST1200,0.0
Dallas,Italy,Mar-07,ST1200R,0.0
Dallas,Italy,Mar-07,ST900,0.0
Dallas,Italy,Mar-07,Victory,0.0
Dallas,Japan,Feb-07,200S,63.0
Dallas,Japan,Feb-07,300S,0.0
Dallas,Japan,Feb-07,600S,0.0
Dallas,Japan,Feb-07,626S,0.0
Dallas,Japan,Feb-07,676RS,0.0
Dallas,Japan,Feb-07,676S,0.0
Dallas,Japan,Feb-07,900S,0.0
Dallas,Japan,Feb-07,929S,0.0
Dallas,Japan,Feb-07,996RS,0.0
Dallas,Japan,Feb-07,996S,0.0
Dallas,Japan,Feb-07,Bandit 1200,0.0
Dallas,Japan,Feb-07,Bandit 1200S,0.0
Dallas,Japan,Feb-07,Bandit 900,0.0
Dallas,Japan,Feb-07,Boulevard,0.0
Dallas,Japan,Feb-07,CRS550,0.0
Dallas,Japan,Feb-07,CRX500,0.0
Dallas,Japan,Feb-07,CRX600,0.0
Dallas,Japan,Feb-07,CRX650,0.0
Dallas,Japan,Feb-07,Enduro 350,0.0
Dallas,Japan,Feb-07,Enduro 450,0.0
Dallas,Japan,Feb-07,Enduro 550,0.0
Dallas,Japan,Feb-07,KingTwin,0.0
Dallas,Japan,Feb-07,MegaTwin,0.0
Dallas,Japan,Feb-07,RoadLiner,0.0
Dallas,Japan,Feb-07,RoadStar,-0.0
Dallas,Japan,Feb-07,ST1200,0.0
Dallas,Japan,Feb-07,ST1200R,0.0
Dallas,Japan,Feb-07,ST900,0.0
Dallas,Japan,Feb-07,Victory,0.0
Dallas,Japan,Jan-07,200S,0.0
Dallas,Japan,Jan-07,300S,0.0
Dallas,Japan,Jan-07,600S,0.0
Dallas,Japan,Jan-07,626S,0.0
Dallas,Japan,Jan-07,676RS,210.0
Dallas,Japan,Jan-07,676S,162.0
Dallas,Japan,Jan-07,900S,0.0
Dallas,Japan,Jan-07,929S,0.0
Dallas,Japan,Jan-07,996RS,0.0
Dallas,Japan,Jan-07,996S,156.0
Dallas,Japan,Jan-07,Bandit 1200,0.0
Dallas,Japan,Jan-07,Bandit 1200S,0.0
Dallas,Japan,Jan-07,Bandit 900,0.0
Dallas,Japan,Jan-07,Boulevard,237.0
Dallas,Japan,Jan-07,CRS550,0.0
Dallas,Japan,Jan-07,CRX500,0.0
Dallas,Japan,Jan-07,CRX600,0.0
Dallas,Japan,Jan-07,CRX650,0.0
Dallas,Japan,Jan-07,Enduro 350,0.0
Dallas,Japan,Jan-07,Enduro 450,214.0
Dallas,Japan,Jan-07,Enduro 550,0.0
Dallas,Japan,Jan-07,KingTwin,0.0
Dallas,Japan,Jan-07,MegaTwin,0.0
Dallas,Japan,Jan-07,RoadLiner,0.0
Dallas,Japan,Jan-07,RoadStar,75.0
Dallas,Japan,Jan-07,ST1200,0.0
Dallas,Japan,Jan-07,ST1200R,0.0
Dallas,Japan,Jan-07,ST900,0.0
Dallas,Japan,Jan-07,Victory,0.0
Dallas,Japan,Mar-07,200S,58.0
Dallas,Japan,Mar-07,300S,0.0
Dallas,Japan,Mar-07,600S,0.0
Dallas,Japan,Mar-07,626S,0.0
Dallas,Japan,Mar-07,676RS,0.0
Dallas,Japan,Mar-07,676S,0.0
Dallas,Japan,Mar-07,900S,0.0
Dallas,Japan,Mar-07,929S,0.0
Dallas,Japan,Mar-07,996RS,0.0
Dallas,Japan,Mar-07,996S,0.0
Dallas,Japan,Mar-07,Bandit 1200,0.0
Dallas,Japan,Mar-07,Bandit 1200S,0.0
Dallas,Japan,Mar-07,Bandit 900,0.0
Dallas,Japan,Mar-07,Boulevard,0.0
Dallas,Japan,Mar-07,CRS550,0.0
Dallas,Japan,Mar-07,CRX500,0.0
Dallas,Japan,Mar-07,CRX600,0.0
Dallas,Japan,Mar-07,CRX650,0.0
Dallas,Japan,Mar-07,Enduro 350,0.0
Dallas,Japan,Mar-07,Enduro 450,0.0
Dallas,Japan,Mar-07,Enduro 550,0.0
Dallas,Japan,Mar-07,KingTwin,0.0
Dallas,Japan,Mar-07,MegaTwin,0.0
Dallas,Japan,Mar-07,RoadLiner,0.0
Dallas,Japan,Mar-07,RoadStar,0.0
Dallas,Japan,Mar-07,ST1200,0.0
Dallas,Japan,Mar-07,ST1200R,0.0
Dallas,Japan,Mar-07,ST900,0.0
Dallas,Japan,Mar-07,Victory,0.0
Dallas,Spain,Feb-07,200S,0.0
Dallas,Spain,Feb-07,300S,0.0
Dallas,Spain,Feb-07,600S,0.0
Dallas,Spain,Feb-07,626S,0.0
Dallas,Spain,Feb-07,676RS,0.0
Dallas,Spain,Feb-07,676S,0.0
Dallas,Spain,Feb-07,900S,0.0
Dallas,Spain,Feb-07,929S,0.0
Dallas,Spain,Feb-07,996RS,0.0
Dallas,Spain,Feb-07,996S,0.0
Dallas,Spain,Feb-07,Bandit 1200,0.0
Dallas,Spain,Feb-07,Bandit 1200S,0.0
Dallas,Spain,Feb-07,Bandit 900,0.0
Dallas,Spain,Feb-07,Boulevard,0.0
Dallas,Spain,Feb-07,CRS550,0.0
Dallas,Spain,Feb-07,CRX500,0.0
Dallas,Spain,Feb-07,CRX600,0.0
Dallas,Spain,Feb-07,CRX650,0.0
Dallas,Spain,Feb-07,Enduro 350,0.0
Dallas,Spain,Feb-07,Enduro 450,0.0
Dallas,Spain,Feb-07,Enduro 550,0.0
Dallas,Spain,Feb-07,KingTwin,0.0
Dallas,Spain,Feb-07,MegaTwin,0.0
Dallas,Spain,Feb-07,RoadLiner,0.0
Dallas,Spain,Feb-07,RoadStar,164.0
Dallas,Spain,Feb-07,ST1200,0.0
Dallas,Spain,Feb-07,ST1200R,0.0
Dallas,Spain,Feb-07,ST900,0.0
Dallas,Spain,Feb-07,Victory,0.0
Dallas,Spain,Jan-07,200S,0.0
Dallas,Spain,Jan-07,300S,0.0
Dallas,Spain,Jan-07,600S,0.0
Dallas,Spain,Jan-07,626S,0.0
Dallas,Spain,Jan-07,676RS,186.0
Dallas,Spain,Jan-07,676S,138.0
Dallas,Spain,Jan-07,900S,0.0
Dallas,Spain,Jan-07,929S,0.0
Dallas,Spain,Jan-07,996RS,0.0
Dallas,Spain,Jan-07,996S,0.0
Dallas,Spain,Jan-07,Bandit 1200,0.0
Dallas,Spain,Jan-07,Bandit 1200S,0.0
Dallas,Spain,Jan-07,Bandit 900,0.0
Dallas,Spain,Jan-07,Boulevard,298.0
Dallas,Spain,Jan-07,CRS550,0.0
Dallas,Spain,Jan-07,CRX500,0.0
Dallas,Spain,Jan-07,CRX600,0.0
Dallas,Spain,Jan-07,CRX650,0.0
Dallas,Spain,Jan-07,Enduro 350,0.0
Dallas,Spain,Jan-07,Enduro 450,122.0
Dallas,Spain,Jan-07,Enduro 550,0.0
Dallas,Spain,Jan-07,KingTwin,0.0
Dallas,Spain,Jan-07,MegaTwin,0.0
Dallas,Spain,Jan-07,RoadLiner,0.0
Dallas,Spain,Jan-07,RoadStar,84.0
Dallas,Spain,Jan-07,ST1200,0.0
Dallas,Spain,Jan-07,ST1200R,0.0
Dallas,Spain,Jan-07,ST900,0.0
Dallas,Spain,Jan-07,Victory,0.0
Dallas,Spain,Mar-07,200S,59.0
Dallas,Spain,Mar-07,300S,0.0
Dallas,Spain,Mar-07,600S,0.0
Dallas,Spain,Mar-07,626S,0.0
Dallas,Spain,Mar-07,676RS,0.0
Dallas,Spain,Mar-07,676S,0.0
Dallas,Spain,Mar-07,900S,0.0
Dallas,Spain,Mar-07,929S,0.0
Dallas,Spain,Mar-07,996RS,0.0
Dallas,Spain,Mar-07,996S,0.0
Dallas,Spain,Mar-07,Bandit 1200,0.0
Dallas,Spain,Mar-07,Bandit 1200S,0.0
Dallas,Spain,Mar-07,Bandit 900,0.0
Dallas,Spain,Mar-07,Boulevard,0.0
Dallas,Spain,Mar-07,CRS550,0.0
Dallas,Spain,Mar-07,CRX500,0.0
Dallas,Spain,Mar-07,CRX600,0.0
Dallas,Spain,Mar-07,CRX650,0.0
Dallas,Spain,Mar-07,Enduro 350,0.0
Dallas,Spain,Mar-07,Enduro 450,0.0
Dallas,Spain,Mar-07,Enduro 550,0.0
Dallas,Spain,Mar-07,KingTwin,0.0
Dallas,Spain,Mar-07,MegaTwin,0.0
Dallas,Spain,Mar-07,RoadLiner,0.0
Dallas,Spain,Mar-07,RoadStar,-0.0
Dallas,Spain,Mar-07,ST1200,0.0
Dallas,Spain,Mar-07,ST1200R,0.0
Dallas,Spain,Mar-07,ST900,0.0
Dallas,Spain,Mar-07,Victory,0.0
Dallas,UK,Feb-07,200S,73.0
Dallas,UK,Feb-07,300S,0.0
Dallas,UK,Feb-07,600S,0.0
Dallas,UK,Feb-07,626S,0.0
Dallas,UK,Feb-07,676RS,0.0
Dallas,UK,Feb-07,676S,0.0
Dallas,UK,Feb-07,900S,0.0
Dallas,UK,Feb-07,929S,0.0
Dallas,UK,Feb-07,996RS,0.0
Dallas,UK,Feb-07,996S,0.0
Dallas,UK,Feb-07,Bandit 1200,0.0
Dallas,UK,Feb-07,Bandit 1200S,0.0
Dallas,UK,Feb-07,Bandit 900,0.0
Dallas,UK,Feb-07,Boulevard,0.0
Dallas,UK,Feb-07,CRS550,0.0
Dallas,UK,Feb-07,CRX500,0.0
Dallas,UK,Feb-07,CRX600,0.0
Dallas,UK,Feb-07,CRX650,0.0
Dallas,UK,Feb-07,Enduro 350,0.0
Dallas,UK,Feb-07,Enduro 450,0.0
Dallas,UK,Feb-07,Enduro 550,0.0
Dallas,UK,Feb-07,KingTwin,0.0
Dallas,UK,Feb-07,MegaTwin,0.0
Dallas,UK,Feb-07,RoadLiner,0.0
Dallas,UK,Feb-07,RoadStar,-0.0
Dallas,UK,Feb-07,ST1200,0.0
Dallas,UK,Feb-07,ST1200R,0.0
Dallas,UK,Feb-07,ST900,0.0
Dallas,UK,Feb-07,Victory,0.0
Dallas,UK,Jan-07,200S,72.0
Dallas,UK,Jan-07,300S,0.0
Dallas,UK,Jan-07,600S,0.0
Dallas,UK,Jan-07,626S,0.0
Dallas,UK,Jan-07,676RS,89.0
Dallas,UK,Jan-07,676S,86.0
Dallas,UK,Jan-07,900S,0.0
Dallas,UK,Jan-07,929S,0.0
Dallas,UK,Jan-07,996RS,0.0
Dallas,UK,Jan-07,996S,0.0
Dallas,UK,Jan-07,Bandit 1200,0.0
Dallas,UK,Jan-07,Bandit 1200S,0.0
Dallas,UK,Jan-07,Bandit 900,0.0
Dallas,UK,Jan-07,Boulevard,116.0
Dallas,UK,Jan-07,CRS550,0.0
Dallas,UK,Jan-07,CRX500,0.0
Dallas,UK,Jan-07,CRX600,0.0
Dallas,UK,Jan-07,CRX650,0.0
Dallas,UK,Jan-07,Enduro 350,0.0
Dallas,UK,Jan-07,Enduro 450,187.0
Dallas,UK,Jan-07,Enduro 550,0.0
Dallas,UK,Jan-07,KingTwin,0.0
Dallas,UK,Jan-07,MegaTwin,0.0
Dallas,UK,Jan-07,RoadLiner,0.0
Dallas,UK,Jan-07,RoadStar,36.0
Dallas,UK,Jan-07,ST1200,0.0
Dallas,UK,Jan-07,ST1200R,0.0
Dallas,UK,Jan-07,ST900,0.0
Dallas,UK,Jan-07,Victory,0.0
Dallas,UK,Mar-07,200S,0.0
Dallas,UK,Mar-07,300S,0.0
Dallas,UK,Mar-07,600S,0.0
Dallas,UK,Mar-07,626S,0.0
Dallas,UK,Mar-07,676RS,0.0
Dallas,UK,Mar-07,676S,0.0
Dallas,UK,Mar-07,900S,0.0
Dallas,UK,Mar-07,929S,0.0
Dallas,UK,Mar-07,996RS,0.0
Dallas,UK,Mar-07,996S,0.0
Dallas,UK,Mar-07,Bandit 1200,0.0
Dallas,UK,Mar-07,Bandit 1200S,0.0
Dallas,UK,Mar-07,Bandit 900,0.0
Dallas,UK,Mar-07,Boulevard,0.0
Dallas,UK,Mar-07,CRS550,0.0
Dallas,UK,Mar-07,CRX500,0.0
Dallas,UK,Mar-07,CRX600,0.0
Dallas,UK,Mar-07,CRX650,0.0
Dallas,UK,Mar-07,Enduro 350,0.0
Dallas,UK,Mar-07,Enduro 450,0.0
Dallas,UK,Mar-07,Enduro 550,0.0
Dallas,UK,Mar-07,KingTwin,0.0
Dallas,UK,Mar-07,MegaTwin,0.0
Dallas,UK,Mar-07,RoadLiner,0.0
Dallas,UK,Mar-07,RoadStar,0.0
Dallas,UK,Mar-07,ST1200,0.0
Dallas,UK,Mar-07,ST1200R,0.0
Dallas,UK,Mar-07,ST900,0.0
Dallas,UK,Mar-07,Victory,0.0
Dallas,US,Feb-07,200S,0.0
Dallas,US,Feb-07,300S,0.0
Dallas,US,Feb-07,600S,0.0
Dallas,US,Feb-07,626S,0.0
Dallas,US,Feb-07,676RS,0.0
Dallas,US,Feb-07,676S,0.0
Dallas,US,Feb-07,900S,0.0
Dallas,US,Feb-07,929S,0.0
Dallas,US,Feb-07,996RS,0.0
Dallas,US,Feb-07,996S,0.0
Dallas,US,Feb-07,Bandit 1200,0.0
Dallas,US,Feb-07,Bandit 1200S,0.0
Dallas,US,Feb-07,Bandit 900,0.0
Dallas,US,Feb-07,Boulevard,0.0
Dallas,US,Feb-07,CRS550,0.0
Dallas,US,Feb-07,CRX500,0.0
Dallas,US,Feb-07,CRX600,0.0
Dallas,US,Feb-07,CRX650,0.0
Dallas,US,Feb-07,Enduro 350,0.0
Dallas,US,Feb-07,Enduro 450,0.0
Dallas,US,Feb-07,Enduro 550,0.0
Dallas,US,Feb-07,KingTwin,0.0
Dallas,US,Feb-07,MegaTwin,0.0
Dallas,US,Feb-07,RoadLiner,0.0
Dallas,US,Feb-07,RoadStar,157.0
Dallas,US,Feb-07,ST1200,0.0
Dallas,US,Feb-07,ST1200R,0.0
Dallas,US,Feb-07,ST900,0.0
Dallas,US,Feb-07,Victory,0.0
Dallas,US,Jan-07,200S,0.0
Dallas,US,Jan-07,300S,0.0
Dallas,US,Jan-07,600S,0.0
Dallas,US,Jan-07,626S,0.0
Dallas,US,Jan-07,676RS,323.0
Dallas,US,Jan-07,676S,152.0
Dallas,US,Jan-07,900S,0.0
Dallas,US,Jan-07,929S,0.0
Dallas,US,Jan-07,996RS,0.0
Dallas,US,Jan-07,996S,206.0
Dallas,US,Jan-07,Bandit 1200,0.0
Dallas,US,Jan-07,Bandit 1200S,0.0
Dallas,US,Jan-07,Bandit 900,0.0
Dallas,US,Jan-07,Boulevard,269.0
Dallas,US,Jan-07,CRS550,0.0
Dallas,US,Jan-07,CRX500,0.0
Dallas,US,Jan-07,CRX600,0.0
Dallas,US,Jan-07,CRX650,0.0
Dallas,US,Jan-07,Enduro 350,0.0
Dallas,US,Jan-07,Enduro 450,190.0
Dallas,US,Jan-07,Enduro 550,0.0
Dallas,US,Jan-07,KingTwin,0.0
Dallas,US,Jan-07,MegaTwin,0.0
Dallas,US,Jan-07,RoadLiner,0.0
Dallas,US,Jan-07,RoadStar,86.0
Dallas,US,Jan-07,ST1200,0.0
Dallas,US,Jan-07,ST1200R,0.0
Dallas,US,Jan-07,ST900,0.0
Dallas,US,Jan-07,Victory,0.0
Dallas,US,Mar-07,200S,0.0
Dallas,US,Mar-07,300S,0.0
Dallas,US,Mar-07,600S,0.0
Dallas,US,Mar-07,626S,0.0
Dallas,US,Mar-07,676RS,0.0
Dallas,US,Mar-07,676S,0.0
Dallas,US,Mar-07,900S,0.0
Dallas,US,Mar-07,929S,0.0
Dallas,US,Mar-07,996RS,0.0
Dallas,US,Mar-07,996S,0.0
Dallas,US,Mar-07,Bandit 1200,0.0
Dallas,US,Mar-07,Bandit 1200S,0.0
Dallas,US,Mar-07,Bandit 900,0.0
Dallas,US,Mar-07,Boulevard,0.0
Dallas,US,Mar-07,CRS550,0.0
Dallas,US,Mar-07,CRX500,0.0
Dallas,US,Mar-07,CRX600,0.0
Dallas,US,Mar-07,CRX650,0.0
Dallas,US,Mar-07,Enduro 350,0.0
Dallas,US,Mar-07,Enduro 450,0.0
Dallas,US,Mar-07,Enduro 550,0.0
Dallas,US,Mar-07,KingTwin,0.0
Dallas,US,Mar-07,MegaTwin,0.0
Dallas,US,Mar-07,RoadLiner,0.0
Dallas,US,Mar-07,RoadStar,0.0
Dallas,US,Mar-07,ST1200,0.0
Dallas,US,Mar-07,ST1200R,0.0
Dallas,US,Mar-07,ST900,0.0
Dallas,US,Mar-07,Victory,0.0
Houston,Argentina,Feb-07,200S,0.0
Houston,Argentina,Feb-07,300S,85.0
Houston,Argentina,Feb-07,600S,156.0
Houston,Argentina,Feb-07,626S,0.0
Houston,Argentina,Feb-07,676RS,0.0
Houston,Argentina,Feb-07,676S,0.0
Houston,Argentina,Feb-07,900S,0.0
Houston,Argentina,Feb-07,929S,0.0
Houston,Argentina,Feb-07,996RS,0.0
Houston,Argentina,Feb-07,996S,0.0
Houston,Argentina,Feb-07,Bandit 1200,0.0
Houston,Argentina,Feb-07,Bandit 1200S,0.0
Houston,Argentina,Feb-07,Bandit 900,0.0
Houston,Argentina,Feb-07,Boulevard,0.0
Houston,Argentina,Feb-07,CRS550,0.0
Houston,Argentina,Feb-07,CRX500,0.0
Houston,Argentina,Feb-07,CRX600,0.0
Houston,Argentina,Feb-07,CRX650,0.0
Houston,Argentina,Feb-07,Enduro 350,0.0
Houston,Argentina,Feb-07,Enduro 450,0.0
Houston,Argentina,Feb-07,Enduro 550,0.0
Houston,Argentina,Feb-07,KingTwin,0.0
Houston,Argentina,Feb-07,MegaTwin,0.0
Houston,Argentina,Feb-07,RoadLiner,0.0
Houston,Argentina,Feb-07,RoadStar,0.0
Houston,Argentina,Feb-07,ST1200,0.0
Houston,Argentina,Feb-07,ST1200R,0.0
Houston,Argentina,Feb-07,ST900,0.0
Houston,Argentina,Feb-07,Victory,0.0
Houston,Argentina,Jan-07,200S,64.0
Houston,Argentina,Jan-07,300S,0.0
Houston,Argentina,Jan-07,600S,76.0
Houston,Argentina,Jan-07,626S,0.0
Houston,Argentina,Jan-07,676RS,0.0
Houston,Argentina,Jan-07,676S,0.0
Houston,Argentina,Jan-07,900S,0.0
Houston,Argentina,Jan-07,929S,0.0
Houston,Argentina,Jan-07,996RS,0.0
Houston,Argentina,Jan-07,996S,0.0
Houston,Argentina,Jan-07,Bandit 1200,0.0
Houston,Argentina,Jan-07,Bandit 1200S,0.0
Houston,Argentina,Jan-07,Bandit 900,0.0
Houston,Argentina,Jan-07,Boulevard,0.0
Houston,Argentina,Jan-07,CRS550,0.0
Houston,Argentina,Jan-07,CRX500,0.0
Houston,Argentina,Jan-07,CRX600,0.0
Houston,Argentina,Jan-07,CRX650,0.0
Houston,Argentina,Jan-07,Enduro 350,0.0
Houston,Argentina,Jan-07,Enduro 450,0.0
Houston,Argentina,Jan-07,Enduro 550,0.0
Houston,Argentina,Jan-07,KingTwin,0.0
Houston,Argentina,Jan-07,MegaTwin,0.0
Houston,Argentina,Jan-07,RoadLiner,186.0
Houston,Argentina,Jan-07,RoadStar,312.0
Houston,Argentina,Jan-07,ST1200,0.0
Houston,Argentina,Jan-07,ST1200R,0.0
Houston,Argentina,Jan-07,ST900,0.0
Houston,Argentina,Jan-07,Victory,0.0
Houston,Argentina,Mar-07,200S,0.0
Houston,Argentina,Mar-07,300S,0.0
Houston,Argentina,Mar-07,600S,0.0
Houston,Argentina,Mar-07,626S,0.0
Houston,Argentina,Mar-07,676RS,0.0
Houston,Argentina,Mar-07,676S,0.0
Houston,Argentina,Mar-07,900S,0.0
Houston,Argentina,Mar-07,929S,0.0
Houston,Argentina,Mar-07,996RS,0.0
Houston,Argentina,Mar-07,996S,0.0
Houston,Argentina,Mar-07,Bandit 1200,0.0
Houston,Argentina,Mar-07,Bandit 1200S,0.0
Houston,Argentina,Mar-07,Bandit 900,0.0
Houston,Argentina,Mar-07,Boulevard,0.0
Houston,Argentina,Mar-07,CRS550,0.0
Houston,Argentina,Mar-07,CRX500,0.0
Houston,Argentina,Mar-07,CRX600,0.0
Houston,Argentina,Mar-07,CRX650,0.0
Houston,Argentina,Mar-07,Enduro 350,0.0
Houston,Argentina,Mar-07,Enduro 450,0.0
Houston,Argentina,Mar-07,Enduro 550,0.0
Houston,Argentina,Mar-07,KingTwin,0.0
Houston,Argentina,Mar-07,MegaTwin,0.0
Houston,Argentina,Mar-07,RoadLiner,0.0
Houston,Argentina,Mar-07,RoadStar,0.0
Houston,Argentina,Mar-07,ST1200,0.0
Houston,Argentina,Mar-07,ST1200R,0.0
Houston,Argentina,Mar-07,ST900,0.0
Houston,Argentina,Mar-07,Victory,0.0
Houston,Brazil,Feb-07,200S,0.0
Houston,Brazil,Feb-07,300S,0.0
Houston,Brazil,Feb-07,600S,0.0
Houston,Brazil,Feb-07,626S,0.0
Houston,Brazil,Feb-07,676RS,0.0
Houston,Brazil,Feb-07,676S,0.0
Houston,Brazil,Feb-07,900S,0.0
Houston,Brazil,Feb-07,929S,0.0
Houston,Brazil,Feb-07,996RS,0.0
Houston,Brazil,Feb-07,996S,0.0
Houston,Brazil,Feb-07,Bandit 1200,0.0
Houston,Brazil,Feb-07,Bandit 1200S,0.0
Houston,Brazil,Feb-07,Bandit 900,0.0
Houston,Brazil,Feb-07,Boulevard,0.0
Houston,Brazil,Feb-07,CRS550,0.0
Houston,Brazil,Feb-07,CRX500,0.0
Houston,Brazil,Feb-07,CRX600,0.0
Houston,Brazil,Feb-07,CRX650,0.0
Houston,Brazil,Feb-07,Enduro 350,0.0
Houston,Brazil,Feb-07,Enduro 450,0.0
Houston,Brazil,Feb-07,Enduro 550,0.0
Houston,Brazil,Feb-07,KingTwin,0.0
Houston,Brazil,Feb-07,MegaTwin,0.0
Houston,Brazil,Feb-07,RoadLiner,0.0
Houston,Brazil,Feb-07,RoadStar,0.0
Houston,Brazil,Feb-07,ST1200,0.0
Houston,Brazil,Feb-07,ST1200R,0.0
Houston,Brazil,Feb-07,ST900,0.0
Houston,Brazil,Feb-07,Victory,0.0
Houston,Brazil,Jan-07,200S,0.0
Houston,Brazil,Jan-07,300S,0.0
Houston,Brazil,Jan-07,600S,214.0
Houston,Brazil,Jan-07,626S,0.0
Houston,Brazil,Jan-07,676RS,0.0
Houston,Brazil,Jan-07,676S,0.0
Houston,Brazil,Jan-07,900S,0.0
Houston,Brazil,Jan-07,929S,0.0
Houston,Brazil,Jan-07,996RS,0.0
Houston,Brazil,Jan-07,996S,0.0
Houston,Brazil,Jan-07,Bandit 1200,0.0
Houston,Brazil,Jan-07,Bandit 1200S,0.0
Houston,Brazil,Jan-07,Bandit 900,0.0
Houston,Brazil,Jan-07,Boulevard,0.0
Houston,Brazil,Jan-07,CRS550,0.0
Houston,Brazil,Jan-07,CRX500,0.0
Houston,Brazil,Jan-07,CRX600,0.0
Houston,Brazil,Jan-07,CRX650,0.0
Houston,Brazil,Jan-07,Enduro 350,0.0
Houston,Brazil,Jan-07,Enduro 450,0.0
Houston,Brazil,Jan-07,Enduro 550,0.0
Houston,Brazil,Jan-07,KingTwin,0.0
Houston,Brazil,Jan-07,MegaTwin,0.0
Houston,Brazil,Jan-07,RoadLiner,312.0
Houston,Brazil,Jan-07,RoadStar,0.0
Houston,Brazil,Jan-07,ST1200,0.0
Houston,Brazil,Jan-07,ST1200R,0.0
Houston,Brazil,Jan-07,ST900,0.0
Houston,Brazil,Jan-07,Victory,0.0
Houston,Brazil,Mar-07,200S,0.0
Houston,Brazil,Mar-07,300S,0.0
Houston,Brazil,Mar-07,600S,0.0
Houston,Brazil,Mar-07,626S,0.0
Houston,Brazil,Mar-07,676RS,0.0
Houston,Brazil,Mar-07,676S,0.0
Houston,Brazil,Mar-07,900S,0.0
Houston,Brazil,Mar-07,929S,0.0
Houston,Brazil,Mar-07,996RS,0.0
Houston,Brazil,Mar-07,996S,0.0
Houston,Brazil,Mar-07,Bandit 1200,0.0
Houston,Brazil,Mar-07,Bandit 1200S,0.0
Houston,Brazil,Mar-07,Bandit 900,0.0
Houston,Brazil,Mar-07,Boulevard,0.0
Houston,Brazil,Mar-07,CRS550,0.0
Houston,Brazil,Mar-07,CRX500,0.0
Houston,Brazil,Mar-07,CRX600,0.0
Houston,Brazil,Mar-07,CRX650,0.0
Houston,Brazil,Mar-07,Enduro 350,0.0
Houston,Brazil,Mar-07,Enduro 450,0.0
Houston,Brazil,Mar-07,Enduro 550,0.0
Houston,Brazil,Mar-07,KingTwin,0.0
Houston,Brazil,Mar-07,MegaTwin,0.0
Houston,Brazil,Mar-07,RoadLiner,0.0
Houston,Brazil,Mar-07,RoadStar,0.0
Houston,Brazil,Mar-07,ST1200,0.0
Houston,Brazil,Mar-07,ST1200R,0.0
Houston,Brazil,Mar-07,ST900,0.0
Houston,Brazil,Mar-07,Victory,0.0
